"Iter","name","value","ID","variable","Time","simdata"
2,"Cmet_out_1.11",9.07547e-08,"2","Cmet_out",48,9.05e-08
2,"Qu_out_1.1",0.0905866,"2","Qu_out",0.25,0.0906
2,"Qu_out_1.2",0.335128,"2","Qu_out",0.5,0.277
2,"Qu_out_1.3",1.15015,"2","Qu_out",1,1.14
2,"Qu_out_1.4",3.42774,"2","Qu_out",2,3.56
2,"Qu_out_1.5",7.98314,"2","Qu_out",4,8.39
2,"Qu_out_1.6",11.1215,"2","Qu_out",6,12.1
2,"Qu_out_1.7",12.9584,"2","Qu_out",8,15
2,"Qu_out_1.8",14.4963,"2","Qu_out",12,16.1
2,"Qu_out_1.9",15.0567,"2","Qu_out",24,16.7
2,"Qu_out_1.10",15.0667,"2","Qu_out",36,16.7
2,"Qu_out_1.11",15.0669,"2","Qu_out",48,16.7
2,"Q_fec_out_1.1",5.75355,"2","Q_fec_out",0.25,5.75
2,"Q_fec_out_1.2",10.6832,"2","Q_fec_out",0.5,10.6
2,"Q_fec_out_1.3",18.5258,"2","Q_fec_out",1,20
2,"Q_fec_out_1.4",28.5096,"2","Q_fec_out",2,31.9
2,"Q_fec_out_1.5",36.7903,"2","Q_fec_out",4,41.2
2,"Q_fec_out_1.6",39.1947,"2","Q_fec_out",6,43.3
2,"Q_fec_out_1.7",39.8929,"2","Q_fec_out",8,44
2,"Q_fec_out_1.8",40.1545,"2","Q_fec_out",12,44.2
2,"Q_fec_out_1.9",40.1785,"2","Q_fec_out",24,44.2
2,"Q_fec_out_1.10",40.1785,"2","Q_fec_out",36,44.2
2,"Q_fec_out_1.11",40.1785,"2","Q_fec_out",48,44.2
2,"Qu_met_out_1.1",0.0155833,"2","Qu_met_out",0.25,0.0156
2,"Qu_met_out_1.2",0.112496,"2","Qu_met_out",0.5,0.116
2,"Qu_met_out_1.3",0.734939,"2","Qu_met_out",1,0.863
2,"Qu_met_out_1.4",3.96859,"2","Qu_met_out",2,4.19
2,"Qu_met_out_1.5",15.2037,"2","Qu_met_out",4,15.6
2,"Qu_met_out_1.6",26.2934,"2","Qu_met_out",6,28.1
2,"Qu_met_out_1.7",34.1516,"2","Qu_met_out",8,36.8
2,"Qu_met_out_1.8",41.6705,"2","Qu_met_out",12,43.2
2,"Qu_met_out_1.9",44.6972,"2","Qu_met_out",24,46.1
2,"Qu_met_out_1.10",44.7536,"2","Qu_met_out",36,46.2
2,"Qu_met_out_1.11",44.7546,"2","Qu_met_out",48,46.2
3,"Ccpt_out_1.1",0.109235,"3","Ccpt_out",0.25,0.0951
3,"Ccpt_out_1.2",0.195802,"3","Ccpt_out",0.5,0.199
3,"Ccpt_out_1.3",0.315156,"3","Ccpt_out",1,0.252
3,"Ccpt_out_1.4",0.411339,"3","Ccpt_out",2,0.419
3,"Ccpt_out_1.5",0.360883,"3","Ccpt_out",4,0.331
3,"Ccpt_out_1.6",0.24638,"3","Ccpt_out",6,0.3
3,"Ccpt_out_1.7",0.154546,"3","Ccpt_out",8,0.138
3,"Ccpt_out_1.8",0.0556704,"3","Ccpt_out",12,0.0663
3,"Ccpt_out_1.9",0.00228923,"3","Ccpt_out",24,0.00196
3,"Ccpt_out_1.10",9.28064e-05,"3","Ccpt_out",36,7.53e-05
3,"Ccpt_out_1.11",3.73866e-06,"3","Ccpt_out",48,3.41e-06
3,"Cmet_out_1.1",0.00253717,"3","Cmet_out",0.25,0.00226
3,"Cmet_out_1.2",0.00897994,"3","Cmet_out",0.5,0.00715
3,"Cmet_out_1.3",0.0281542,"3","Cmet_out",1,0.0204
3,"Cmet_out_1.4",0.0695385,"3","Cmet_out",2,0.0698
3,"Cmet_out_1.5",0.108264,"3","Cmet_out",4,0.134
3,"Cmet_out_1.6",0.0975878,"3","Cmet_out",6,0.111
3,"Cmet_out_1.7",0.0715655,"3","Cmet_out",8,0.0606
3,"Cmet_out_1.8",0.0298551,"3","Cmet_out",12,0.0305
3,"Cmet_out_1.9",0.00132348,"3","Cmet_out",24,0.00106
3,"Cmet_out_1.10",5.3792e-05,"3","Cmet_out",36,6.78e-05
3,"Cmet_out_1.11",2.16713e-06,"3","Cmet_out",48,2.2e-06
3,"Qu_out_1.1",0.09448,"3","Qu_out",0.25,0.0945
3,"Qu_out_1.2",0.351609,"3","Qu_out",0.5,0.4
3,"Qu_out_1.3",1.22097,"3","Qu_out",1,1.34
3,"Qu_out_1.4",3.724,"3","Qu_out",2,3.48
3,"Qu_out_1.5",9.0578,"3","Qu_out",4,9.91
3,"Qu_out_1.6",13.1017,"3","Qu_out",6,13.4
3,"Qu_out_1.7",15.739,"3","Qu_out",8,16.9
3,"Qu_out_1.8",18.3364,"3","Qu_out",12,18.7
3,"Qu_out_1.9",19.6806,"3","Qu_out",24,20.2
3,"Qu_out_1.10",19.7354,"3","Qu_out",36,20.2
3,"Qu_out_1.11",19.7376,"3","Qu_out",48,20.3
3,"Q_fec_out_1.1",6.41942,"3","Q_fec_out",0.25,6.42
3,"Q_fec_out_1.2",11.9215,"3","Q_fec_out",0.5,11.5
3,"Q_fec_out_1.3",20.6792,"3","Q_fec_out",1,22.2
3,"Q_fec_out_1.4",31.8391,"3","Q_fec_out",2,33.6
3,"Q_fec_out_1.5",41.1127,"3","Q_fec_out",4,43.3
3,"Q_fec_out_1.6",43.813,"3","Q_fec_out",6,45.9
3,"Q_fec_out_1.7",44.5992,"3","Q_fec_out",8,46.9
3,"Q_fec_out_1.8",44.8947,"3","Q_fec_out",12,47.2
3,"Q_fec_out_1.9",44.9221,"3","Q_fec_out",24,47.2
3,"Q_fec_out_1.10",44.9221,"3","Q_fec_out",36,47.2
3,"Q_fec_out_1.11",44.9221,"3","Q_fec_out",48,47.2
3,"Qu_met_out_1.1",0.00818709,"3","Qu_met_out",0.25,0.00819
3,"Qu_met_out_1.2",0.0597932,"3","Qu_met_out",0.5,0.0769
3,"Qu_met_out_1.3",0.399805,"3","Qu_met_out",1,0.396
3,"Qu_met_out_1.4",2.25571,"3","Qu_met_out",2,2.51
3,"Qu_met_out_1.5",9.34878,"3","Qu_met_out",4,12.1
3,"Qu_met_out_1.6",17.2668,"3","Qu_met_out",6,23.8
3,"Qu_met_out_1.7",23.6398,"3","Qu_met_out",8,31.6
3,"Qu_met_out_1.8",30.9368,"3","Qu_met_out",12,37.9
3,"Qu_met_out_1.9",35.1539,"3","Qu_met_out",24,42.7
3,"Qu_met_out_1.10",35.3326,"3","Qu_met_out",36,42.9
3,"Qu_met_out_1.11",35.3399,"3","Qu_met_out",48,42.9
4,"Ccpt_out_1.1",0.125,"4","Ccpt_out",0.25,0.144
4,"Ccpt_out_1.2",0.222078,"4","Ccpt_out",0.5,0.229
4,"Ccpt_out_1.3",0.35078,"4","Ccpt_out",1,0.32
4,"Ccpt_out_1.4",0.439049,"4","Ccpt_out",2,0.347
4,"Ccpt_out_1.5",0.348458,"4","Ccpt_out",4,0.323
4,"Ccpt_out_1.6",0.210997,"4","Ccpt_out",6,0.171
4,"Ccpt_out_1.7",0.115429,"4","Ccpt_out",8,0.106
4,"Ccpt_out_1.8",0.0304643,"4","Ccpt_out",12,0.0368
4,"Ccpt_out_1.9",0.00043244,"4","Ccpt_out",24,0.000444
4,"Ccpt_out_1.10",5.8139e-06,"4","Ccpt_out",36,5.53e-06
4,"Ccpt_out_1.11",8.50252e-08,"4","Ccpt_out",48,1.08e-07
4,"Cmet_out_1.1",0.00217365,"4","Cmet_out",0.25,0.00195
4,"Cmet_out_1.2",0.00760946,"4","Cmet_out",0.5,0.00927
4,"Cmet_out_1.3",0.0233323,"4","Cmet_out",1,0.0233
4,"Cmet_out_1.4",0.0550114,"4","Cmet_out",2,0.0522
4,"Cmet_out_1.5",0.0774342,"4","Cmet_out",4,0.0845
4,"Cmet_out_1.6",0.0623828,"4","Cmet_out",6,0.0446
4,"Cmet_out_1.7",0.0404228,"4","Cmet_out",8,0.04
4,"Cmet_out_1.8",0.0127467,"4","Cmet_out",12,0.011
4,"Cmet_out_1.9",0.000205538,"4","Cmet_out",24,0.000292
4,"Cmet_out_1.10",2.79288e-06,"4","Cmet_out",36,2.25e-06
4,"Cmet_out_1.11",4.01528e-08,"4","Cmet_out",48,4.5e-08
4,"Qu_out_1.1",0.0929714,"4","Qu_out",0.25,0.093
4,"Qu_out_1.2",0.344035,"4","Qu_out",0.5,0.25
4,"Qu_out_1.3",1.18106,"4","Qu_out",1,1.3
4,"Qu_out_1.4",3.51946,"4","Qu_out",2,4.09
4,"Qu_out_1.5",8.17832,"4","Qu_out",4,9.92
4,"Qu_out_1.6",11.3503,"4","Qu_out",6,13.3
4,"Qu_out_1.7",13.1721,"4","Qu_out",8,15.5
4,"Qu_out_1.8",14.6439,"4","Qu_out",12,16.8
4,"Qu_out_1.9",15.1339,"4","Qu_out",24,17.2
4,"Qu_out_1.10",15.1406,"4","Qu_out",36,17.2
4,"Qu_out_1.11",15.1407,"4","Qu_out",48,17.2
4,"Q_fec_out_1.1",7.0585,"4","Q_fec_out",0.25,7.06
4,"Q_fec_out_1.2",13.1473,"4","Q_fec_out",0.5,14
4,"Q_fec_out_1.3",22.9306,"4","Q_fec_out",1,21.8
4,"Q_fec_out_1.4",35.6276,"4","Q_fec_out",2,37.3
4,"Q_fec_out_1.5",46.5509,"4","Q_fec_out",4,47.6
4,"Q_fec_out_1.6",49.9001,"4","Q_fec_out",6,50.6
4,"Q_fec_out_1.7",50.9271,"4","Q_fec_out",8,51.7
4,"Q_fec_out_1.8",51.3385,"4","Q_fec_out",12,52
4,"Q_fec_out_1.9",51.3811,"4","Q_fec_out",24,52
4,"Q_fec_out_1.10",51.3811,"4","Q_fec_out",36,52
4,"Q_fec_out_1.11",51.3811,"4","Q_fec_out",48,52
4,"Qu_met_out_1.1",0.0109574,"4","Qu_met_out",0.25,0.011
4,"Qu_met_out_1.2",0.079406,"4","Qu_met_out",0.5,0.0816
4,"Qu_met_out_1.3",0.522458,"4","Qu_met_out",1,0.487
4,"Qu_met_out_1.4",2.85663,"4","Qu_met_out",2,2.62
4,"Qu_met_out_1.5",11.1504,"4","Qu_met_out",4,10.6
4,"Qu_met_out_1.6",19.5117,"4","Qu_met_out",6,18.3
4,"Qu_met_out_1.7",25.506,"4","Qu_met_out",8,25.6
4,"Qu_met_out_1.8",31.2384,"4","Qu_met_out",12,29.7
4,"Qu_met_out_1.9",33.4445,"4","Qu_met_out",24,31.5
4,"Qu_met_out_1.10",33.4777,"4","Qu_met_out",36,31.6
4,"Qu_met_out_1.11",33.4781,"4","Qu_met_out",48,31.6
5,"Ccpt_out_1.1",0.126209,"5","Ccpt_out",0.25,0.148
5,"Ccpt_out_1.2",0.223842,"5","Ccpt_out",0.5,0.234
5,"Ccpt_out_1.3",0.352932,"5","Ccpt_out",1,0.392
5,"Ccpt_out_1.4",0.443029,"5","Ccpt_out",2,0.344
5,"Ccpt_out_1.5",0.36262,"5","Ccpt_out",4,0.34
5,"Ccpt_out_1.6",0.233254,"5","Ccpt_out",6,0.224
5,"Ccpt_out_1.7",0.138913,"5","Ccpt_out",8,0.147
5,"Ccpt_out_1.8",0.0457617,"5","Ccpt_out",12,0.0578
5,"Ccpt_out_1.9",0.00149098,"5","Ccpt_out",24,0.00136
5,"Ccpt_out_1.10",4.82465e-05,"5","Ccpt_out",36,5.04e-05
5,"Ccpt_out_1.11",1.57231e-06,"5","Ccpt_out",48,1.76e-06
5,"Cmet_out_1.1",0.00345721,"5","Cmet_out",0.25,0.00263
5,"Cmet_out_1.2",0.0121016,"5","Cmet_out",0.5,0.0113
5,"Cmet_out_1.3",0.037127,"5","Cmet_out",1,0.0545
5,"Cmet_out_1.4",0.0879166,"5","Cmet_out",2,0.097
5,"Cmet_out_1.5",0.126477,"5","Cmet_out",4,0.112
5,"Cmet_out_1.6",0.106115,"5","Cmet_out",6,0.112
5,"Cmet_out_1.7",0.0729534,"5","Cmet_out",8,0.0736
5,"Cmet_out_1.8",0.0272513,"5","Cmet_out",12,0.0269
5,"Cmet_out_1.9",0.000937183,"5","Cmet_out",24,0.00126
5,"Cmet_out_1.10",3.03612e-05,"5","Cmet_out",36,3.95e-05
5,"Cmet_out_1.11",9.89319e-07,"5","Cmet_out",48,1.05e-06
5,"Qu_out_1.1",0.117112,"5","Qu_out",0.25,0.117
5,"Qu_out_1.2",0.432825,"5","Qu_out",0.5,0.398
5,"Qu_out_1.3",1.48341,"5","Qu_out",1,1.39
5,"Qu_out_1.4",4.4189,"5","Qu_out",2,3.59
5,"Qu_out_1.5",10.3507,"5","Qu_out",4,10.8
5,"Qu_out_1.6",14.5724,"5","Qu_out",6,15.8
5,"Qu_out_1.7",17.177,"5","Qu_out",8,18.8
5,"Qu_out_1.8",19.5793,"5","Qu_out",12,22.2
5,"Qu_out_1.9",20.6882,"5","Qu_out",24,23.4
5,"Qu_out_1.10",20.7242,"5","Qu_out",36,23.5
5,"Qu_out_1.11",20.7253,"5","Qu_out",48,23.5
5,"Q_fec_out_1.1",6.43139,"5","Q_fec_out",0.25,6.43
5,"Q_fec_out_1.2",11.8503,"5","Q_fec_out",0.5,11.1
5,"Q_fec_out_1.3",20.2634,"5","Q_fec_out",1,19.8
5,"Q_fec_out_1.4",30.4763,"5","Q_fec_out",2,29.8
5,"Q_fec_out_1.5",38.219,"5","Q_fec_out",4,38.9
5,"Q_fec_out_1.6",40.1853,"5","Q_fec_out",6,41.2
5,"Q_fec_out_1.7",40.6847,"5","Q_fec_out",8,41.7
5,"Q_fec_out_1.8",40.8438,"5","Q_fec_out",12,41.9
5,"Q_fec_out_1.9",40.8547,"5","Q_fec_out",24,41.9
5,"Q_fec_out_1.10",40.8547,"5","Q_fec_out",36,41.9
5,"Q_fec_out_1.11",40.8547,"5","Q_fec_out",48,41.9
5,"Qu_met_out_1.1",0.0113278,"5","Qu_met_out",0.25,0.0113
5,"Qu_met_out_1.2",0.0820782,"5","Qu_met_out",0.5,0.0837
5,"Qu_met_out_1.3",0.540121,"5","Qu_met_out",1,0.707
5,"Qu_met_out_1.4",2.95888,"5","Qu_met_out",2,4.41
5,"Qu_met_out_1.5",11.66,"5","Qu_met_out",4,13.7
5,"Qu_met_out_1.6",20.6979,"5","Qu_met_out",6,27.2
5,"Qu_met_out_1.7",27.4999,"5","Qu_met_out",8,34.5
5,"Qu_met_out_1.8",34.6734,"5","Qu_met_out",12,42.5
5,"Qu_met_out_1.9",38.2952,"5","Qu_met_out",24,46.4
5,"Qu_met_out_1.10",38.4158,"5","Qu_met_out",36,46.5
5,"Qu_met_out_1.11",38.4198,"5","Qu_met_out",48,46.6
6,"Ccpt_out_1.1",0.136113,"6","Ccpt_out",0.25,0.148
6,"Ccpt_out_1.2",0.239667,"6","Ccpt_out",0.5,0.202
6,"Ccpt_out_1.3",0.372421,"6","Ccpt_out",1,0.32
6,"Ccpt_out_1.4",0.453917,"6","Ccpt_out",2,0.506
6,"Ccpt_out_1.5",0.349778,"6","Ccpt_out",4,0.455
6,"Ccpt_out_1.6",0.211537,"6","Ccpt_out",6,0.198
6,"Ccpt_out_1.7",0.118306,"6","Ccpt_out",8,0.0911
6,"Ccpt_out_1.8",0.0343009,"6","Ccpt_out",12,0.0306
6,"Ccpt_out_1.9",0.00075879,"6","Ccpt_out",24,0.000489
6,"Ccpt_out_1.10",1.66696e-05,"6","Ccpt_out",36,1.59e-05
6,"Ccpt_out_1.11",3.5411e-07,"6","Ccpt_out",48,3.33e-07
6,"Cmet_out_1.1",0.00359779,"6","Cmet_out",0.25,0.00595
6,"Cmet_out_1.2",0.0125394,"6","Cmet_out",0.5,0.0137
6,"Cmet_out_1.3",0.038133,"6","Cmet_out",1,0.0399
6,"Cmet_out_1.4",0.0886625,"6","Cmet_out",2,0.0946
6,"Cmet_out_1.5",0.12264,"6","Cmet_out",4,0.127
6,"Cmet_out_1.6",0.0985102,"6","Cmet_out",6,0.118
6,"Cmet_out_1.7",0.0645711,"6","Cmet_out",8,0.0617
6,"Cmet_out_1.8",0.0216777,"6","Cmet_out",12,0.0199
6,"Cmet_out_1.9",0.000515167,"6","Cmet_out",24,0.000575
6,"Cmet_out_1.10",1.13422e-05,"6","Cmet_out",36,1.2e-05
6,"Cmet_out_1.11",2.40981e-07,"6","Cmet_out",48,2.46e-07
6,"Qu_out_1.1",0.127533,"6","Qu_out",0.25,0.128
6,"Qu_out_1.2",0.469148,"6","Qu_out",0.5,0.342
6,"Qu_out_1.3",1.5934,"6","Qu_out",1,1.46
6,"Qu_out_1.4",4.66648,"6","Qu_out",2,3.61
6,"Qu_out_1.5",10.6149,"6","Qu_out",4,8.19
6,"Qu_out_1.6",14.6021,"6","Qu_out",6,12.3
6,"Qu_out_1.7",16.9146,"6","Qu_out",8,14.3
6,"Qu_out_1.8",18.872,"6","Qu_out",12,17.1
6,"Qu_out_1.9",19.6324,"6","Qu_out",24,17.7
6,"Qu_out_1.10",19.6491,"6","Qu_out",36,17.7
6,"Qu_out_1.11",19.6495,"6","Qu_out",48,17.7
6,"Q_fec_out_1.1",7.06276,"6","Q_fec_out",0.25,7.06
6,"Q_fec_out_1.2",12.9764,"6","Q_fec_out",0.5,14.1
6,"Q_fec_out_1.3",22.0737,"6","Q_fec_out",1,21.7
6,"Q_fec_out_1.4",32.9226,"6","Q_fec_out",2,33.9
6,"Q_fec_out_1.5",40.8753,"6","Q_fec_out",4,40.7
6,"Q_fec_out_1.6",42.7968,"6","Q_fec_out",6,42.7
6,"Q_fec_out_1.7",43.2608,"6","Q_fec_out",8,43.2
6,"Q_fec_out_1.8",43.3999,"6","Q_fec_out",12,43.3
6,"Q_fec_out_1.9",43.4085,"6","Q_fec_out",24,43.3
6,"Q_fec_out_1.10",43.4085,"6","Q_fec_out",36,43.3
6,"Q_fec_out_1.11",43.4085,"6","Q_fec_out",48,43.3
6,"Qu_met_out_1.1",0.0124032,"6","Qu_met_out",0.25,0.0124
6,"Qu_met_out_1.2",0.0895829,"6","Qu_met_out",0.5,0.0764
6,"Qu_met_out_1.3",0.585808,"6","Qu_met_out",1,0.408
6,"Qu_met_out_1.4",3.17009,"6","Qu_met_out",2,2.84
