"iter" "M_lnFgutabs.1." "M_lnkgutelim.1." "M_lnktot.1." "M_lnkufrac.1." "M_lnkumet.1." "M_lnVdist.1." "M_lnVdistmet.1." "SD_lnFgutabs.1." "SD_lnkgutelim.1." "SD_lnktot.1." "SD_lnkufrac.1." "SD_lnkumet.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "GSD_Ccpt.1." "GSD_Cmet.1." "GSD_Qu.1." "GSD_Q_fec.1." "GSD_Qu_met.1." "lnFgutabs.1.1." "lnkgutelim.1.1." "lnktot.1.1." "lnkufrac.1.1." "lnkumet.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnFgutabs.1.2." "lnkgutelim.1.2." "lnktot.1.2." "lnkufrac.1.2." "lnkumet.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnFgutabs.1.3." "lnkgutelim.1.3." "lnktot.1.3." "lnkufrac.1.3." "lnkumet.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnFgutabs.1.4." "lnkgutelim.1.4." "lnktot.1.4." "lnkufrac.1.4." "lnkumet.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnFgutabs.1.5." "lnkgutelim.1.5." "lnktot.1.5." "lnkufrac.1.5." "lnkumet.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnFgutabs.1.6." "lnkgutelim.1.6." "lnktot.1.6." "lnkufrac.1.6." "lnkumet.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnFgutabs.1.7." "lnkgutelim.1.7." "lnktot.1.7." "lnkufrac.1.7." "lnkumet.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnFgutabs.1.8." "lnkgutelim.1.8." "lnktot.1.8." "lnkufrac.1.8." "lnkumet.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "LnPrior" "LnData" "LnPosterior"
25650 -0.528501 -1.25716 -1.18905 -1.06194 -0.443345 -0.0190313 -0.0260575 0.119384 0.36118 0.177628 0.150976 0.208405 0.107775 0.0741351 1.19011 1.24346 1.11415 1.10323 1.10054 0.0377791 0.998667 -0.94188 1.63053 -0.789009 -1.37678 -1.21035 1.91478 1.26499 -1.27798 -1.39861 -0.761392 1.14065 1.16961 -0.0519578 -0.107729 0.632215 -1.31027 0.852016 -0.0788772 0.892213 -0.227036 -0.216833 -0.744113 -0.247124 -0.236709 1.0242 0.613335 -1.73488 0.248847 0.738871 0.252115 0.57687 -1.3363 0.847162 0.496631 -0.178109 -0.364069 -0.639879 -0.245349 0.478031 -0.311216 -0.95774 0.323593 0.316466 -0.418849 -0.43475 -0.654152 -2.07878 -2.17151 0.997199 2.20972 0.573302 -2.08131 0.849363 -1.50205 -78.69932 551.0634 472.3641
25400 -0.554671 -1.04194 -1.23426 -1.09027 -0.536421 -0.0797174 0.111957 0.13073 0.138877 0.239511 0.223885 0.174701 0.214978 0.227709 1.25455 1.23043 1.11184 1.10647 1.10593 0.0925381 0.986874 -0.495865 1.15139 -0.363739 -1.09905 -1.48128 1.96749 1.74696 -0.815853 -0.947598 -0.491285 0.581606 0.269963 0.119185 -1.95072 0.673619 -1.0562 0.649711 -0.052088 0.793837 0.12187 -1.58041 -0.377242 -0.0357665 -0.0478919 0.791916 -0.341346 -1.11142 -1.5306 0.786172 0.230912 1.50513 -0.119974 -0.33946 0.644507 -1.66329 -0.148359 -0.287163 0.665196 0.193244 -0.239558 -0.429444 -0.72185 0.436543 -0.149858 -0.463492 -0.0721582 -0.54357 -1.93734 0.584897 1.85458 0.3301 -1.69426 0.608069 -1.99674 -75.47801 548.1899 472.7119
27250 -0.568022 -1.22201 -1.30293 -1.07718 -0.534988 0.00645528 -0.0602214 0.157132 0.188155 0.29719 0.240441 0.158236 0.193503 0.188401 1.20523 1.22406 1.10948 1.10304 1.10749 0.43374 1.33529 -0.177636 0.944016 -0.728816 -1.07873 -0.195864 1.85722 1.81495 -0.418424 -1.03436 -0.20393 0.310144 0.697171 0.309502 -0.540491 0.792161 -1.16652 0.904567 -0.590398 1.86056 0.154851 -0.615436 -0.0495787 0.0828641 0.440434 0.712697 0.632469 -0.902099 -0.270412 0.891036 -0.0844009 1.0209 -1.49595 1.22066 0.493138 -0.610183 0.174977 0.0575518 0.979642 -0.0208614 -0.905943 -0.130568 -0.406207 0.626909 -0.331492 0.366009 -0.443641 -0.323449 -1.74449 1.85855 1.64617 0.513892 -1.7806 0.514266 -1.73972 -73.76115 550.2941 476.533
30650 -0.597114 -1.0795 -1.21056 -1.16921 -0.620766 0.0098991 -0.107219 0.136823 0.198174 0.243148 0.326378 0.274055 0.0900243 0.324617 1.18936 1.22459 1.10011 1.10088 1.12006 0.6747 0.968126 -0.615473 1.08408 -0.327991 -2.14881 0.258505 2.19266 0.993994 -0.874849 -0.362223 0.485683 -0.0405824 0.457431 0.435679 -1.46632 0.54128 -0.446285 1.13966 -0.948499 0.775557 0.364709 -1.2226 -0.412712 0.170584 0.0638107 0.612689 0.735848 -1.02549 -1.01266 0.691211 0.381474 1.53147 -1.1169 0.355471 0.733695 -1.13726 -0.154229 0.278085 0.87154 0.484549 -0.417063 -0.251741 -0.150133 0.2831 0.0998353 0.233172 -1.93478 -0.0210399 -1.67233 1.08928 1.66874 0.52724 -0.932641 1.59039 -0.269652 -74.87026 558.0934 483.2231
34850 -0.673429 -1.22051 -1.14963 -1.10147 -0.601862 0.000743913 0.00848872 0.122471 0.298279 0.217674 0.255261 0.128312 0.243747 0.0991706 1.18036 1.20572 1.11392 1.10556 1.11266 1.4595 0.974152 -0.956227 1.08618 -0.951674 -0.943182 -0.0943587 2.90492 1.45045 -1.11657 -0.97798 0.0139374 -0.145313 0.753075 1.08157 -0.64499 0.384198 -0.798457 2.69159 -0.198585 1.2217 1.06184 -0.181507 -0.78488 -0.0349318 0.0619551 0.535377 0.952934 -0.840088 0.15714 0.434219 0.214661 2.14136 -0.973569 0.459613 1.46731 -0.111391 -0.564739 0.0446926 1.3294 0.284077 -0.750061 0.188957 0.390509 0.034486 -0.207689 0.735638 -0.470203 -0.953816 -1.07761 1.19762 1.51894 0.381364 -2.06825 0.31252 -1.72416 -80.0241 551.3619 471.3378
32000 -0.657296 -1.05102 -1.16174 -1.13843 -0.492439 -0.0988131 -0.023236 0.138846 0.239739 0.215733 0.180247 0.208975 0.179182 0.142851 1.2057 1.20721 1.10056 1.1023 1.10355 0.94475 0.361501 -0.953057 1.78643 -0.126188 -0.52926 -1.38251 2.51181 1.09841 -1.08263 -0.98232 -0.765521 0.314975 0.377219 0.858045 -1.44693 0.385652 -0.778412 1.08814 -0.0141971 0.10514 0.724585 -1.05856 -0.684729 -0.0200933 -0.504519 0.861694 0.511765 -0.771438 -0.570515 0.521035 0.689299 1.42392 -0.693032 0.400363 1.40616 -1.09506 -0.510895 0.243414 0.256967 0.965181 -0.388755 0.239371 -0.356395 0.153782 -0.106498 -0.290819 0.439681 -0.131264 -1.12028 0.671464 1.62361 0.802819 -1.66649 1.50836 -1.61779 -73.26822 557.8309 484.5627
39500 -0.451038 -1.15208 -1.25627 -1.12053 -0.551345 0.0324447 -0.0727849 0.144254 0.213591 0.208146 0.173956 0.112797 0.09984 0.218975 1.24211 1.20024 1.11684 1.10389 1.10408 -0.431645 1.30865 -0.608226 1.65515 -0.9917 -0.980918 -0.177857 0.980218 1.7878 -0.879887 -1.14464 0.611383 1.47123 0.460345 -0.58691 -0.990562 0.871543 -1.24945 1.83899 -1.03367 0.992371 -0.63544 -0.400383 -0.297689 -0.197799 -0.569053 0.824744 0.789914 -2.01156 -0.447309 1.10464 0.501679 2.28128 -0.753612 0.492316 -0.0240022 -0.792562 -0.15306 -0.134921 0.493221 0.943729 0.590601 -1.00848 0.167192 0.611715 -0.0811335 -0.289001 -0.420839 0.0373299 -2.44675 0.75292 2.16732 0.865218 -2.42216 1.04624 -1.05591 -80.27504 546.6158 466.3408
36800 -0.534146 -1.1863 -1.19316 -1.11725 -0.364861 0.0417234 -0.229231 0.153588 0.130204 0.286696 0.146375 0.230266 0.162619 0.227671 1.20843 1.23383 1.10211 1.1001 1.13095 0.087159 1.62224 -0.617418 2.32619 -0.465226 -1.91706 -0.506997 1.48119 2.75837 -0.708006 -1.33459 -0.922835 -0.970731 0.892135 -0.0625107 -1.22013 0.374824 -1.58073 0.462506 -0.858196 1.28431 -0.457445 -0.432933 -0.462395 0.633134 -0.24963 -0.0401672 0.783318 -1.10643 -0.618913 0.524593 0.276314 -0.0889623 -1.80204 1.73126 0.161624 -0.817879 -0.264997 0.362669 -0.145885 0.186901 0.259299 -0.440608 0.402354 0.180733 -0.450779 -0.610875 -0.58806 0.468165 -1.69141 1.7534 1.37898 1.04178 -1.95386 0.652295 -0.893147 -79.79221 552.714 472.9218
45350 -0.590919 -1.04051 -1.13853 -1.07391 -0.61669 0.0267613 -0.1234 0.181173 0.262232 0.225582 0.296454 0.226896 0.11048 0.0807221 1.19695 1.24897 1.1069 1.10326 1.10388 0.446747 0.348064 -1.01987 0.879532 0.113984 -1.31566 -0.0473061 1.5511 0.734336 -1.20265 -0.573974 0.669494 -0.121167 0.256468 0.144229 -0.98441 0.310813 -0.701289 1.73137 -0.533304 1.76873 0.241585 -1.03047 -0.812055 -0.0476274 0.347809 0.244431 2.06629 -1.03249 -0.318434 0.353404 0.0873625 1.64328 -2.08379 0.247812 0.655376 -1.18989 -0.556141 -0.115956 0.85995 0.0779285 0.470519 -0.328832 -0.344796 0.0401508 -0.0351825 0.669938 -0.785467 -1.95568 -1.21425 0.316808 1.48877 0.360805 -0.957106 0.617874 -1.05774 -73.16695 550.9534 477.7864
44700 -0.659458 -1.17796 -1.06408 -1.07212 -0.509623 0.00250338 -0.130932 0.208623 0.256801 0.203841 0.203531 0.223789 0.117987 0.19995 1.19 1.21328 1.10025 1.10375 1.11062 0.743053 0.978095 -1.42348 1.23508 -0.606 -1.55968 -0.540492 1.65034 2.14619 -1.79485 -1.07354 -0.64533 0.351746 1.54319 0.630549 -0.842506 -0.0588211 -1.04808 1.59158 -0.314765 0.746034 0.511462 -0.246509 -1.27888 -0.269119 -0.231948 -0.151405 1.19857 -0.364336 -0.319762 0.153129 0.329507 1.05811 -1.76565 0.737728 0.729126 -0.512169 -0.97671 0.0273344 0.796368 0.552033 -0.826904 0.0037329 0.0993311 -0.310383 0.0408423 0.799288 -0.511437 -1.53346 -0.75919 0.984159 1.25877 0.469382 -1.41301 0.947032 -1.30485 -75.55805 557.7729 482.2149
34500 -0.535424 -1.28717 -1.13165 -1.04144 -0.353405 -0.0944631 -0.0649067 0.174862 0.264457 0.34538 0.133739 0.237608 0.203576 0.124156 1.23001 1.23113 1.10665 1.10427 1.10972 0.0901163 1.39467 -0.640073 1.09358 -1.59301 -0.837185 0.563954 1.30916 1.94137 -0.837376 -1.89795 -0.91116 0.782057 1.19277 -0.0435485 -0.218126 0.190877 -2.00589 0.540037 0.35426 1.1132 -0.300511 -0.0899101 -0.49576 -0.171833 -0.649741 0.738747 0.415518 -1.03148 -0.0481063 0.255948 0.597929 0.476003 -0.452277 1.13238 0.385162 0.00592472 -0.385919 -0.298308 -0.447408 0.742339 -0.417789 -0.457107 0.667714 -0.036178 -0.644437 -0.780515 0.0792817 -0.90912 -1.53224 1.37931 0.937663 0.641424 -2.07477 1.21458 -1.65216 -74.61173 551.0918 476.4801
32850 -0.603425 -1.17812 -1.18181 -1.14829 -0.527708 -0.178437 0.0388215 0.128633 0.198622 0.232098 0.204114 0.135894 0.132893 0.234526 1.19759 1.2588 1.13243 1.10078 1.10814 0.490148 1.24371 -0.828356 1.71915 -0.304144 -0.335899 -1.34345 2.39928 1.96014 -1.03282 -0.773627 -0.953643 1.19992 0.840746 0.498972 -1.04887 0.467361 -0.607997 2.37076 0.840459 0.282232 0.455078 -0.613973 -0.576301 -0.0279319 -0.320862 1.91902 -0.184814 -1.05103 -0.0937354 0.645126 0.642694 1.47013 -0.807902 0.0642958 0.826292 -0.25205 -0.36847 0.13728 0.390985 1.64541 -0.190146 0.0201739 -0.0252086 0.255587 0.0990868 -0.494446 0.637381 -0.759646 -1.55794 1.2626 1.61531 0.765312 -2.26902 1.5134 -1.81458 -80.50197 553.4201 472.9181
50000 -0.525099 -1.11079 -1.17657 -1.042 -0.444694 -0.0377548 -0.184917 0.179871 0.154991 0.190286 0.212541 0.314176 0.152278 0.304283 1.18104 1.24094 1.11069 1.1059 1.1187 0.263816 1.0255 -0.982385 0.579752 -1.05182 -0.230517 1.27252 1.1884 1.63965 -1.40646 -0.971285 -0.151752 1.6202 0.815443 -0.15902 -2.11166 0.575738 -1.03806 0.946972 0.101688 0.811204 -0.327585 -1.05396 -0.824721 0.0218295 0.00761558 0.745208 0.0967729 -1.06393 -0.326449 0.638927 -0.220455 0.135035 -0.953176 1.49573 -0.0186699 -0.587352 -0.450226 -0.255062 0.402186 0.371453 -0.527249 -0.562154 -0.0122076 0.213641 -0.159746 0.114326 -0.601718 -0.368231 -1.50681 0.976522 1.97875 0.331485 -1.15365 1.23786 -0.438647 -71.88248 538.1645 466.282
25350 -0.581255 -1.10394 -1.23698 -1.141 -0.530621 0.0959517 -0.0109163 0.133051 0.29568 0.170699 0.15901 0.172694 0.155363 0.181462 1.2015 1.26027 1.11351 1.10146 1.10965 0.479185 0.688194 -0.728179 1.91401 -1.16084 -1.72734 0.240845 2.10739 1.20053 -1.08455 -1.21854 -0.412759 -0.218157 1.33629 0.306104 -0.938445 0.877608 -0.843836 2.18521 -1.15002 0.354457 0.11364 -0.571196 -0.494974 0.569064 0.434662 0.0939031 0.36048 -0.986812 -0.630428 1.18508 0.42982 1.52283 -2.07404 1.10572 0.757375 -0.656539 -0.00481074 0.0357027 0.51543 -0.887362 -0.637599 -0.329963 -0.32911 0.664321 -0.114908 -0.216734 -0.641625 -0.435612 -1.59035 0.567095 2.50043 0.821953 -1.8593 0.486044 -1.81903 -79.76188 554.3074 474.5456
27500 -0.562905 -1.0491 -1.28763 -1.00343 -0.481734 0.00625959 0.0335557 0.217226 0.215414 0.251356 0.183531 0.145578 0.174113 0.150224 1.23408 1.22902 1.10963 1.10049 1.11358 0.141438 0.572319 -0.292285 0.838385 -0.611987 -0.599428 -1.01987 1.21428 1.28232 -0.511008 -1.7686 -0.78141 0.197944 -0.129357 0.0820921 -0.973813 0.809731 -1.72058 0.694989 -0.14216 1.3563 0.0522313 -1.01565 -0.158178 -0.496323 -0.638024 0.0725647 0.158491 -0.871795 -0.577729 0.931867 -0.225673 0.925543 -1.03987 1.00895 0.41329 -0.847775 0.0817419 -0.75878 -0.172121 -0.0115185 -0.33216 -0.289824 -0.326378 0.522359 -0.697113 -0.204583 -0.271449 -1.23786 -1.01155 0.148973 1.96441 0.159427 -2.67833 0.670433 -0.851054 -70.04043 549.6769 479.6365
45100 -0.539183 -1.09878 -1.17832 -1.14484 -0.593748 -0.03401 -0.0435151 0.162367 0.234508 0.312067 0.143028 0.341191 0.203654 0.123554 1.18102 1.2429 1.11672 1.10282 1.1062 0.241512 0.742768 -0.611142 2.1565 0.0540171 -0.809378 -0.424725 1.47291 0.933777 -0.764402 -0.923693 0.236576 0.795982 1.77291 -0.0903054 -1.11716 0.267636 -1.17245 1.2526 0.222381 1.58188 0.00704519 -0.650877 -0.417005 -0.243677 0.0030136 0.631335 1.70527 -1.38417 -0.254697 0.461613 0.931976 0.889434 -1.37277 0.21675 0.406588 -0.970675 -0.327741 0.29922 0.677903 0.639443 -0.789728 -0.664873 0.154828 0.121184 0.271609 0.221796 0.198618 -0.651242 -1.53772 0.897686 1.16081 1.15797 -0.842447 1.27001 -0.533523 -72.59314 548.9527 476.3596
37200 -0.61663 -1.10834 -1.19347 -1.18157 -0.613453 -0.048167 0.0284672 0.165693 0.155366 0.140008 0.191527 0.190179 0.164589 0.21992 1.18461 1.23525 1.10069 1.10294 1.11083 0.797271 0.382303 -1.0583 1.56279 -0.0509442 -1.023 -1.01506 1.93945 2.22736 -1.62899 -0.748336 0.0640384 0.808543 0.547937 0.533956 -2.23977 0.966825 -0.619435 1.87383 0.0449795 -0.0299805 0.519957 -1.02403 -0.998623 0.0792579 -0.0930367 1.12454 0.341166 -0.768022 -0.541218 1.04697 0.827269 1.81214 -0.915097 0.00409651 0.813138 -1.63876 -0.538538 0.351419 1.29602 1.05388 -0.868481 -0.0654564 -0.388891 0.47635 0.1361 0.320821 -0.296128 -0.962168 -1.08825 0.845144 2.70547 1.04338 -1.0444 1.31404 -1.61946 -81.07947 559.0645 477.985
38050 -0.408929 -1.01391 -1.22972 -1.07016 -0.487684 -0.0604953 0.00321094 0.221609 0.20651 0.19813 0.165703 0.250978 0.188015 0.118502 1.20182 1.22175 1.11221 1.10304 1.11494 -0.536476 0.528628 -0.582296 1.43008 -0.749552 -1.25629 -1.23535 0.499698 0.975501 -0.911527 -1.66035 -0.390926 0.454734 1.58651 -0.527324 -1.72947 0.789118 -1.71904 0.768375 -0.213756 0.710512 -0.487405 -1.5243 -0.396129 -0.295595 -0.346144 0.640525 1.30325 -1.60202 -0.74534 0.910052 0.124707 0.964609 -1.17661 0.462104 -0.323657 -1.60362 -0.192357 0.434214 0.188299 0.51766 -1.4751 -0.942085 -0.592446 0.519747 -0.491634 -0.465222 -0.170662 -0.11151 -1.74796 0.116918 2.10798 0.579446 -1.44055 1.32514 -2.00803 -77.95922 553.1388 475.1796
