"iter" "M_lnFgutabs.1." "M_lnkgutelim.1." "M_lnktot.1." "M_lnkufrac.1." "M_lnkumet.1." "M_lnVdist.1." "M_lnVdistmet.1." "SD_lnFgutabs.1." "SD_lnkgutelim.1." "SD_lnktot.1." "SD_lnkufrac.1." "SD_lnkumet.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "GSD_Ccpt.1." "GSD_Cmet.1." "GSD_Qu.1." "GSD_Q_fec.1." "GSD_Qu_met.1." "lnFgutabs.1.1." "lnkgutelim.1.1." "lnktot.1.1." "lnkufrac.1.1." "lnkumet.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnFgutabs.1.2." "lnkgutelim.1.2." "lnktot.1.2." "lnkufrac.1.2." "lnkumet.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnFgutabs.1.3." "lnkgutelim.1.3." "lnktot.1.3." "lnkufrac.1.3." "lnkumet.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnFgutabs.1.4." "lnkgutelim.1.4." "lnktot.1.4." "lnkufrac.1.4." "lnkumet.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnFgutabs.1.5." "lnkgutelim.1.5." "lnktot.1.5." "lnkufrac.1.5." "lnkumet.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnFgutabs.1.6." "lnkgutelim.1.6." "lnktot.1.6." "lnkufrac.1.6." "lnkumet.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnFgutabs.1.7." "lnkgutelim.1.7." "lnktot.1.7." "lnkufrac.1.7." "lnkumet.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnFgutabs.1.8." "lnkgutelim.1.8." "lnktot.1.8." "lnkufrac.1.8." "lnkumet.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "LnPrior" "LnData" "LnPosterior"
40650 -0.45335 -1.23337 -1.16742 -1.22268 -0.543192 -0.0201176 -0.0859802 0.198496 0.147844 0.212273 0.14981 0.302649 0.0878095 0.128557 1.21124 1.19855 1.11086 1.10005 1.13662 -0.267388 2.09062 -0.863906 2.82821 -0.574946 -1.47969 0.130655 0.685755 3.67714 -1.14957 -0.424877 -0.459004 1.1921 2.08338 -0.473526 -1.18833 0.468735 -0.203483 1.33953 -0.692596 0.288303 -0.627814 0.0814223 -0.745453 1.11411 -0.0735724 0.852139 0.889905 -1.4615 -0.0560376 0.649204 1.36773 0.663147 -1.84708 1.52685 -0.0892919 -0.213297 -0.525576 0.89193 0.343884 1.85986 -0.463542 -0.762234 0.206939 0.216434 0.914437 0.0536612 -0.279861 -0.902319 -1.69909 2.14298 1.74915 1.74356 -1.01234 1.37724 -1.1452 -89.64025 554.9082 465.268
27650 -0.62857 -1.03095 -1.13036 -0.997266 -0.500212 0.00732389 -0.0412735 0.164881 0.204984 0.275828 0.204297 0.202497 0.106634 0.162929 1.18382 1.21999 1.11344 1.10602 1.10804 0.582536 0.411105 -0.849842 0.808116 -0.395433 -2.42036 -0.650552 2.0257 1.16209 -1.0635 -1.65677 -0.655754 0.760175 0.55519 0.498721 -1.6533 0.198388 -1.44473 1.44652 -1.34864 0.448555 0.377037 -1.1849 -0.694024 -0.505501 0.144642 0.288132 -0.100483 -0.714065 -0.698539 0.285346 -0.297494 0.838377 -1.49914 1.47208 0.835616 -1.15517 -0.4803 -0.465453 0.532768 0.594008 -1.15855 0.111727 -0.409991 -0.0093938 -0.741431 -0.366227 -0.46992 -0.254455 -1.29097 0.948933 1.12038 0.239059 -1.62768 1.89031 -1.04015 -76.24181 557.5472 481.3054
28800 -0.59946 -1.17771 -1.09339 -1.01632 -0.504192 -0.071972 -0.104777 0.133187 0.191745 0.279592 0.169069 0.170183 0.23352 0.192239 1.18631 1.22482 1.11058 1.10231 1.12339 0.492339 1.77988 -0.988519 0.928054 -0.693303 -0.747282 -0.324171 2.20184 2.45332 -1.16316 -1.88165 -0.898061 0.566239 1.1318 0.435384 -0.860249 0.0396793 -1.74897 1.14353 0.138714 1.06359 0.417177 -0.0722817 -0.866076 -0.629601 -0.296273 0.874663 0.547324 -0.967685 -0.174699 0.168949 -0.146028 0.69325 -0.449186 1.57925 0.879016 -0.807739 -0.609225 -0.564823 0.649688 0.351543 -0.0636622 -0.111948 0.32183 -0.0966773 -0.812457 -0.64529 -0.509954 0.365026 -1.73577 1.71061 1.06533 0.0945231 -2.17243 0.723101 -0.800592 -77.08735 556.5548 479.4674
32500 -0.480469 -1.06246 -1.08972 -1.03375 -0.622432 -0.0575513 -0.126772 0.244931 0.209112 0.165927 0.124506 0.226043 0.133944 0.301047 1.20728 1.25346 1.10075 1.10662 1.13266 -0.0719219 0.343742 -1.65725 1.50032 0.0756124 -1.19717 0.244504 0.688467 1.67211 -1.95114 -2.06069 -0.236824 0.537855 0.897597 -0.128565 -1.41747 0.0768161 -2.39361 1.24803 1.04711 1.07576 -0.360978 -1.21612 -1.30525 -0.40285 0.508953 0.464719 0.0641876 -0.917766 -0.794285 0.280037 -0.0654788 1.30628 -0.915235 0.702061 0.0812334 -1.1493 -1.08323 -0.935168 1.10018 1.15621 -0.223331 -0.5958 -0.681227 -0.27204 -1.01375 0.433308 -0.611071 0.226014 -1.40356 0.629342 1.83936 0.659952 -1.1204 0.808262 -0.490199 -78.02485 547.4193 469.3944
48400 -0.625237 -1.197 -1.22999 -1.10233 -0.509127 -0.091524 -0.109196 0.311228 0.226077 0.188658 0.190368 0.18347 0.0765327 0.246693 1.23377 1.25659 1.12813 1.10145 1.12659 0.339679 1.05669 -0.754037 1.55027 -0.704375 -0.653356 -0.147092 1.04353 1.97435 -0.965718 -1.24996 -0.802013 0.543759 1.42016 0.234308 -0.58366 0.787466 -0.949953 0.939187 0.342428 0.63199 0.1507 -0.518273 -0.378986 0.244666 -0.0597811 1.26864 0.204127 -0.430035 -0.0927706 0.980547 0.745224 1.07093 -0.830167 1.09981 0.456944 -0.470442 -0.182383 -0.0231516 0.57358 1.70569 -0.123586 -0.0409136 0.159554 0.468263 0.454743 0.174109 0.477003 -0.180495 -0.607616 1.11227 2.23119 0.705668 -1.85669 1.8723 -0.305686 -72.38534 539.9053 467.52
31500 -0.528717 -1.15044 -1.04491 -1.0961 -0.492374 -0.023292 -0.0681983 0.165389 0.163137 0.228642 0.181632 0.221597 0.145912 0.248556 1.21063 1.192 1.10386 1.10109 1.10677 0.00654462 0.69022 -1.38493 1.6873 -0.322565 -0.475589 -1.02823 1.35755 2.10516 -1.60815 -1.23433 -0.391837 -0.270544 0.704277 -0.116609 -1.5101 -0.103617 -1.01234 1.26067 0.431394 0.626217 -0.150459 -0.43963 -1.26242 -0.0427123 -0.405728 0.791848 0.769497 -1.274 -0.484124 -0.0284959 0.0250272 1.37629 -0.771167 -0.0263594 0.277643 -0.855994 -1.02233 -0.0445294 0.508242 0.471588 -0.267389 -0.666619 0.273857 -0.446216 -0.177168 -0.128515 0.0208231 0.0300611 -1.81159 1.53441 1.09311 0.478759 -1.68094 0.168618 -0.997075 -71.90339 549.426 477.5226
37050 -0.541779 -1.18797 -1.22115 -1.01093 -0.473063 -0.0682265 -0.0214841 0.147524 0.257726 0.225691 0.224179 0.187151 0.173975 0.152481 1.242 1.18916 1.10196 1.10119 1.11135 0.176339 0.900992 -0.635693 0.712675 -0.738853 -0.698917 -1.14443 1.63205 1.61661 -0.837115 -1.3924 -0.682664 0.217747 1.15153 0.0148284 -0.714973 0.594792 -1.26351 1.25815 0.285641 0.411713 -0.00812333 -0.36257 -0.389684 -0.513206 -0.434464 0.303792 0.761576 -1.1837 -0.289246 0.861988 0.00896679 0.669443 -0.74927 1.18973 0.356079 -0.472461 -0.180592 -0.322608 0.743952 0.823382 -1.5875 -0.501417 0.0569989 0.388447 -0.691242 -0.715336 -0.550564 0.000790817 -1.88333 1.1759 1.89881 0.271467 -2.05424 0.876297 -1.93414 -73.32468 559.185 485.8603
26100 -0.582246 -1.25755 -1.09879 -0.881133 -0.407702 -0.0763926 -0.153627 0.212365 0.301352 0.168596 0.21239 0.187844 0.113544 0.163467 1.19481 1.23949 1.11067 1.1 1.13743 0.471498 0.898916 -1.53075 -0.0710449 -1.59791 -1.03227 1.20931 1.29166 1.47519 -1.91858 -1.90109 -0.597864 0.806923 1.24619 0.221282 -0.54878 0.171845 -2.11465 0.92497 0.698076 0.80416 0.075407 -0.0691168 -1.14695 -1.0211 -0.51571 0.76279 0.0623592 -0.853394 0.284497 0.329768 -0.593994 0.472783 -1.01345 0.544321 0.474114 -0.123924 -0.890267 -1.34465 -0.631839 -0.0122209 0.270141 -0.252214 0.331162 -0.144764 -1.06453 -0.435939 0.134038 -0.120199 -1.14472 1.16018 1.71158 -0.294034 -2.16038 1.56976 -0.617663 -76.2851 546.1223 469.8372
32550 -0.581063 -1.05001 -1.23767 -1.08094 -0.55606 -0.0231861 0.0124597 0.167411 0.154167 0.16679 0.190315 0.137742 0.213927 0.156584 1.18961 1.21288 1.1071 1.10092 1.12706 0.24203 0.629367 -0.716209 1.16835 -0.215865 -0.738264 -1.13005 1.68031 1.44698 -1.21503 -1.06211 0.188341 0.890428 0.565384 0.14012 -1.40113 0.799843 -1.24823 1.72231 -0.196027 1.79338 0.165844 -1.46965 -0.46969 -0.0121222 -0.426473 0.646451 -0.17461 -0.769695 -0.678773 1.23858 -0.105057 0.412606 -1.30228 1.53577 0.517468 -0.892581 -0.206631 -0.363153 0.568313 0.538401 -0.318371 -0.47249 0.248709 0.521641 -0.167237 0.262195 -0.127138 -1.66123 -1.3338 0.917414 2.60895 0.46366 -2.17379 0.85169 -1.90624 -77.26894 549.5402 472.2713
31950 -0.669379 -1.05999 -1.14454 -1.13931 -0.448644 -0.107553 0.0288124 0.150014 0.305082 0.210817 0.178683 0.183575 0.171874 0.279407 1.1883 1.20169 1.10651 1.10034 1.11886 1.17446 0.37584 -1.04959 1.58651 -1.26698 -0.177375 -0.524157 2.45682 0.78049 -1.35287 -0.973204 -0.486821 0.74068 0.279372 0.879088 -1.10549 0.364879 -0.698871 0.796336 0.14878 0.28999 0.713996 -0.80989 -0.805185 0.46325 -0.522621 1.18062 -0.0255697 -0.498481 -0.498198 0.534088 0.530336 0.834687 -0.834565 -0.0647213 1.27599 -0.774628 -0.541514 -0.00784058 0.119744 1.02901 -0.667594 0.296664 -0.321324 0.0552395 0.214929 -0.0290151 -0.109044 -1.22653 -1.1308 0.595978 1.57254 0.99153 -2.12189 1.41364 -1.26229 -73.14339 567.8785 494.7351
38700 -0.611443 -1.0465 -1.26461 -1.07709 -0.40181 0.0385193 0.147515 0.149858 0.171107 0.166549 0.121822 0.230191 0.293397 0.243117 1.20192 1.22225 1.11241 1.10093 1.10048 0.559449 0.788148 -0.593116 1.80462 -0.728522 -1.06772 -1.39189 1.98209 1.66457 -0.981388 -1.65027 -0.755183 0.238303 -0.0377261 0.487298 -1.11046 1.10753 -2.69338 -0.0678481 -0.496356 0.596186 0.392512 -1.05163 -0.263942 -0.297476 -0.892672 0.117955 0.042592 -0.7375 -1.25206 1.42592 0.276474 0.124009 -0.947099 -0.0354297 0.715771 -1.1083 -0.020433 -0.305841 0.00150979 0.113353 -1.4376 -0.11783 -0.419361 0.906817 -0.410536 -0.599125 -0.803505 -1.00528 -1.24596 0.490134 2.80875 0.523696 -1.92127 0.1733 -1.68091 -80.09942 556.6634 476.564
37650 -0.403925 -1.20288 -1.2249 -1.12672 -0.520802 -0.0337706 -0.193822 0.185708 0.370183 0.197494 0.149174 0.113365 0.104676 0.187405 1.17604 1.20446 1.11249 1.10076 1.12064 -0.738929 1.08149 -0.759552 1.49387 -0.576455 -0.832659 0.184347 0.525409 1.12946 -1.01142 -1.1193 0.332666 0.819342 0.844688 -0.56611 -0.468086 0.761504 -1.49163 1.31718 -0.766818 1.92044 -0.840139 -0.156828 -0.430802 0.289996 -0.116209 0.0287317 0.566345 -1.54731 0.0277461 0.956463 0.119684 1.23294 -1.28387 1.77528 -0.400253 -0.418314 -0.235031 0.162415 1.60443 1.23681 0.130641 -1.19071 0.149422 0.455867 -0.0499386 -0.28636 0.333574 0.653319 -2.10292 0.544644 2.2045 1.32099 -2.67605 1.43866 -0.484601 -79.17516 541.5414 462.3663
42950 -0.630233 -1.03789 -1.14098 -1.26839 -0.481393 -0.0943541 -0.0998248 0.139815 0.230254 0.183648 0.203307 0.16029 0.131449 0.20091 1.20978 1.22897 1.10639 1.10417 1.11434 0.757324 0.619445 -1.2059 1.99985 -0.786823 -1.36693 -0.240706 2.29248 1.33754 -1.5926 -0.101966 -0.377453 1.56515 0.681787 0.548501 -1.41079 0.360905 -0.258756 1.49664 -0.0920271 0.594018 0.520565 -0.653994 -1.04572 0.540583 -0.235172 1.40991 1.23184 -0.692717 -0.741046 0.532005 0.99843 1.0848 -1.53843 1.25166 1.05329 -1.41151 -0.637871 0.609586 0.614263 0.227353 -0.38844 0.123329 -0.550622 0.12255 0.644673 -0.400008 0.0203758 -0.151836 -1.10824 0.0876544 1.92894 1.37889 -2.26185 1.08859 -1.27207 -78.95546 556.7889 477.8335
48100 -0.569056 -1.20523 -1.25069 -1.16822 -0.482919 -0.0408873 -0.0684803 0.26155 0.287555 0.223882 0.164988 0.235941 0.208841 0.195842 1.19974 1.23119 1.10981 1.10053 1.11452 0.183739 1.07822 -0.53537 1.79217 -0.839326 -0.847086 0.173911 1.0364 1.48805 -0.77633 -1.2826 0.0508767 0.616808 0.913578 0.20294 -0.683493 0.829225 -0.957665 0.488229 0.00620255 1.29427 0.114586 -0.449577 -0.234106 0.470448 -0.405193 0.531283 1.30826 -0.479159 0.143765 0.864914 0.851979 0.366605 -0.109401 1.67936 0.181858 -0.256447 -0.0360072 0.191276 0.571705 0.0850104 -0.942664 -0.154173 0.0791288 0.508122 0.279755 -0.107456 0.21362 -0.281947 -0.893886 1.09124 1.99122 1.18836 -1.52227 1.12213 -0.893912 -69.6169 545.9264 476.3095
39600 -0.587597 -1.14184 -1.24758 -1.03357 -0.564522 0.0162978 0.0678162 0.117588 0.171526 0.169692 0.158761 0.190778 0.110715 0.162731 1.22262 1.22867 1.11555 1.10097 1.12483 0.655427 1.25638 -0.804073 1.25988 -0.444337 -1.51601 -1.39451 2.48175 1.50823 -1.09148 -1.36334 0.203099 0.657798 -0.171393 0.445785 -1.1029 0.949346 -2.17905 1.19673 -0.120606 0.997353 0.289337 -0.911017 -0.36166 -0.465478 -0.461404 0.689709 0.395513 -0.871195 -0.137818 1.14762 -0.337205 0.670748 -1.75312 1.56511 1.1821 -0.5611 -0.052656 -0.846219 -0.26774 1.43459 0.663873 -0.270528 -0.00453314 0.637949 -0.29238 0.0268392 -0.444125 -0.97967 -1.79317 1.35427 2.53581 0.385028 -1.53023 1.14371 -1.29734 -80.36881 545.3401 464.9713
43850 -0.591681 -1.06918 -1.07788 -1.07894 -0.489256 -0.0757817 -0.0339207 0.271111 0.337174 0.257932 0.137199 0.323637 0.143574 0.262848 1.22903 1.25546 1.10987 1.10017 1.11571 0.296539 0.393265 -1.10648 1.58196 -0.626008 -1.67317 0.0982656 1.0899 0.74635 -1.27105 -1.92606 -0.434079 0.240342 0.698835 0.17169 -0.828767 -0.0842633 -1.84902 0.882768 0.940332 0.369383 0.14792 -0.449863 -0.931951 -0.084646 -0.422822 1.38522 0.606235 -0.526946 -0.474597 0.185642 -0.0180854 0.323388 -1.36228 0.455784 0.411044 -0.94176 -0.617009 0.269374 0.470002 0.68191 -1.07163 -0.135898 -0.420646 -0.176965 -0.312079 0.130993 -1.10764 -0.832326 -0.841765 0.281421 1.09196 0.635006 -1.0026 1.53764 -1.27379 -72.06947 557.1903 485.1208
26750 -0.594874 -1.17015 -1.34713 -1.10217 -0.475715 0.0123159 -0.123314 0.202185 0.158919 0.244522 0.213769 0.141277 0.147986 0.16975 1.24551 1.24548 1.11212 1.10014 1.11605 0.444054 1.17856 -0.0123767 1.15656 -1.18182 -1.88109 -0.537096 1.33306 2.01059 -0.356186 -0.74904 1.06065 0.508959 -0.437485 -0.00280959 -0.766817 1.04616 -0.928979 2.16843 -1.19596 1.13165 0.133035 0.192907 0.0363454 0.0459659 -1.31834 0.967492 1.43393 -0.778322 0.299521 1.21864 0.236379 0.665656 -1.90879 1.19145 0.608397 -0.589172 0.333999 0.0131699 0.292471 0.305353 0.48746 -0.106028 -0.191838 0.86713 -0.0695895 -0.556376 -1.14802 -0.464118 -0.703705 0.770343 2.23281 0.632159 -2.58563 1.50723 -1.00078 -78.71638 534.6573 455.9409
27950 -0.589247 -0.953176 -1.23333 -1.12725 -0.504509 -0.0757778 -0.00801449 0.157716 0.207262 0.217969 0.307542 0.208185 0.125795 0.234654 1.19719 1.22191 1.10083 1.10143 1.13884 0.457634 0.0645995 -0.655033 1.05909 -0.557976 -0.197833 0.0214249 1.86472 0.611495 -0.796487 -0.622553 -0.0460121 0.26967 0.306666 0.168866 -1.65702 0.611967 -0.46225 1.26421 0.282288 0.488191 -0.00311113 -1.258 -0.441679 0.124609 -0.104384 -0.255537 0.226667 -0.845989 -1.3836 0.838438 0.30138 1.41539 -1.18481 0.188835 0.812116 -1.7156 -0.143136 -0.0989163 0.222662 1.14329 -0.0909224 -0.3881 -0.627824 0.424471 0.0293146 0.0520538 0.503405 -0.611246 -1.40742 -0.0160513 1.95569 0.635412 -1.56638 2.11403 -1.1235 -71.14011 546.4495 475.3094
32950 -0.587075 -1.22611 -1.16524 -1.21571 -0.503809 -0.061715 -0.085809 0.208622 0.227982 0.157859 0.249945 0.207559 0.0934171 0.142737 1.21523 1.2287 1.10608 1.10021 1.11453 0.478021 1.49517 -1.22292 1.2447 -1.04004 -1.09068 0.641125 1.31457 1.67797 -1.59458 -0.252844 -0.251535 0.073602 1.02457 0.236236 -0.491214 0.549857 -0.690323 0.796966 0.772415 1.97503 0.252186 -0.137116 -0.942515 0.171569 -0.0440406 1.24537 0.309 -0.825291 0.275837 0.665594 0.544087 0.955811 -1.51405 1.74134 0.573824 -0.233061 -0.796924 0.332057 0.412555 1.84458 -0.465367 -0.107491 -0.0605157 0.253963 0.258957 -0.240079 0.988552 -0.356127 -1.07832 1.60276 2.20033 0.935686 -1.87863 1.79397 -0.83328 -77.38631 539.0417 461.6554
25950 -0.59363 -1.16604 -1.10007 -1.06178 -0.573844 0.0142917 -0.0684868 0.261728 0.229254 0.169708 0.139274 0.146813 0.342401 0.178612 1.19037 1.23369 1.11103 1.10216 1.14335 0.164917 1.07871 -1.4318 1.34179 -1.05908 -0.96988 0.0256784 1.07832 1.69099 -1.88827 -1.64999 0.846399 -0.0673765 0.567774 0.144903 -0.987798 0.221063 -1.57561 1.48502 -0.261845 1.18276 0.21777 -0.662157 -1.33177 -0.492858 -0.0318873 0.516954 0.680268 -0.561559 -0.299403 0.43022 0.271313 1.32781 -1.03322 1.10389 0.380659 -0.740085 -0.899953 0.0844479 0.74384 0.173495 -0.187048 0.0358132 -0.160001 -0.198954 -0.76678 0.0878289 -0.232043 0.664964 -0.803712 1.08089 1.77498 0.566991 -1.88254 0.425298 -1.21032 -74.0648 550.2349 476.1701
34550 -0.639337 -1.25757 -1.11628 -1.13556 -0.391258 -0.0848085 -0.0336267 0.131744 0.203345 0.230481 0.120497 0.183938 0.208154 0.164459 1.17309 1.25729 1.10051 1.10042 1.10731 0.929069 1.40923 -0.992898 2.51307 -1.02722 -0.878205 -1.17458 2.65107 2.13752 -1.34021 -1.73467 -1.04378 0.488523 1.72645 0.580372 -0.291017 0.0960027 -1.34861 0.909239 0.692345 -0.243504 0.449072 0.110835 -0.866501 0.1812 -0.942063 0.785227 0.241816 -0.77208 0.458443 0.288004 0.612321 -0.0607445 -0.659723 0.35308 1.25752 -0.384039 -0.658632 0.382849 -0.0728926 0.806889 -0.970255 -0.0373575 0.390811 -0.0729144 -0.0869781 -0.812124 -0.436874 -0.576256 -1.20175 1.53583 1.39387 1.39335 -2.50767 1.17908 -2.01614 -82.35936 554.3504 471.991
37500 -0.608577 -0.899662 -1.22851 -1.14839 -0.461097 0.0154 -0.124057 0.205011 0.277419 0.13306 0.13516 0.188467 0.120239 0.281183 1.20801 1.21669 1.11594 1.10167 1.10762 0.543939 -0.291441 -0.936931 2.08374 -0.821609 -1.26484 -0.382724 1.51716 0.474626 -1.53553 -1.24021 -0.838086 -0.170133 1.07967 0.384897 -1.80152 1.09419 -1.36002 0.89826 -0.605143 1.02136 0.32361 -1.59085 -0.696094 0.641875 -0.397848 1.39853 0.558379 -0.687495 -0.909564 1.29173 1.2843 0.818226 -1.43716 0.773884 0.587085 -1.5908 -0.241944 0.20012 0.789396 0.918776 -0.334231 -0.118515 -1.01027 0.631611 0.079613 0.337672 -0.30749 -0.193025 -1.14719 0.3187 3.09457 1.31661 -2.1484 0.622806 -0.845763 -81.44705 550.7503 469.3033
26450 -0.591225 -1.21977 -1.20473 -1.28962 -0.646711 0.0438277 0.0132206 0.112455 0.185657 0.303777 0.199177 0.341957 0.160731 0.134717 1.18388 1.21919 1.10219 1.10447 1.11402 0.581756 1.43485 -0.498103 2.19389 0.246316 -1.54886 -1.05778 2.66119 2.18618 -0.714495 -0.123281 0.124597 -0.219029 0.30047 0.233387 -0.704243 0.451764 -0.136209 1.17617 -0.211277 0.336363 0.245826 -0.170263 -0.366111 1.14428 0.319578 0.361363 0.334781 -1.4383 0.0270133 0.545083 1.38943 0.99407 -1.84727 0.164516 1.11915 -0.710218 -0.196752 0.909396 0.694559 0.374025 -0.847313 -0.407919 0.643431 0.230219 0.760798 0.446232 -0.862401 -1.55569 -1.97546 1.56455 1.32789 1.48438 -0.525208 0.340027 -2.01038 -80.22675 564.5136 484.2869
46750 -0.584605 -1.03258 -1.22741 -1.01134 -0.581618 0.0469146 -0.0726233 0.112119 0.288117 0.303811 0.16436 0.352909 0.0769382 0.207881 1.21026 1.21217 1.10531 1.10019 1.12834 0.593324 0.3608 -0.453021 1.15475 -0.0786602 -1.43706 0.195103 2.5354 0.604311 -0.60387 -1.71025 0.0190171 -0.309411 0.590726 0.445301 -1.3246 0.463176 -1.34202 0.987927 -0.670323 0.595627 0.283471 -0.788272 -0.304444 -0.246603 0.173587 0.296297 0.264448 -1.22077 -0.714723 0.585052 -0.0790273 1.1688 -3.21053 0.387132 0.707028 -0.938244 -0.0876303 -0.0501772 0.890112 -0.201511 -1.53773 -0.344699 -0.495848 0.278148 -0.511126 0.565053 -0.931919 -1.30955 -2.05834 0.230111 1.43259 0.276681 -0.703496 -0.111101 -1.03033 -76.8699 554.628 477.7581
45950 -0.606075 -1.18975 -1.18377 -1.16673 -0.535652 -0.0497641 -0.18238 0.201748 0.245302 0.178039 0.32393 0.219295 0.0771664 0.249027 1.22058 1.27626 1.10537 1.10365 1.12372 0.454244 1.12721 -1.03817 1.03866 -0.309503 0.0853926 0.158611 1.47714 1.40513 -1.25064 -0.377855 -0.358649 0.340966 1.25842 0.273783 -0.484457 0.541928 -0.582566 1.29327 -0.32057 1.16706 0.223826 -0.328552 -0.701644 0.226614 -0.0615217 1.92177 0.599033 -0.542594 -0.722108 0.930754 0.344056 1.36276 -1.0882 0.915582 0.646997 -0.452807 -0.370447 0.266846 0.485791 0.575022 -0.00437091 -0.0580056 0.445879 0.238433 -0.0694143 -0.224989 -0.898029 0.737616 -0.9694 0.968663 2.1803 0.72365 -1.24664 1.38275 -0.865645 -70.79325 546.4722 475.6789
41600 -0.58655 -1.11564 -1.28435 -1.0613 -0.287218 -0.189387 -0.0861698 0.112257 0.18508 0.195862 0.152103 0.246421 0.0926078 0.12611 1.20709 1.24357 1.11787 1.10108 1.11487 0.776963 0.549318 -0.295812 1.37674 -1.36328 0.145713 -0.693282 2.52348 1.4886 -0.527645 -1.66596 -1.26671 2.20364 0.822075 0.180834 -1.23594 1.10932 -1.75322 -0.0656898 0.24483 1.09966 0.0567595 -0.650304 -0.138557 -0.237894 -0.886748 1.71346 0.142768 -1.39068 -0.535516 1.22954 0.0853146 0.226193 -1.01017 1.46789 1.04599 -0.881063 0.0861245 -0.267204 -0.594587 1.60661 -0.554664 -0.393978 0.1463 0.744838 -0.520858 -1.18019 1.52084 0.14947 -2.03065 1.16579 2.47345 0.646874 -2.42364 1.80305 -0.765808 -85.591 549.2644 463.6734
43600 -0.580126 -1.11522 -1.08289 -1.19352 -0.590591 0.0476021 -0.0641186 0.247259 0.282768 0.236951 0.174279 0.178753 0.105993 0.230161 1.17792 1.20512 1.10484 1.10134 1.12802 0.348116 0.43854 -1.16665 2.01244 -0.141477 -1.35696 0.0167564 1.09286 1.0378 -1.3978 -0.455631 -0.034921 -0.205462 0.513684 0.149843 -1.02327 0.0290959 -0.756704 1.46709 0.257927 1.23842 0.206086 -0.830665 -0.938323 0.438676 0.402429 0.193753 0.378296 -0.586784 -0.207739 0.117649 0.789377 1.27788 -2.1571 1.00021 0.364871 -0.744106 -0.739678 0.413225 1.14942 0.0801741 -0.509859 -0.279283 -0.0159966 -0.221352 0.751751 1.37345 -1.25095 -1.38606 -0.798698 0.510189 1.17519 1.43532 -1.36769 1.12465 -0.847737 -72.83418 556.4946 483.6605
32100 -0.650475 -1.07344 -1.1538 -1.12345 -0.528754 0.0191918 -0.000975028 0.124391 0.268561 0.205008 0.171627 0.17572 0.125648 0.163954 1.23601 1.23671 1.10534 1.10058 1.13692 1.13729 0.583073 -0.985871 1.5794 -0.723265 -2.26311 -0.518507 2.80399 1.15976 -1.26673 -1.26684 -0.53586 -0.320876 1.07213 0.702529 -1.0668 0.405947 -0.976176 1.70752 -0.561599 0.325583 0.726182 -0.777288 -0.811356 0.475978 -0.137416 1.06279 -0.018106 -0.878737 -0.445759 0.434873 0.200768 1.73942 -1.96085 -0.400467 1.34083 -1.14201 -0.524748 0.434706 0.271466 -0.179795 -0.869167 0.0121096 0.0239171 0.106633 0.20264 -0.195943 -0.299711 -1.84174 -1.21177 0.470203 1.69794 0.656982 -1.78361 0.64676 -1.5611 -79.79554 546.0036 466.208
41400 -0.594329 -1.20183 -1.15855 -1.14806 -0.520888 -0.00677712 -0.140615 0.165178 0.180015 0.175794 0.163889 0.169561 0.181255 0.0761886 1.20202 1.23255 1.1013 1.10005 1.13048 0.503081 1.25698 -1.06641 1.90946 -0.760837 -0.582785 -0.575275 1.69256 2.15693 -1.50123 -0.645553 0.590984 0.463367 1.14289 0.222666 -1.39393 0.429997 -0.655832 2.52783 -0.0950533 1.17739 0.073797 -0.401573 -0.838126 0.555141 -0.127204 0.209403 0.129877 -0.92033 -0.405709 0.766253 0.811551 1.50381 -1.39686 0.654057 0.543454 -0.658036 -0.599826 0.451047 0.941573 -0.0106912 -0.245688 0.171141 0.0272536 0.202055 -0.246829 0.00397219 -0.362045 -0.41858 -1.16479 1.23542 2.01738 1.1762 -1.85663 0.81905 -1.23202 -75.98597 552.8914 476.9054
40300 -0.569858 -0.950215 -1.12205 -1.06691 -0.461317 -0.0535558 -0.124033 0.174119 0.245019 0.19109 0.130093 0.212605 0.12492 0.203801 1.20944 1.21155 1.10287 1.10248 1.11659 0.472307 -0.170473 -1.1966 1.3823 -1.30955 -1.00492 0.702403 1.49062 0.885536 -1.61846 -1.55732 -0.669884 1.50378 1.03018 -0.058344 -1.92503 0.294908 -1.79752 1.34388 -0.261647 0.499638 -0.140362 -1.56912 -0.95575 0.221577 -0.0148489 0.789334 -0.434348 -1.02452 -0.882163 0.390732 0.287743 0.626265 -1.36587 1.51412 0.548801 -1.40921 -0.80764 -0.111072 0.36106 0.0994682 -0.355083 -0.236995 -0.939708 -0.0376128 -0.0805032 -0.0921428 -0.392588 -0.273336 -1.48047 0.115105 1.61421 1.08532 -1.73672 1.73693 -1.48011 -77.81327 550.9711 473.1579
