iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
500	-0.667193	-1.04726	-1.67893	-1.08784	-0.195093	0.0637775	-0.0459205	0.146178	0.185476	0.13175	0.193265	0.326664	0.215709	0.310339	1.17811	1.21039	1.11247	1.10026	1.13282	0.927174	0.548903	2.51026	1.21486	-1.40447	-1.33189	-0.500892	2.41765	1.66249	1.9561	-1.40578	-1.50309	-0.041606	0.822528	0.704698	-1.6638	4.39419	-1.14572	-0.00569589	-0.0458056	0.453254	0.705065	-1.1005	2.71487	-0.212368	-1.48979	-0.0784898	0.744481	-0.392742	-0.549695	4.71664	-0.204252	-0.594704	-1.15993	0.964207	1.11103	-0.792881	3.13836	-0.10279	-0.744173	0.0108004	0.00512041	0.510438	-0.887398	4.18947	-0.491164	-0.812565	-1.00476	-0.840791	-0.908624	0.482357	6.64713	0.596236	-1.91433	0.580617	-0.937609	-1.385134e+02	5.513893e+02	4.128759e+02
550	-0.656242	-1.06545	-1.63466	-1.10468	-0.178185	-0.044383	0.0193644	0.1529	0.165086	0.129935	0.183996	0.333623	0.136373	0.31402	1.19399	1.18617	1.10397	1.10365	1.10648	1.00925	0.222528	2.05801	1.30414	-1.41135	-0.992683	-0.407972	2.42967	1.44072	1.55153	-1.19689	-1.2972	1.01922	0.48298	0.849661	-2.26431	4.19522	-1.17747	-0.229532	0.114038	0.38995	0.728523	-1.18737	2.3412	0.215098	-1.16771	0.649408	-0.0335502	-0.429053	-1.12432	4.53286	0.132764	-0.459698	-1.2556	0.414337	1.15465	-1.10353	2.82326	0.02769	-0.948871	0.0531355	-0.245777	0.341973	-0.51811	3.92205	-0.088702	-1.28797	-0.045978	-0.376909	-1.08311	0.956259	6.4968	0.765041	-2.03331	1.06654	-0.973775	-1.319570e+02	5.562677e+02	4.243107e+02
600	-0.656966	-0.984911	-1.61118	-1.1692	-0.272606	0.0046021	0.0506537	0.150077	0.173211	0.129183	0.177748	0.334528	0.15943	0.183529	1.20034	1.21115	1.11989	1.10093	1.12081	1.09029	0.253167	1.88189	1.50561	-1.2171	-1.29281	-0.0358279	2.31983	0.705839	1.44957	-0.753915	-0.724325	-0.0546757	-0.170887	0.782952	-2.22013	4.11052	-1.02143	-0.0938171	0.186181	1.02105	0.589588	-1.21735	2.04268	0.494371	-0.899879	0.712666	-0.328992	-0.432794	-1.11531	4.36035	0.672511	-0.424242	-1.3255	1.45303	1.25291	-1.8181	2.58912	0.518468	-0.403015	0.227026	-0.66387	0.236957	-0.619391	3.67844	-0.149566	-1.02826	-0.343706	-0.443413	-0.958792	0.498173	6.14868	0.955701	-1.72185	0.988889	-1.94804	-1.255687e+02	5.544722e+02	4.289035e+02
650	-0.638194	-1.0229	-1.6013	-1.12977	-0.249621	-0.0339561	-0.0443533	0.151815	0.197776	0.128144	0.180197	0.380811	0.1075	0.178594	1.18808	1.21791	1.13209	1.10018	1.11227	0.802563	0.684352	1.73632	1.27227	-1.13409	-0.976278	0.128357	2.18814	0.881321	1.47439	-1.04899	-0.881633	0.477599	0.485489	0.837952	-1.81684	4.05377	-1.23201	-0.174272	0.102029	1.1554	0.57367	-1.46821	2.19052	-0.143979	-0.675479	1.11441	0.477239	-0.647478	-1.04059	4.44896	0.504345	-0.30125	-2.92473	1.16665	1.0574	-1.49723	2.6111	-0.043897	-0.513797	0.337558	-0.367138	-0.0303177	-0.666979	3.57015	0.150287	-0.604927	-0.394279	-1.05354	-1.1413	0.65977	6.16151	1.02075	-1.59094	2.08275	-1.29916	-1.284335e+02	5.596886e+02	4.312550e+02
700	-0.649499	-1.06409	-1.60762	-1.09952	-0.19635	-0.0483409	-0.107255	0.143275	0.178919	0.130012	0.254419	0.336278	0.120979	0.0751378	1.19982	1.24713	1.11088	1.10047	1.14204	0.958509	0.765158	1.85657	1.10699	-1.27052	-1.36534	-0.0468476	2.40541	0.972042	1.51021	-0.702858	-1.14667	1.0439	1.16053	0.578782	-1.35828	3.93277	-0.57879	-0.0751626	0.206057	2.16624	0.689257	-1.17805	2.16202	0.0353619	-0.962082	0.628934	1.30795	-0.452601	-0.823245	4.30104	0.0742264	-0.157149	-1.22758	2.53126	0.991124	-0.960615	2.52864	-0.0645089	-0.511746	1.61464	-0.99455	0.123248	-0.0919502	3.6254	-0.134654	-1.2767	0.213662	0.80267	-1.09548	0.422885	6.23107	0.678686	-1.91714	1.19244	-1.00966	-1.280667e+02	5.501700e+02	4.221033e+02
750	-0.622118	-1.06982	-1.61225	-1.12489	-0.172124	-0.0152456	-0.0412301	0.154624	0.230644	0.132054	0.308992	0.339263	0.163355	0.226258	1.20223	1.19562	1.10145	1.1025	1.13834	0.618557	0.708756	1.7773	1.07742	-1.20223	-1.31549	-0.387924	2.18482	1.13836	1.35954	-0.665953	-0.88013	0.721167	0.414509	0.647581	-1.31582	3.98254	-0.726205	-0.386587	-0.188592	1.61091	0.341265	-0.846613	2.29016	0.121011	-1.11355	0.0943445	0.61806	-0.608451	-0.457225	4.24516	0.0798486	-0.684713	-1.26581	1.32353	0.750563	-0.983058	2.63006	0.203082	-0.460032	0.395992	-1.15546	0.000563163	-0.352054	3.68162	-0.081596	-1.09511	-0.579807	-0.545085	-1.42572	0.643937	6.1149	0.573276	-1.98988	0.98885	-1.26702	-1.220966e+02	5.597382e+02	4.376415e+02
800	-0.619721	-1.06709	-1.60083	-1.15697	-0.277307	-0.047438	-0.0415749	0.143741	0.254252	0.134413	0.301273	0.291647	0.176615	0.107847	1.20669	1.24318	1.11201	1.1032	1.12126	0.6932	0.77114	1.57736	1.19596	-1.36846	-0.847989	-0.223245	2.11666	1.14069	1.39226	-0.477055	-0.670238	0.482375	-0.0771482	0.542005	-1.42742	3.99591	-0.616726	0.16687	0.00463149	0.880273	0.388414	-0.765927	2.14985	0.431855	-0.95031	0.676758	0.463238	-0.796178	-0.484608	4.23927	0.119782	-0.386771	-1.13698	2.61234	0.946627	-0.744287	2.37952	0.15995	-0.440425	0.995199	-0.901447	0.239162	-0.721308	3.52497	-0.0860177	-0.737268	-0.186488	0.34364	-1.44613	0.508962	5.98592	0.475027	-2.04722	1.38172	-1.30379	-1.197426e+02	5.438998e+02	4.241572e+02
850	-0.602669	-1.11939	-1.60125	-1.08228	-0.348878	-0.0953665	-0.0934368	0.131802	0.222893	0.138275	0.213891	0.256468	0.144259	0.151755	1.21253	1.22252	1.10249	1.10651	1.10327	0.460112	1.08691	1.81534	1.09258	-1.21561	-1.19625	0.225712	2.3095	1.11456	1.28649	-0.731795	-0.709664	0.873216	1.28608	0.306343	-1.13265	3.809	-1.083	0.790718	0.225884	1.03755	0.338018	-0.335727	1.94508	-0.150481	-0.734165	1.69714	1.32149	-1.08104	-0.275001	4.0498	0.309033	-0.0191168	-1.82759	1.29521	0.930797	-1.07259	2.52868	-0.0884786	0.175117	0.687046	-1.54976	-0.121721	-0.192634	3.36567	-0.376037	-0.701061	0.130582	-0.633017	-1.44474	0.655056	5.80113	0.470557	-1.81283	1.11603	-1.1104	-1.177867e+02	5.553620e+02	4.375753e+02
900	-0.589336	-1.04374	-1.6118	-1.0525	-0.26733	-0.0799953	-0.119691	0.126311	0.232901	0.145942	0.154214	0.259938	0.16568	0.285496	1.21229	1.22549	1.11113	1.10055	1.12202	0.241652	0.571278	1.77754	1.39794	-1.04393	-1.19767	-0.913329	2.31086	1.26348	1.23627	-1.82951	-1.46122	0.681445	1.36091	0.454407	-1.65858	3.65895	-1.78809	0.492505	0.0113139	0.623475	0.383184	-1.08148	1.92373	-0.396121	-1.0948	1.307	0.673879	-1.30214	-0.983421	4.01799	0.322957	0.298248	-0.867219	-0.0873501	0.733963	-0.946912	2.28187	-0.231487	-0.344453	0.980699	-0.392632	-0.348016	-0.512874	3.13101	-0.185739	-0.477707	0.657723	-0.308057	-1.83686	0.774645	5.5692	0.321642	-2.37294	0.65825	-0.250749	-1.167107e+02	5.572512e+02	4.405405e+02
950	-0.608001	-1.11829	-1.60048	-1.02255	-0.314064	0.177923	-0.094362	0.113851	0.216052	0.149329	0.132815	0.219651	0.158343	0.184556	1.18799	1.22822	1.10572	1.10409	1.10433	0.959097	0.767944	1.57314	1.38993	-1.55568	-1.83808	-0.104206	2.85494	1.3873	1.10717	-2.37067	-1.28029	-0.795551	1.17285	0.496008	-1.52406	3.49036	-1.82441	0.831992	-0.932217	0.262141	0.453062	-0.669684	1.85933	-0.240678	-0.997655	-0.568153	0.664536	-1.21272	-0.557639	3.79881	0.0961525	0.21374	-2.67846	1.05368	0.984656	-1.14312	2.29228	-0.480114	0.251677	-0.591511	-1.16525	-0.263872	0.0630021	3.04648	-0.539616	-0.416465	-1.42769	-0.220279	-1.88693	0.909916	5.34586	0.586368	-2.41977	-0.302795	-0.734521	-1.206165e+02	5.564872e+02	4.358707e+02
1000	-0.630841	-1.08557	-1.59747	-1.07654	-0.392074	0.0193707	-0.095729	0.0976451	0.206895	0.145972	0.085229	0.205619	0.199803	0.204105	1.18905	1.20253	1.10119	1.10033	1.12952	1.12046	-0.00777289	1.65733	2.87218	-1.14697	-1.53484	-0.478235	3.36094	1.06738	1.14812	-2.27327	-0.596572	0.803933	0.513257	0.583935	-1.56751	3.55747	-2.21662	0.931184	-0.275301	0.360244	0.623015	-0.781472	1.96362	0.0593687	-0.711683	0.0751739	0.742488	-1.05551	-0.739479	3.77613	0.225243	0.628967	-0.949258	0.752898	1.36476	-1.06549	2.35551	-0.213295	-0.066549	-0.773984	-0.506302	0.0823696	-0.516496	3.32376	-0.655413	-0.382025	-1.03709	-0.486288	-1.74174	0.648212	5.42119	0.184192	-2.08081	0.764069	-0.793291	-1.200009e+02	5.465461e+02	4.265452e+02
1050	-0.626731	-1.12731	-1.58523	-1.09387	-0.480574	0.0371999	0.0311255	0.0961891	0.166308	0.14767	0.113499	0.203826	0.196076	0.180772	1.19499	1.20017	1.11458	1.10221	1.10363	1.14734	1.14701	1.55796	1.96301	-1.27694	-0.803259	-0.292339	3.25561	2.37079	1.10793	-2.42166	-0.90028	0.396518	1.07535	0.915248	-1.65588	3.44268	-1.56565	1.26612	-0.817215	0.0997125	0.670088	-0.880413	1.75028	0.202594	-0.0857615	0.645777	-0.525904	-1.03697	-0.534909	3.73543	0.630005	0.50539	-1.57083	0.641217	1.73358	-1.56745	2.23431	-0.286152	0.0923352	0.133399	-0.518251	0.397136	-0.135645	3.12493	-0.179449	-0.620518	-0.660074	-0.198831	-1.69977	0.992526	5.23734	0.813708	-1.65918	0.78437	-1.73892	-1.188070e+02	5.575867e+02	4.387797e+02
1100	-0.640664	-1.09169	-1.5823	-1.12592	-0.497876	-0.0305772	-0.0927699	0.108723	0.185827	0.145653	0.114488	0.195568	0.11103	0.119118	1.19544	1.24674	1.1165	1.10171	1.13085	1.232	1.12825	1.56682	2.20721	-0.931982	-1.13437	0.476569	3.23948	1.577	0.991836	-1.83886	-0.513819	0.642214	1.75414	0.973635	-1.53584	3.39085	-1.45596	1.19093	0.35848	1.8392	0.789629	-0.923291	1.73868	0.545596	0.0417198	1.92285	-0.588512	-0.904377	-0.774909	3.65642	0.482783	1.01885	-1.72349	2.03767	1.34079	-1.2851	2.17573	-0.00119495	0.642391	1.30783	-1.23001	0.0937257	-0.141501	3.01095	-0.240217	0.00878166	-0.185789	-0.761402	-1.11621	0.793172	5.32839	0.972264	-1.91377	1.69056	-0.309809	-1.214428e+02	5.535669e+02	4.321240e+02
1150	-0.645597	-1.14366	-1.55189	-1.13302	-0.478888	-0.0110574	-0.0816208	0.113776	0.27183	0.142867	0.0850946	0.172638	0.175605	0.154203	1.19246	1.23717	1.1121	1.1078	1.13213	1.04265	0.837817	1.32811	3.00518	-1.20515	-1.13103	0.454322	2.86146	1.26686	0.977575	-2.2274	-0.697079	0.186887	0.891091	0.570047	-0.740802	3.41843	-1.21146	1.77267	-0.480523	0.264588	0.636145	-0.424242	1.53511	0.649245	-0.386996	0.855685	0.985137	-0.590506	-0.457841	3.50901	1.38777	0.836718	-0.716723	1.58786	1.75527	-0.637504	1.98021	-0.26902	-0.0381997	0.840068	0.245254	0.477817	-0.00814873	2.86028	-0.198645	-0.913099	0.242192	0.858101	-1.58512	0.740663	5.24904	1.65116	-2.17527	0.926118	-1.35016	-1.150723e+02	5.481750e+02	4.331028e+02
1200	-0.628747	-1.15564	-1.5566	-1.12087	-0.453509	0.0107539	-0.0800651	0.119738	0.164494	0.14558	0.100616	0.207701	0.181495	0.170418	1.22704	1.20069	1.12008	1.10008	1.13785	0.954244	1.29089	1.29752	2.85883	-0.384072	-0.918996	-0.351681	2.69074	2.14108	0.996693	-1.79453	-0.831329	0.63287	1.55758	0.874987	-1.11114	3.2508	-1.45949	0.760089	0.491206	1.2127	0.258739	-0.479512	1.62601	-0.251265	-0.483565	-0.0995594	0.552102	-0.859164	-0.21806	3.4951	0.277395	0.415476	-1.24823	1.25767	1.06423	-0.433142	2.00545	0.708435	-0.406012	0.414395	0.185866	0.102996	-0.0816501	2.95735	0.137815	-0.582379	-0.264388	-0.0200467	-1.28275	1.16625	5.2317	0.758673	-2.01438	1.05743	-0.329647	-1.092347e+02	5.393630e+02	4.301282e+02
1250	-0.632254	-1.12961	-1.5235	-1.14123	-0.474098	0.037174	-0.162263	0.122838	0.195824	0.141683	0.1186	0.183792	0.135087	0.249185	1.19481	1.25001	1.10401	1.10353	1.14584	0.683278	1.2973	1.0109	2.47876	-0.288032	-1.62701	-0.68165	2.71119	1.65699	0.769155	-1.21208	-0.655027	0.610498	1.13804	0.733944	-0.989203	3.11267	-1.84722	0.758833	-0.586293	1.82922	0.716273	-0.428975	1.39783	0.860071	-1.09393	0.378703	1.01148	-0.705156	-0.211331	3.39007	0.447247	0.474097	-2.25211	1.53751	1.25677	-1.13518	1.98178	0.364038	0.416037	-0.735122	-0.435954	0.462788	-0.415179	2.75145	-0.214282	-0.154222	0.0434904	0.375291	-1.39499	0.99834	5.09303	1.06641	-1.85664	1.00087	-0.714056	-1.098368e+02	5.465059e+02	4.366691e+02
1300	-0.607585	-1.09509	-1.536	-1.11825	-0.493565	-0.0286445	-0.0360789	0.108183	0.157406	0.152827	0.111027	0.157834	0.12876	0.138331	1.20005	1.23064	1.10118	1.10117	1.11748	0.788109	0.654104	1.04475	2.75641	-0.0268149	-1.07267	-1.5022	2.7447	2.164	0.691882	-1.55407	-0.412599	1.13671	0.983627	0.569398	-1.85287	2.97651	-1.59462	0.932707	-0.347963	1.81312	0.266181	-0.898453	1.3691	0.276058	-0.0149026	0.425486	0.432795	-0.88414	-0.857494	3.1309	0.61283	1.80131	-0.254325	0.622154	0.918778	-0.850475	1.73423	0.0910404	0.818128	0.981752	-0.643289	0.182377	-0.803604	2.7396	-0.246978	0.101071	-0.875813	-0.464444	-1.49206	0.775244	4.80679	1.16617	-2.3064	1.28489	-1.05648	-1.077709e+02	5.520326e+02	4.442617e+02
