iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
7750	-0.607214	-1.05189	-1.44043	-1.11313	-0.622623	-0.021883	0.0434264	0.164547	0.177819	0.251188	0.116623	0.216599	0.105333	0.0656612	1.16816	1.22797	1.10712	1.1002	1.11611	0.580617	0.410653	0.342845	1.97712	-0.518328	-1.74393	-0.109817	1.73554	1.17463	0.0710271	-1.34915	0.399706	0.288716	1.32121	0.242961	-1.56293	1.47828	-1.46239	1.61741	-1.3511	1.63032	0.267858	-1.3099	0.404465	-0.0771718	0.849764	1.43184	0.802876	-0.859478	-0.797873	1.62687	0.326854	1.07229	-1.278	0.56062	0.708606	-1.17491	0.733074	0.221861	0.0167569	0.246368	-0.231807	-0.10699	-0.0187413	1.22884	-0.405633	-0.0181929	0.00598753	-0.795836	-1.01894	0.567891	2.55481	0.966815	-1.14313	1.52194	-0.847841	-7.888763e+01	5.323630e+02	4.534754e+02
7800	-0.565077	-1.08156	-1.44315	-1.0372	-0.563205	0.0205167	0.00420609	0.16669	0.190149	0.236603	0.130472	0.261989	0.148188	0.0710089	1.21737	1.22248	1.10603	1.10224	1.1029	0.33117	0.862336	0.344835	1.5127	-0.399109	-1.27808	-1.35683	1.55801	1.32308	0.137844	-1.69323	0.0229656	0.162556	0.74799	0.197785	-1.70016	1.48751	-2.3686	1.48884	0.372423	0.437097	0.0157692	-0.296341	0.42698	-0.293	0.101631	1.15777	0.620098	-1.23797	-0.31137	1.63083	0.148995	1.05109	-1.57903	-0.300802	0.753068	-1.17446	0.785686	-1.25488	0.254331	0.127972	-0.304048	-0.224409	-0.562758	1.32074	-1.02548	-0.209748	-1.29738	-0.436767	-1.50453	1.12115	2.67751	0.505823	-1.19677	0.422812	-1.95203	-8.087635e+01	5.472701e+02	4.663937e+02
7850	-0.588242	-1.12822	-1.45657	-1.03531	-0.496901	0.0465409	0.00149269	0.161704	0.221002	0.238759	0.129542	0.270371	0.105758	0.225891	1.20607	1.22659	1.10474	1.10255	1.15152	0.473004	1.00508	0.403122	1.24079	-0.857992	-1.97003	-0.185468	1.79721	1.57835	0.0528231	-1.90848	-0.00583666	0.624601	0.853943	0.166959	-1.42163	1.60381	-1.65968	1.26748	-0.37663	-0.125286	-0.0219405	-0.273906	0.579454	-0.458096	-0.163953	-0.0856352	0.00390708	-0.749304	-0.489665	1.71843	-0.405287	0.624611	-1.78183	1.02253	0.554858	-0.845898	0.785977	0.13857	0.417704	1.20921	-0.711493	-0.196188	0.206827	1.33906	-0.763698	-0.176437	-0.25507	-0.483348	-1.31895	0.868727	2.69528	0.503708	-1.25175	0.792999	-1.64133	-7.865584e+01	5.526465e+02	4.739907e+02
7900	-0.57712	-1.15933	-1.43824	-1.00196	-0.565849	0.0169053	-0.0203351	0.205545	0.258969	0.242028	0.178709	0.256817	0.313913	0.208689	1.20657	1.24849	1.1112	1.10222	1.12833	0.347279	0.671559	0.344013	1.03934	-0.260512	-0.595265	-0.477544	1.28412	1.53641	0.102173	-1.6735	0.106951	-0.0205792	0.932229	0.240369	-0.755086	1.41047	-1.7695	0.995285	0.142071	0.796076	0.0568179	-0.602681	0.513629	-0.293201	0.494304	0.0559152	-0.576465	-0.849011	-0.386176	1.71683	-0.112928	0.999394	-1.0985	-0.164126	0.581207	-0.758293	0.688606	-0.846308	0.638352	0.40633	-0.348383	-0.2356	0.0430339	1.27008	-0.807157	0.191932	-0.280017	-0.470432	-1.09708	0.912937	2.62072	0.0715934	-1.07221	0.383465	-1.66298	-7.291761e+01	5.601068e+02	4.871892e+02
7950	-0.582702	-1.18339	-1.43783	-0.95924	-0.570487	0.0166086	-0.0321047	0.221077	0.195669	0.26324	0.21127	0.379687	0.123527	0.139444	1.1868	1.23113	1.10245	1.10199	1.1315	0.298127	1.62514	0.203164	0.41147	-0.155427	-1.36562	-0.359563	1.19599	1.94882	0.0438322	-1.46274	0.243121	0.357263	0.0610083	0.0201922	-0.964298	1.39648	-1.49892	0.752873	-0.838501	0.193926	-0.181287	-0.458928	0.521159	-0.316076	0.362623	0.107618	-0.856229	-0.686403	-0.282076	1.47882	-0.323081	0.734984	-1.52287	-0.243342	0.472026	-0.525343	0.585324	-0.783704	0.426154	0.395211	-0.76587	-0.0677581	-0.316918	1.16145	-0.837678	0.0332044	0.0416142	-1.02318	-1.09342	1.21257	2.48252	0.0636942	-0.749015	0.0270825	-1.1495	-7.214461e+01	5.386242e+02	4.664796e+02
8000	-0.570294	-1.13652	-1.43784	-0.980157	-0.630495	-0.00302044	-0.0537301	0.194647	0.197094	0.246344	0.265794	0.3094	0.13016	0.145882	1.20874	1.24802	1.10785	1.10039	1.12717	0.355546	0.979814	0.332251	0.388359	-0.206901	-1.32077	0.311385	1.41338	1.64896	0.119913	-1.30795	0.0126637	-0.113593	1.39218	0.0437707	-1.19502	1.45192	-1.04815	1.46347	-0.767238	0.242435	0.0387043	-0.462995	0.36918	-0.23015	0.345899	1.44622	0.324274	-0.994384	-0.144067	1.57371	-0.218633	0.987191	-1.67811	0.667169	0.432351	-0.584492	0.7315	-0.598089	0.453212	0.704877	0.164369	-0.174008	0.0218652	1.21014	-0.602574	0.503092	-0.157141	-1.5102	-1.06916	0.784221	2.54063	0.22524	-0.643814	1.2584	-1.88747	-7.541382e+01	5.582455e+02	4.828317e+02
8050	-0.596335	-1.21796	-1.41347	-0.954632	-0.676141	0.049923	0.0208689	0.21326	0.198053	0.2448	0.312351	0.256778	0.14311	0.174181	1.21639	1.19659	1.1243	1.10439	1.12958	0.315936	1.32482	0.251318	0.469374	0.0513906	-2.0003	-0.594613	1.48776	1.88468	-0.049577	-1.19751	0.36159	0.171563	0.711547	0.126512	-0.69567	1.29714	-1.05992	1.68095	0.13737	0.3185	0.209403	0.0987081	0.335518	-0.419524	0.189294	0.658201	0.463213	-0.72073	-0.0943727	1.63636	-0.317766	0.94978	-2.89873	1.20712	0.540573	-0.299144	0.573047	-0.407057	0.997481	-0.0506278	-0.573222	0.01072	0.090888	1.13264	-0.587051	0.494313	-1.17959	-0.125444	-0.92929	1.57876	2.43981	-0.113555	-0.67643	1.11391	-1.41043	-7.775954e+01	5.496408e+02	4.718812e+02
8100	-0.590595	-1.2434	-1.42927	-1.03513	-0.742379	0.0247627	0.0407626	0.212831	0.187731	0.251088	0.315804	0.235611	0.0695133	0.147632	1.21362	1.20553	1.10496	1.10637	1.10753	0.369321	1.9177	0.208944	0.529365	0.223487	-1.50365	-0.0929827	1.4462	2.50687	0.0399958	-0.967324	0.191794	1.1866	1.15502	0.315891	-0.86375	1.38674	-0.954919	1.98187	-0.22344	0.589496	0.25692	-0.300986	0.383707	-0.0997093	1.00799	2.82206	0.357416	-0.689281	0.375925	1.46507	-0.169344	1.67374	-3.19421	0.578522	0.66256	-0.501433	0.628622	-0.298324	0.911695	0.228027	0.0731978	-0.194512	0.626615	1.13078	-0.258147	1.25376	-1.81782	-1.79019	-0.939151	1.61346	2.51099	0.24912	-0.399544	0.450476	-2.00944	-8.935065e+01	5.571681e+02	4.678174e+02
8150	-0.562874	-1.23678	-1.41361	-1.05664	-0.714515	-0.0337833	0.159677	0.214891	0.1716	0.250553	0.307109	0.298457	0.141401	0.254202	1.16201	1.21926	1.1035	1.10705	1.10611	0.3099	1.36169	0.260848	0.591355	0.087562	-1.4646	-0.56009	1.18073	2.78374	-0.0440847	-0.79975	0.326779	0.803925	-0.248212	0.226584	-0.795287	1.30198	-0.933463	1.43148	0.340257	0.137352	0.168444	-0.443889	0.430573	-0.173463	0.183972	0.772028	-0.0650988	-0.853691	0.231427	1.53782	0.00390596	1.2145	-1.70356	-0.26733	0.499594	-0.126764	0.530624	-0.425716	0.70819	1.17682	-0.410483	-0.407232	0.35356	1.14048	-0.136576	0.945128	-0.569374	-1.74643	-1.10469	1.83446	2.37764	0.182182	-0.389468	1.30293	-1.58837	-7.761087e+01	5.632167e+02	4.856058e+02
8200	-0.585025	-1.21961	-1.42073	-1.03235	-0.716356	0.0153719	0.0832751	0.203061	0.195558	0.244176	0.286972	0.24555	0.10644	0.117177	1.17486	1.23426	1.10965	1.10041	1.12441	0.299448	1.71663	0.262725	0.468364	0.00227804	-1.63329	-0.527461	1.32635	1.96715	-0.0254454	-0.952404	0.580853	0.261861	0.386619	0.213047	-0.579758	1.34379	-1.1471	1.86021	-0.220653	0.107163	0.126762	-0.0756268	0.405419	-0.206281	0.713012	0.436825	-0.296159	-0.533328	0.0832217	1.54428	-0.0652601	1.14052	-1.72321	1.23651	0.563808	-0.151447	0.6011	-0.540454	0.739436	0.754471	0.251242	-0.125629	1.00792	1.09109	-0.426903	0.637772	-0.637716	-1.01231	-1.00847	1.28914	2.56402	0.0865089	-0.5261	0.93489	-2.28221	-7.593444e+01	5.510965e+02	4.751620e+02
8250	-0.582542	-1.19968	-1.43445	-0.988858	-0.724555	-0.0647804	-0.0921527	0.196751	0.159838	0.260281	0.263561	0.252829	0.0994131	0.184508	1.21722	1.24061	1.10374	1.10634	1.12465	0.335657	1.43761	0.28064	0.474721	0.537625	-1.76562	-0.157142	1.3471	2.14751	0.0539358	-0.899923	0.723164	1.29688	0.16537	0.198333	-1.23293	1.3856	-1.2088	1.84724	0.40267	0.674345	0.154362	-0.49027	0.448604	-0.326282	0.903622	0.100369	0.513255	-0.911287	0.257025	1.46386	-0.00143434	1.58894	-1.74152	0.403234	0.455044	-1.27828	0.68464	-0.434934	1.9166	0.328475	-1.08552	-0.104192	0.658084	1.10256	-0.619485	0.510326	-0.0209336	0.462234	-1.05263	1.33891	2.46978	0.11846	-0.534649	1.20067	-0.604058	-7.798810e+01	5.473415e+02	4.693534e+02
8300	-0.592844	-1.23127	-1.44198	-0.930424	-0.712275	-0.0970986	-0.0260838	0.188473	0.169336	0.262277	0.223372	0.224752	0.15122	0.288964	1.19414	1.22758	1.1166	1.10058	1.11437	0.440813	1.77079	0.314803	0.412114	0.584117	-0.284628	-0.988481	1.53449	2.02152	0.0875466	-1.70817	1.08542	1.50056	0.167613	0.247258	-0.845321	1.38951	-1.72231	2.09922	0.211635	0.461623	0.146793	-0.700655	0.502001	-0.453537	1.11738	1.11309	-0.255573	-0.904235	0.116792	1.54863	-0.279862	2.03688	-1.52627	0.224746	0.448145	-0.656166	0.636494	-0.78114	1.83191	1.77513	-0.482779	-0.101887	0.330244	1.13485	-0.972446	0.857785	0.0208987	-0.161258	-1.05372	1.56836	2.41778	-0.0408702	-0.494847	2.41304	-1.32976	-8.555548e+01	5.511293e+02	4.655738e+02
8350	-0.576766	-1.17057	-1.41728	-0.995082	-0.664402	-0.0238241	-0.0174323	0.188605	0.258561	0.250594	0.163817	0.242141	0.113324	0.414123	1.20443	1.23597	1.10225	1.1014	1.12784	0.213863	1.17966	0.181703	1.05209	0.187885	-1.57223	-0.550462	1.459	1.15237	-0.0569206	-1.57938	0.881551	0.657783	0.126698	0.115558	-0.480213	1.3419	-1.82647	1.44773	-0.41439	0.276686	0.0205563	-0.361859	0.407328	-0.548546	0.602399	0.0303431	0.113276	-0.818029	-0.1672	1.53885	-0.313908	1.06441	-1.40503	0.519555	0.596725	-0.533329	0.598058	-0.797311	0.885697	0.97866	-0.14621	-0.361044	0.166474	1.04018	-0.317964	1.21234	-0.00126423	-0.578162	-1.17107	0.736572	2.44602	0.349606	-0.616045	1.59896	-0.7276	-7.450990e+01	5.542771e+02	4.797672e+02
8400	-0.612581	-1.08355	-1.4029	-1.10415	-0.634318	0.0149782	0.0267463	0.17478	0.233256	0.258074	0.140116	0.283187	0.191924	0.335939	1.19878	1.23006	1.10504	1.10115	1.10837	0.48225	0.535785	0.1439	2.21288	0.243029	-0.821109	-0.986502	1.7965	1.38023	-0.0423897	-2.02186	-0.032729	0.140281	0.939225	0.449385	-1.24505	1.20401	-1.1246	1.36319	-0.414764	0.595223	0.301873	-0.710402	0.303544	0.0626226	0.285731	0.720288	0.176083	-0.696314	-0.736338	1.42661	0.318598	1.16229	-1.33838	0.188231	0.663854	-0.925644	0.551243	0.198608	1.11743	-0.183995	-0.77906	-0.0943946	-0.242024	0.976274	-0.00618074	0.374524	-0.303946	-0.57338	-1.01691	0.588708	2.36066	0.793563	-0.804359	0.95698	-0.608408	-7.432379e+01	5.591869e+02	4.848631e+02
8450	-0.623322	-1.01007	-1.39966	-1.07382	-0.630806	0.0996116	0.0402487	0.17595	0.217697	0.26059	0.13597	0.217866	0.204427	0.128198	1.1966	1.23201	1.10612	1.10131	1.109	0.509672	0.521995	0.0775446	1.77837	0.0694664	-1.40964	-0.589408	1.8409	1.22117	-0.147261	-1.96974	-0.117205	-0.601516	0.684193	0.450099	-1.80917	1.17878	-1.81673	2.09429	-0.478923	-0.0144305	0.37699	-0.919835	0.306157	-0.539207	-0.145807	0.316737	1.06995	-0.695585	-1.0852	1.46125	0.0616842	1.18129	-2.28806	-0.179207	0.775381	-1.23635	0.538592	-0.0998357	0.73215	-0.425055	-1.49147	-0.121578	-0.30263	0.955131	-0.0592018	0.310456	-0.927386	-1.34708	-1.01384	0.538006	2.24494	0.651552	-1.01672	0.815228	-1.89356	-8.088064e+01	5.511308e+02	4.702502e+02
8500	-0.629591	-1.06204	-1.39418	-1.08589	-0.601734	0.00420349	-0.0203076	0.168622	0.220473	0.26517	0.110202	0.275974	0.122375	0.157728	1.22948	1.20558	1.10004	1.10024	1.1109	0.804204	0.24495	0.115798	1.98049	-0.262323	-1.18641	-0.0544877	2.0391	1.01615	-0.1954	-2.19329	0.43463	1.20014	0.482051	0.574958	-1.75122	1.19885	-1.84044	1.77889	-1.1267	-0.0133333	0.446884	-0.61677	0.292407	-0.449772	0.00666382	0.622121	0.300114	-0.621108	-0.988263	1.39926	0.477577	1.06017	-1.32227	-0.094585	0.805186	-1.11347	0.455581	-0.165176	0.805029	0.101006	-1.20355	0.172407	-0.604816	0.960008	-0.645579	0.432218	0.356209	-1.02765	-1.08803	0.399996	2.22982	1.15242	-0.898181	0.194803	-1.60481	-7.797123e+01	5.527684e+02	4.747971e+02
8550	-0.652203	-1.03473	-1.38857	-1.13814	-0.56502	0.03759	-0.09943	0.167054	0.19705	0.26899	0.133772	0.220469	0.246623	0.113727	1.20386	1.23155	1.11162	1.10336	1.11115	0.819717	0.496129	0.0628544	2.19409	-0.521676	-0.732466	-0.307013	2.04621	0.950529	-0.151264	-0.826094	0.604461	-0.0615255	0.777976	0.696931	-1.60876	1.09833	-1.50897	1.38618	0.0124342	1.57804	0.46356	-0.924251	0.255258	0.588092	0.0729363	-0.21287	0.563068	-0.647269	-0.488842	1.24827	0.413615	0.841192	-0.890594	1.75931	0.969764	-1.10026	0.429449	-0.107576	0.436896	0.428749	0.417961	0.15703	-0.319753	0.941485	0.121549	0.210178	-0.478093	-0.293726	-1.04841	0.851821	2.17784	1.54536	-1.20175	0.204808	-1.81388	-7.521652e+01	5.531898e+02	4.779733e+02
8600	-0.625624	-1.06143	-1.3859	-1.16481	-0.580838	0.0291843	0.00202321	0.194227	0.232649	0.262196	0.13601	0.28866	0.17212	0.137788	1.21449	1.25151	1.11769	1.10043	1.11881	0.450168	0.398292	0.22761	2.54369	-0.0950033	-1.87988	-1.82168	1.71459	1.33888	-0.245484	-1.27351	0.191338	1.397	1.20026	0.179899	-1.34159	1.21465	-0.872067	1.56848	-0.126881	-0.0578738	0.352172	-0.914024	0.251996	1.043	0.335408	-0.420387	-0.317887	-0.705686	-0.476851	1.32109	0.752716	0.54885	-1.57237	1.4711	0.775769	-0.909914	0.402595	0.0733564	0.541195	0.50382	-0.907811	0.00618724	-0.453409	0.999958	0.0547291	0.270629	-0.939875	-1.55268	-0.994069	0.73104	2.17181	1.20791	-0.967701	0.534153	-1.30105	-7.941567e+01	5.459004e+02	4.664848e+02
8650	-0.612853	-1.08596	-1.38895	-1.14876	-0.546279	-0.0319816	-0.141056	0.177724	0.268398	0.266429	0.146836	0.240989	0.0741992	0.211909	1.24944	1.20836	1.10134	1.10077	1.14485	0.641634	0.432237	0.144059	2.25878	-0.424431	-1.12839	-0.175992	1.78616	1.1381	-0.178431	-1.02019	-0.0707891	0.464653	1.18818	0.320955	-0.959681	1.13897	-0.764716	1.25851	0.655238	0.746218	0.279091	-0.741064	0.21908	0.661805	0.701571	1.37768	0.776427	-0.361689	-0.481527	1.29889	0.423059	0.642678	-1.71944	1.93336	0.616987	-0.932713	0.484053	0.449461	1.08704	0.461449	-0.303654	-0.13583	-0.0210688	0.959561	0.000758348	-0.0137663	-0.202877	-0.351743	-1.21994	0.574472	2.14579	1.1738	-1.12147	1.4407	-0.590745	-7.449955e+01	5.413838e+02	4.668842e+02
8700	-0.61357	-1.10466	-1.37613	-1.13323	-0.524199	0.000608614	-0.0545111	0.198837	0.284167	0.256061	0.130941	0.184322	0.133199	0.124411	1.19782	1.23616	1.11124	1.10231	1.11064	0.578721	0.654518	0.0743402	1.83002	-0.933071	-1.33999	0.430075	1.51175	0.896931	-0.156158	-1.13279	0.175594	0.081656	-0.110268	0.368349	-0.816544	1.16699	-1.23787	1.3225	-0.536942	1.70393	0.348585	-0.624198	0.28325	0.174025	-0.649375	0.363036	0.680671	-0.577927	-0.434096	1.30258	0.550284	1.35912	-1.63076	0.65323	0.778449	-0.768777	0.515274	0.217905	0.497475	0.430481	-0.624237	-0.029946	0.0808564	0.98871	-0.0230422	-0.838211	-0.491128	0.04348	-1.02791	0.714731	2.24642	0.94788	-1.84155	0.349708	-1.2576	-7.249252e+01	5.560627e+02	4.835702e+02
8750	-0.610454	-1.1016	-1.38419	-1.08315	-0.497786	0.00856075	-0.0807114	0.202423	0.21526	0.251941	0.119731	0.186982	0.110111	0.276702	1.19689	1.20665	1.10836	1.10065	1.1198	0.543072	1.05735	0.108493	1.51688	-1.69789	-1.56637	0.935702	1.40197	0.758069	-0.233271	-1.03704	0.343254	1.75824	-0.0293716	0.312472	-0.856712	1.11677	-1.74026	1.26597	-0.431654	0.824814	0.260604	-0.489614	0.224936	-0.0152446	-0.670698	0.905115	0.920017	-0.675825	-0.468039	1.35501	0.259647	1.02044	-1.70332	0.396262	0.548882	-1.02556	0.530131	0.000105687	0.740428	0.191342	-0.59954	-0.130742	-0.165475	0.96492	-0.423252	0.421481	-0.999584	-0.719271	-0.926629	0.417321	2.37596	0.796863	-1.76196	1.11752	-0.96192	-7.548349e+01	5.473304e+02	4.718469e+02
8800	-0.558666	-1.148	-1.38864	-1.06844	-0.529251	-0.0548937	-0.152566	0.176994	0.159719	0.245526	0.134818	0.209132	0.17836	0.247134	1.20319	1.19053	1.11216	1.10143	1.10878	0.342348	0.974073	0.108541	1.57404	-0.418917	-0.829896	0.396902	1.54367	1.85756	-0.103399	-1.89723	-0.3585	0.429224	1.52443	0.137555	-1.39974	1.26586	-1.76169	1.13205	0.10552	1.37596	0.117405	-0.669465	0.284187	-0.487019	-0.149055	0.532207	1.03151	-0.934111	-0.657353	1.47782	-0.0455489	0.918713	-0.764066	1.32825	0.574736	-1.14301	0.557328	-0.384204	0.372537	0.185818	0.0761358	-0.316907	-0.328042	1.03897	0.0818031	0.610972	-0.204004	-1.0789	-1.35268	1.58286	2.38388	0.617126	-1.49825	0.835896	-0.483614	-7.653405e+01	5.606468e+02	4.841128e+02
8850	-0.568523	-1.16035	-1.39488	-1.0425	-0.499651	-0.0997652	-0.0875086	0.161237	0.257732	0.255205	0.162933	0.232835	0.20647	0.164996	1.15709	1.26583	1.10113	1.10094	1.11053	0.232853	0.502926	0.169298	1.35983	-0.243355	-0.70818	-0.391837	1.6116	1.61357	-0.105266	-1.92795	-0.429758	0.674848	1.19992	0.260152	-0.954268	1.23916	-1.60912	1.4249	0.347836	0.582471	0.0859375	-0.400782	0.279265	-0.135498	-0.0830123	0.662657	0.959576	-1.21977	-0.119153	1.39721	0.0505371	1.07849	-0.580033	0.37172	0.401261	-0.598647	0.478169	-0.208747	1.26821	0.837041	-0.416362	-0.379158	-0.0523384	1.02907	-0.405713	-0.14821	0.292401	-0.502844	-1.577	1.30941	2.26428	0.306602	-1.54137	0.906933	-1.03392	-7.341992e+01	5.542625e+02	4.808426e+02
8900	-0.535955	-1.07943	-1.40826	-1.06932	-0.563451	-0.115546	-0.100111	0.180885	0.241817	0.267941	0.144325	0.198168	0.171948	0.173897	1.21001	1.21878	1.10434	1.10094	1.12799	0.0208867	0.401803	0.23959	1.68642	-0.313213	-0.573784	-0.209608	1.27105	1.31373	-0.11221	-1.76322	-0.04489	1.69282	1.65795	0.0230407	-1.15803	1.20194	-1.5995	1.30857	0.215013	1.07232	-0.102785	-0.782486	0.280433	-0.194874	-0.198259	0.815788	0.554328	-0.941433	-0.646874	1.4086	-0.042631	1.38747	-0.567272	1.2651	0.294563	-1.02484	0.531208	-0.0369797	0.468064	0.837638	0.379219	-0.46398	-0.317105	1.00695	-0.369139	0.101493	0.429122	-0.575124	-1.40186	0.299246	2.2395	0.77132	-1.38545	1.61279	-1.37936	-7.533121e+01	5.569489e+02	4.816177e+02
8950	-0.528984	-1.08584	-1.39168	-1.08693	-0.535713	-0.096176	-0.0727859	0.17403	0.207274	0.276377	0.175641	0.222442	0.109989	0.172575	1.22391	1.25464	1.10089	1.10037	1.12453	0.13359	0.53451	0.109277	1.49653	-0.464025	-0.719327	0.679102	1.25694	1.12595	-0.0636612	-1.28329	0.0503025	0.399081	0.547404	-0.19749	-1.59616	1.13499	-1.17338	1.98997	1.17691	-0.0424838	-0.288702	-0.642884	0.13706	-0.115558	-0.124298	2.28485	1.41387	-1.12628	-0.312815	1.25681	-0.0194334	0.334299	-0.263259	1.86676	0.165482	-1.04649	0.464846	0.247404	0.641762	0.780937	-0.621895	-0.531604	-0.235993	0.907464	-0.181647	0.223945	-0.0445097	-1.10908	-1.49654	0.59661	2.11899	0.438341	-1.55792	1.65437	-0.55981	-7.542065e+01	5.470698e+02	4.716491e+02
9000	-0.528402	-1.08532	-1.34492	-1.04489	-0.48526	-0.136005	-0.0973872	0.185124	0.27688	0.247858	0.116395	0.229184	0.142219	0.158332	1.194	1.24477	1.10858	1.10217	1.12184	-0.0776241	0.797568	0.0143512	1.83939	-0.754048	-0.349706	-0.470438	1.23761	0.92666	-0.299627	-2.28234	-0.365666	1.19996	1.36478	-0.0576351	-1.31409	1.12191	-2.22004	1.15272	0.022376	1.02393	-0.314374	-0.602667	0.173859	-0.335775	-0.302319	1.55712	0.163468	-1.30454	-0.303599	1.24271	0.0246507	0.418257	-0.870348	1.29174	0.19108	-0.74594	0.337882	0.111776	0.462959	1.37706	-0.602284	-0.5337	-0.0477466	0.780099	-0.650324	-0.21286	0.908662	-0.568015	-1.58214	0.5848	2.22032	0.825115	-1.63306	1.46281	-1.40734	-7.788106e+01	5.562957e+02	4.784147e+02
9050	-0.509167	-1.08615	-1.32975	-1.04479	-0.416127	-0.0888922	-0.0836723	0.172063	0.306494	0.245437	0.138849	0.270005	0.0800476	0.132923	1.19482	1.24665	1.10056	1.10175	1.11288	-0.12918	0.56618	-0.0532558	1.39592	-0.591609	-2.8596	-0.909333	1.26322	0.89444	-0.337963	-2.17378	-0.609361	0.944161	1.07592	-0.260439	-1.02761	1.00822	-1.84713	0.880804	0.607696	1.08929	-0.311406	-0.47859	0.00185937	-0.0362209	-0.354157	2.15613	0.614424	-0.985375	-0.700589	1.20313	0.183137	0.651372	-1.10867	0.49931	0.0996063	-0.646267	0.272782	-0.60234	0.00477621	0.744809	-0.0244672	-0.673475	-0.213783	0.80886	-0.304875	-0.0823961	-0.798753	-0.632708	-1.67666	0.678281	2.07642	0.319611	-1.66442	2.12795	-0.436887	-7.906933e+01	5.522718e+02	4.732025e+02
9100	-0.540487	-1.05581	-1.3509	-1.0169	-0.432954	0.0696189	-0.161032	0.183852	0.24328	0.258107	0.126255	0.238657	0.188768	0.117929	1.22946	1.21987	1.1125	1.10035	1.11022	0.0571955	0.601163	-0.0256714	1.52718	-0.853017	-1.74653	0.478266	1.29376	0.977617	-0.236681	-2.17839	-0.454423	-0.55572	2.20411	0.0231762	-1.26482	0.969157	-1.95661	1.09686	-0.427094	1.78515	-0.114237	-0.870031	0.0855783	-0.695786	-0.453406	0.390578	0.666546	-1.0324	-0.756235	1.17774	-0.0624093	0.754679	-1.55127	0.739164	0.245587	-0.91932	0.309623	-0.725221	0.368566	-0.402803	-0.0490486	-0.470016	-0.516748	0.917613	-0.756256	-0.481283	-0.981876	-0.886548	-1.47848	0.435965	2.15724	0.470276	-1.79874	0.138469	-1.92017	-7.915209e+01	5.583540e+02	4.792019e+02
9150	-0.546643	-0.968867	-1.34707	-1.07298	-0.397344	0.013562	-0.10154	0.149479	0.229962	0.27441	0.124515	0.233405	0.284367	0.210398	1.17772	1.22436	1.10998	1.10471	1.10026	0.241094	0.316113	-0.0550387	1.49736	-1.63826	-1.02106	0.604222	1.63719	0.489648	-0.223634	-1.28897	-0.606702	0.0169082	0.352215	0.0677144	-1.58161	0.978405	-2.24097	0.528009	-0.100633	0.927016	0.0460129	-1.25748	0.117693	-0.422088	-1.04087	0.208176	0.685549	-1.2127	-1.06337	1.12045	0.30181	0.198324	-1.12226	1.55405	0.476321	-1.5905	0.248128	0.0372394	0.160706	0.289669	-0.173396	-0.474826	-0.932303	0.786012	-0.231882	-0.353156	-0.269544	-0.599219	-1.73362	0.270709	1.9855	0.625222	-1.99712	0.5098	-0.826373	-7.536158e+01	5.587169e+02	4.833553e+02
