iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
500	-0.71223	-1.03968	-0.645035	-0.989251	-0.723834	-0.105441	0.00363132	0.142023	0.522221	0.347031	0.191037	0.375634	0.228342	0.219397	1.18272	1.2492	1.10128	1.109	1.14832	1.34454	0.196884	-2.00092	0.799926	0.0998632	-0.506959	-0.325591	2.88798	0.499667	-2.25686	-1.54845	0.432608	1.12791	0.87697	0.819454	-1.52521	-0.238913	-1.03584	1.69094	-1.63529	-0.385184	1.17956	-0.548128	-1.98408	-0.431672	0.42839	1.03169	0.180513	0.0438379	-0.493337	-1.11769	-0.167307	0.937419	-0.449447	1.13355	1.69875	-0.567724	-1.76933	-0.516396	0.780455	0.923229	-0.733579	0.634774	-0.130635	-1.41901	-0.631653	0.635431	0.187665	-0.458962	-0.614378	0.165405	-0.471729	0.0143055	-0.229561	1.38373	-1.50216	-8.636465e+01	5.168239e+02	4.304593e+02
550	-0.723352	-1.02682	-0.640515	-1.06848	-0.812949	0.0477023	-0.0756643	0.135259	0.54618	0.342059	0.166326	0.306952	0.212282	0.226786	1.21767	1.25088	  1.1	1.11006	1.13409	1.37681	0.123885	-2.07481	1.37854	0.378743	-1.56748	-0.48838	3.12103	0.557044	-2.27036	-1.56892	0.73569	0.427054	1.23918	0.828991	-1.47321	0.0922187	-0.987578	2.46815	-2.9195	-0.982506	1.22153	-0.497068	-1.96227	-0.220903	0.632257	0.533427	0.322	-0.195207	-0.293	-1.13998	-0.0471349	1.63931	-1.7928	0.725797	1.63357	-0.590358	-1.76628	-0.311994	1.72928	-0.702117	-0.311368	0.971436	-0.204008	-1.4591	-0.476887	0.768596	-0.0204764	-0.260194	-0.683115	0.207443	-0.504932	0.754132	-0.112145	1.08103	-1.30483	-9.575730e+01	5.079728e+02	4.122155e+02
600	-0.73274	-1.07004	-0.646918	-1.03793	-0.805635	-0.0168227	-0.111954	0.145575	0.55628	0.335617	0.178146	0.301755	0.15935	0.146186	1.20031	1.20895	1.10246	1.13647	1.12489	1.4803	0.307656	-2.1625	0.9597	0.5848	-1.36132	-0.249488	2.95445	0.583538	-2.31351	-1.54484	0.860844	0.337451	1.11433	1.00239	-1.48699	0.178519	-1.19045	2.08123	-3.17744	0.378819	1.37287	-0.520538	-2.04822	-0.346939	0.821609	0.69187	0.846607	0.135816	-0.410995	-1.17127	0.0378489	2.13429	-1.66516	0.769998	1.93175	-0.536233	-1.82975	-0.560581	1.1966	0.268685	-0.14142	0.527458	-0.0848885	-1.49694	-0.502598	1.25918	-0.39145	-0.281732	-0.579973	0.210198	-0.482157	0.499088	-0.105934	0.966181	-1.28675	-9.561501e+01	5.123948e+02	4.167798e+02
650	-0.741157	-1.06134	-0.625374	-0.989588	-0.811294	-0.0576696	-0.0938788	0.164067	0.568707	0.341198	0.166474	0.240629	0.221737	0.3427	1.21181	1.25958	1.1029	1.13767	1.1193	1.38587	0.208455	-2.12264	0.556113	0.543503	-0.216888	0.616418	2.62981	0.466404	-2.37061	-1.95935	1.17303	0.0787154	0.485381	0.975899	-1.46239	0.299575	-1.75094	2.6027	-2.75517	-0.00387766	1.14493	-0.43568	-2.00325	-0.625385	1.24019	0.288711	0.31112	0.0757684	-0.165964	-1.22046	-0.506197	1.65767	-0.559905	1.10899	1.65202	-0.556562	-1.843	-0.525947	1.51372	0.3893	-0.00392498	0.303554	-0.0842313	-1.52998	-0.641809	1.28703	-0.27994	-0.458738	-0.188296	-0.0734263	-0.429159	0.244283	-0.01851	0.858464	-1.11995	-9.344365e+01	4.987379e+02	4.052942e+02
700	-0.686788	-1.08547	-0.615388	-0.990597	-0.744023	-0.0214359	-0.146826	0.17727	0.572896	0.349113	0.202062	0.251327	0.242812	0.229727	1.20071	1.22101	1.11746	1.14425	1.10543	1.09519	-0.00757209	-2.08776	0.661512	0.617531	-0.565265	-0.707368	2.19235	0.64099	-2.25707	-1.85243	0.231754	0.371603	1.76453	0.618235	-1.43085	0.242222	-1.60003	2.19866	-2.24236	0.712687	1.1574	-0.654147	-1.97922	-0.466161	0.94147	0.577047	0.846978	-0.267357	-0.242736	-1.19594	-0.375146	1.87591	-0.712196	0.785124	1.28383	-0.512206	-1.81281	-0.762471	1.13538	0.268143	0.0583391	0.234933	-0.0961976	-1.44917	-0.555485	0.616005	-0.532329	0.383634	-0.750911	0.363511	-0.520878	0.00865084	-0.395448	0.452158	-0.88067	-8.819702e+01	5.091856e+02	4.209886e+02
750	-0.68285	-1.06936	-0.617222	-1.05531	-0.68354	-0.0207209	-0.224236	0.163966	0.53738	0.354736	0.157957	0.225887	0.306763	0.254953	1.21775	1.23517	1.11655	1.11142	1.12472	1.05392	0.137328	-2.06672	1.1341	0.105698	-0.851165	0.739308	2.30325	0.420323	-2.33504	-1.16296	0.89142	0.25094	0.993957	0.446755	-1.44079	0.0914639	-1.41623	2.20783	-1.90619	0.869059	0.905384	-0.382937	-1.96666	-0.465115	-0.187995	0.165286	1.66422	-0.334364	-0.19363	-1.22302	0.126832	1.51635	-0.664013	1.58611	1.28175	-0.580343	-1.80308	-0.456052	0.943063	0.0385	0.0402103	0.320416	-0.218784	-1.43916	-0.630517	0.934844	-0.0619539	-0.60698	-0.545543	0.192809	-0.500077	0.258509	-0.741469	0.214942	-0.438849	-8.580034e+01	5.074592e+02	4.216588e+02
800	-0.677181	-1.10239	-0.63007	-1.05307	-0.622269	-0.144406	-0.18331	0.152244	0.470835	0.351242	0.186869	0.25531	0.209186	0.15068	1.22545	1.24863	1.11734	1.11926	1.14976	0.889893	0.246757	-2.05939	1.20124	0.0565274	-0.534872	0.278112	2.30177	0.641096	-2.26647	-1.16852	0.497081	1.14524	1.17074	-0.0220915	-1.4269	0.313919	-1.16117	1.69969	-2.58134	1.28057	0.66536	-0.445409	-1.92347	-0.0122833	0.443986	0.786341	0.997477	-0.47784	-0.257054	-1.15457	-0.00575351	1.22872	-0.566826	1.32176	1.35522	-0.690285	-1.77137	-0.37947	1.04312	0.554081	-0.563576	0.368536	-0.199618	-1.43181	-0.546638	0.571433	0.00775443	-0.299337	-0.863514	0.358619	-0.510571	0.40754	-0.813927	1.07592	-0.721042	-8.400241e+01	5.076222e+02	4.236198e+02
850	-0.640357	-1.08731	-0.67322	-1.03522	-0.695526	-0.170496	-0.108721	0.15712	0.501857	0.346325	0.174362	0.383644	0.301287	0.179333	1.20871	1.20977	1.11192	1.10726	1.14174	0.582085	0.41899	-1.97281	1.20705	-0.0297727	-0.376179	0.523732	2.05528	0.495463	-2.23754	-1.13357	0.666154	1.0311	0.427012	0.0744708	-1.49165	0.606789	-1.42054	0.99221	-2.20749	0.580582	0.630331	-0.209153	-1.91445	-0.6041	0.19869	1.42441	1.27557	-0.618092	-0.23887	-1.08561	0.20114	1.19295	-0.0584987	0.665316	1.08837	-0.547848	-1.70724	-0.540584	1.0231	0.716698	0.0732197	0.000392865	-0.212401	-1.29345	-0.550809	0.670643	-0.00867005	-0.867055	-0.828194	0.265252	-0.416369	0.0679891	-0.338266	1.5745	-0.967747	-8.255739e+01	5.062740e+02	4.237166e+02
900	-0.644265	-1.0635	-0.656339	-1.00291	-0.694287	-0.161776	-0.101073	0.133852	0.558703	0.348506	0.186355	0.372155	0.289689	0.185704	1.23415	1.20951	1.10097	1.14488	1.13761	0.747352	0.160203	-2.02333	0.989092	0.439547	-0.368112	-0.953554	2.54908	0.572851	-2.19601	-1.68566	0.00260337	0.941011	1.63861	0.308122	-1.4478	0.371509	-1.27206	1.34048	-1.55968	0.275777	0.539422	-0.265205	-1.92551	-0.453307	0.37279	0.993396	0.0776676	-0.503953	-0.497291	-1.01499	-0.199068	1.12693	-0.512948	0.383726	1.2228	-0.576817	-1.67642	-0.548136	0.771276	0.554981	-0.454031	0.157764	-0.165957	-1.34199	-0.791648	0.260444	-0.12174	-0.0130314	-1.27007	0.376671	-0.487569	-0.123937	-0.490478	1.26168	-0.210614	-8.277361e+01	5.096066e+02	4.268330e+02
950	-0.624407	-1.04614	-0.66441	-1.03681	-0.681956	-0.255332	-0.0556627	0.128915	0.58258	0.350326	0.17253	0.291316	0.309717	0.115705	1.19817	1.18642	1.10168	1.1187	1.15746	0.583284	0.304807	-2.01115	1.14528	0.124132	0.0527865	0.206134	2.49485	0.451946	-2.14363	-1.54395	0.254359	0.917061	1.40619	0.0513312	-1.39012	0.322762	-0.984239	1.91727	-1.33968	-0.0893411	0.483144	-0.297649	-1.89308	-0.566976	0.266623	1.21631	1.60301	-0.905002	-0.336882	-1.05177	0.203067	1.36197	0.12086	-0.0360599	1.22172	-0.552763	-1.77358	-0.489298	0.796627	1.17349	0.393826	0.0621893	-0.109034	-1.32181	-0.480927	0.427029	0.648461	-0.288388	-1.4182	0.250643	-0.438503	0.209033	-0.616116	1.82774	-0.813907	-8.486089e+01	5.106113e+02	4.257504e+02
1000	-0.590471	-1.05952	-0.661358	-1.04068	-0.671373	-0.212081	-0.20629	0.116573	0.524162	0.351933	0.23122	0.310498	0.300709	0.242276	1.20601	1.22139	1.10399	1.10472	1.16321	0.798331	0.0438694	-1.99276	0.93401	0.00817364	0.218171	0.573293	2.52002	0.419475	-2.23828	-0.995007	0.66754	1.25949	1.07346	-0.59936	-1.38127	0.140052	-0.63604	1.5105	-1.61845	0.391253	0.362523	-0.185364	-1.95605	-0.279359	0.172407	1.40982	1.4913	-1.65528	-0.181781	-1.09611	-0.0906602	0.832861	-0.226402	1.29255	0.92643	-0.411597	-1.73269	-0.193106	0.96311	0.937999	0.118052	-0.0141492	-0.150473	-1.335	-0.559345	0.162647	0.740554	0.536836	-2.01151	0.228465	-0.393818	0.305539	-0.539736	1.12718	-0.307715	-8.463034e+01	5.102266e+02	4.255962e+02
1050	-0.598684	-1.07682	-0.660282	-1.0524	-0.703861	-0.237516	-0.0767091	0.126812	0.511536	0.336942	0.222905	0.268582	0.305265	0.201658	1.19472	1.24937	1.10899	1.11007	1.17351	0.441602	0.243001	-2.03024	1.16655	0.512401	-0.359589	-0.577705	2.45921	0.513113	-2.25648	-1.11553	0.0755277	0.855223	1.26752	-0.0769049	-1.52522	0.28409	-0.881835	1.49343	-1.03389	0.796544	0.269355	-0.312519	-2.00629	-0.228972	0.319211	0.92348	0.917372	-0.977835	-0.226057	-1.15987	0.00577077	1.54183	-0.00923811	0.983207	0.837624	-0.377226	-1.82798	-0.305777	1.13432	0.809675	-0.427755	-0.192917	-0.126806	-1.40846	-0.158729	0.658577	0.306129	-0.927027	-1.86561	0.252452	-0.43875	0.379595	-0.502413	1.22434	-1.23514	-8.306856e+01	5.093392e+02	4.262706e+02
1100	-0.56543	-1.10023	-0.650529	-1.07951	-0.685819	-0.279253	-0.0692	0.116441	0.488636	0.343842	0.219429	0.306356	0.281719	0.158724	1.19748	1.20102	1.10314	1.10582	1.11913	0.497201	0.430034	-2.01431	0.931552	-0.239117	0.148359	0.809502	2.36127	0.622525	-2.23739	-1.23167	0.150132	1.28242	2.03562	-0.235336	-1.58599	0.260846	-0.754025	1.61699	-1.03673	0.010659	-0.0482477	-0.267074	-1.90774	0.0849002	0.195663	1.41077	1.36485	-1.59559	-0.0413138	-1.13124	0.144728	0.952124	-0.243398	1.49995	0.782096	-0.523815	-1.78004	-0.149916	0.996849	1.2595	-0.00962791	-0.0930778	-0.22636	-1.40892	-0.605385	0.509223	1.08176	-0.172523	-1.9271	0.230513	-0.446947	0.41591	-0.488591	1.11448	-1.60352	-8.628738e+01	5.135116e+02	4.272242e+02
1150	-0.576361	-1.06123	-0.664	-0.995009	-0.642208	-0.233248	-0.100095	0.131155	0.477716	0.3558	0.256138	0.323526	0.266745	0.196267	1.22508	1.20441	1.10252	1.11802	1.115	0.456438	0.203643	-1.95891	0.718788	-0.100313	0.0643003	0.160967	2.22832	0.72654	-2.15608	-1.39921	-0.171451	1.40657	1.76191	-0.139792	-1.6773	0.186117	-0.970688	1.27357	-1.56888	0.355678	0.297485	-0.429185	-1.89686	-0.523036	0.306234	1.42188	0.919619	-0.951701	-0.423452	-1.03022	-0.179356	0.68701	0.40556	1.85585	0.807556	-0.451257	-1.72318	-0.497524	0.614557	1.59897	-0.197963	-0.830224	-0.0058288	-1.29681	-0.454977	0.525527	0.569729	-1.21023	-1.67564	0.146269	-0.365694	0.144636	-0.478994	1.53618	-1.32233	-8.553119e+01	5.128215e+02	4.272904e+02
1200	-0.549802	-1.02473	-0.65637	-1.01463	-0.672698	-0.245757	-0.183684	0.137084	0.465747	0.369559	0.171188	0.287028	0.279281	0.193781	1.22794	1.25184	1.10417	1.13952	1.12829	0.439793	0.129242	-1.916	0.959836	0.212173	0.796807	0.503067	1.72566	0.602669	-2.07845	-1.53929	0.454165	1.43529	0.785784	-0.268102	-1.84027	0.378235	-1.33013	1.45013	-1.33739	1.40438	0.035024	-0.88723	-1.71895	0.0254282	0.663281	0.642235	0.826407	-1.44883	-0.432634	-1.09785	0.0736235	1.6752	0.270634	0.865562	0.591956	-0.776213	-1.64611	-0.304973	1.18658	1.0258	-0.203678	-0.68594	-0.192949	-1.32902	-0.524521	0.794876	0.419247	-0.132532	-1.61916	0.0997805	-0.41857	0.161194	-0.449343	1.95654	-0.508476	-8.336225e+01	5.003432e+02	4.169810e+02
1250	-0.572065	-1.05702	-0.657224	-1.01319	-0.596639	-0.111825	-0.170291	0.126959	0.451488	0.37144	0.140266	0.337398	0.265289	0.171576	1.21203	1.26361	1.10161	1.11343	1.11667	0.371296	0.285535	-1.86978	1.19925	0.168943	-0.48508	-1.38157	2.04241	0.614776	-2.03822	-2.32779	0.175747	0.35197	1.56167	-0.3809	-1.7168	0.305194	-1.57123	1.3907	-2.04063	0.496237	0.243023	-0.430095	-1.8113	-0.784882	-0.0806099	0.600868	1.6239	-1.26214	-0.223278	-1.0195	-0.455941	0.65876	-0.381762	0.955373	0.838443	-0.638006	-1.59468	-0.840862	0.588485	0.638251	-0.13699	-0.613037	-0.247124	-1.23674	-0.578816	0.274637	-0.326127	-0.237652	-1.99793	0.476527	-0.398029	-0.240266	-0.861143	0.692017	-0.0935144	-8.412085e+01	5.095704e+02	4.254496e+02
1300	-0.589782	-1.04999	-0.657876	-1.0412	-0.573429	-0.124612	-0.258337	0.119937	0.46664	0.375647	0.126186	0.293817	0.285465	0.135949	1.18302	1.27266	1.10167	1.11825	1.13379	0.718346	0.134223	-1.77956	1.36151	0.207746	-0.788052	0.594944	2.34804	0.684858	-1.99225	-2.26296	-0.0294183	0.661532	1.34496	-0.505105	-1.61555	0.222177	-0.88045	1.40162	-1.50921	1.3676	-0.15037	-0.325294	-1.76488	-0.103281	0.465378	0.701153	0.522884	-1.26188	-0.390973	-1.01238	0.539588	1.15744	-0.57376	0.251016	0.890857	-0.541822	-1.58122	-0.425683	0.727742	0.447245	-0.70501	-0.441712	-0.360041	-1.21932	-0.432182	0.745048	-0.170858	-0.163691	-2.05392	0.315051	-0.403881	0.740829	-0.852625	0.928941	-0.568809	-8.211748e+01	4.922309e+02	4.101134e+02
