iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
14800	-0.593532	-1.06682	-1.09207	-1.24051	-0.468196	0.0200001	-0.0501774	0.15155	0.25247	0.165428	0.27709	0.125111	0.103488	0.167681	1.21781	1.23943	1.11623	1.10014	1.13484	0.499199	0.301118	-1.59194	1.30735	-0.907306	-1.05578	-0.239145	1.98801	0.87007	-2.05365	-0.308146	-0.98019	0.0213886	0.787499	0.214133	-1.16351	0.00784103	-0.127745	2.05836	0.312977	0.0794269	0.192044	-0.785781	-1.38909	0.654575	-0.648942	0.748169	0.221263	-1.05624	-0.445653	0.278386	0.78259	1.60618	-2.65677	0.381145	0.73378	-0.961389	-1.09221	0.375058	1.18442	0.405003	-0.785633	0.048864	-0.179047	-0.312813	0.329983	-1.24205	-0.662852	0.587575	-1.18902	0.551782	1.73034	1.1585	-2.88153	1.26315	-1.71715	-8.181744e+01	5.498233e+02	4.680058e+02
14850	-0.609324	-1.06974	-1.07603	-1.25048	-0.548246	-0.0936725	-0.0416669	0.158198	0.251079	0.151984	0.243339	0.111356	0.187296	0.133359	1.20404	1.24718	1.11353	1.10638	1.10001	0.534655	0.677431	-1.93928	1.69082	-0.527461	-0.921749	-1.15462	1.91252	1.12849	-2.11927	-0.364888	-1.05871	0.453743	0.873708	0.487219	-1.09357	-0.148556	-0.216644	2.45529	0.695833	1.39754	0.356886	-0.813186	-1.60239	0.397961	-0.369494	0.819889	0.893835	-0.992085	-0.212958	0.265041	0.680824	0.961116	-1.20479	1.92218	0.96643	-0.979367	-1.30873	0.269336	0.229154	1.072	0.148594	-0.0806933	-0.417895	-0.255407	0.347985	-0.297548	0.245066	0.364673	-1.17731	0.470413	1.75056	1.24058	-2.33662	1.41031	-1.2058	-8.148774e+01	5.473450e+02	4.658573e+02
14900	-0.597598	-1.08427	-1.06342	-1.20374	-0.570366	-0.0547767	-0.0770332	0.144501	0.272532	0.154385	0.266266	0.148229	0.158227	0.112794	1.21943	1.28331	1.10437	1.10014	1.11531	0.33856	0.618532	-1.81278	1.4707	-0.455164	-1.60123	-0.529596	2.11386	0.971551	-2.29109	-0.293524	-0.15728	0.0320113	0.879183	0.362391	-0.860438	-0.0308106	-0.340302	2.06095	-0.583513	1.92441	0.34362	-0.601166	-1.5341	0.304132	-0.601476	0.746843	1.75563	-0.841255	-0.491491	0.0457112	0.385129	1.41465	-0.541851	2.44737	0.843695	-0.990678	-1.20668	0.446819	1.81861	0.776933	-1.04443	0.0542974	-0.551143	-0.400168	0.229661	-0.0549897	-0.240503	-0.228914	-1.30938	0.503735	1.74544	0.829837	-1.99047	0.642231	-0.158591	-8.188637e+01	5.489871e+02	4.671007e+02
14950	-0.592387	-1.10507	-1.05132	-1.1969	-0.49213	-0.00614246	-0.0446106	0.118251	0.222356	0.161135	0.209627	0.167563	0.172355	0.178089	1.18629	1.20456	1.1007	1.10035	1.11015	0.658829	0.887863	-1.91808	1.57433	-1.17091	-1.04848	-0.263675	2.51132	1.48942	-2.35847	-0.627049	-0.405172	0.915819	0.698308	0.303597	-0.859013	-0.205381	-0.678083	1.71018	-0.646954	0.382072	0.268868	-0.975808	-1.63353	0.532052	-0.250274	0.66843	0.302068	-1.38848	-0.356474	0.0471106	0.495274	0.846803	-1.41309	0.68975	0.889426	-1.00706	-1.32968	0.214724	0.757014	0.0209327	-1.19626	-0.0443065	-0.287583	-0.488376	0.200223	-0.391896	-0.12606	-0.282152	-1.53314	0.54337	1.54087	1.03824	-2.12155	1.04433	-1.137	-7.883965e+01	5.626483e+02	4.838086e+02
15000	-0.56813	-1.15197	-1.03472	-1.14292	-0.43884	0.141788	0.0387838	0.104074	0.326737	0.161326	0.151009	0.187315	0.219139	0.186437	1.20549	1.1958	1.10937	1.10636	1.12318	0.411707	0.624778	-1.91651	2.062	-1.37443	-1.79011	-0.963579	2.58619	1.11742	-2.51337	-1.0816	-0.475327	-0.0809599	0.53526	0.27279	-0.672676	-0.33252	-1.09207	1.16979	-0.701682	0.821496	-0.000389243	-0.171675	-1.78117	0.496302	-0.488696	-0.426101	-0.0982237	-1.81018	-0.112621	-0.0446087	0.718335	1.05856	-1.17528	-0.166909	0.85865	-0.51723	-1.38516	0.216828	0.0259316	-0.248563	-1.32702	-0.406529	-0.166755	-0.662836	0.310296	-0.0551282	-0.590133	-1.727	-1.83215	0.311269	1.49713	0.975721	-2.05581	0.472885	-2.23608	-8.465072e+01	5.565161e+02	4.718654e+02
15050	-0.588349	-1.12423	-1.03845	-1.21187	-0.512144	0.113826	0.0317501	0.11477	0.423665	0.164138	0.200175	0.155843	0.382895	0.1722	1.18921	1.20673	1.11372	1.10226	1.11187	0.855888	0.368564	-1.92298	1.74016	-0.91104	-0.720014	-0.666967	2.49356	0.515218	-2.24904	-0.25875	0.393334	-0.228382	-0.316487	0.394081	-0.622303	-0.149388	-0.360101	1.35861	-0.558135	0.883627	0.154448	-0.141152	-1.82476	0.623481	-0.41591	0.0488787	0.269069	-1.3464	-0.171946	-0.0205362	1.07231	1.41731	-0.874878	-0.080796	0.880298	-0.324445	-1.3733	0.36054	0.129884	0.0814061	-0.636469	-0.45726	-0.281517	-0.496205	0.507453	0.387427	-0.485927	-1.55586	-1.71439	0.294335	1.51318	1.01189	-2.31437	-0.0916258	-1.28964	-7.933891e+01	5.521135e+02	4.727745e+02
15100	-0.593841	-1.15129	-1.04695	-1.24207	-0.516829	0.0316009	0.0450217	0.0958076	0.317364	0.163073	0.155237	0.162416	0.188212	0.145187	1.2015	1.18292	1.10203	1.1003	1.12793	0.485774	0.664509	-1.9494	2.83635	-0.295631	-1.19947	-1.89056	3.0662	1.28388	-2.3952	-0.302101	-0.888283	0.170576	1.40489	0.665163	-0.886241	-0.145209	-0.642858	1.55775	-0.750806	0.618136	0.441077	-0.334563	-1.85731	0.985827	-0.0213572	0.563353	0.375967	-1.81764	-0.170793	0.132785	1.35097	1.095	-1.56452	0.178309	1.23921	-0.509813	-1.36093	0.865325	0.48391	0.34651	-0.934559	-0.570672	0.0391471	-0.436061	0.687902	-0.167405	-0.578803	-1.65783	-1.92466	0.59698	1.54415	1.84217	-2.18703	1.0955	-1.94177	-9.195743e+01	5.599877e+02	4.680303e+02
15150	-0.623596	-1.16903	-1.05003	-1.3039	-0.510164	-0.078769	0.0146078	0.119296	0.295721	0.158741	0.163203	0.150078	0.0859229	0.17716	1.20173	1.21764	1.10333	1.10366	1.10373	1.01845	0.817502	-2.03545	2.59118	-1.0286	-0.523681	-0.284626	2.74866	1.14032	-2.38346	-0.223581	-0.214663	0.859923	0.441354	0.892862	-0.873005	-0.165011	0.00799997	1.81301	0.380106	0.573918	0.602088	-0.379157	-1.55439	1.26574	-0.174978	1.25828	0.054178	-0.803725	-0.182692	0.0956707	1.31011	0.704188	-1.61421	1.13001	1.26087	-0.715352	-1.1613	1.10482	0.507804	0.323175	-1.1243	0.0862185	-0.0582233	-0.451644	1.11049	-0.327962	-0.521424	-0.730568	-1.62586	0.911625	1.65516	1.89222	-2.43263	0.955294	-1.0494	-8.587066e+01	5.588010e+02	4.729303e+02
15200	-0.613748	-1.18055	-1.06657	-1.23408	-0.490575	-0.0337071	-0.00367364	0.114993	0.218239	0.157374	0.192751	0.151418	0.0820408	0.184877	1.21731	1.20969	1.10788	1.10249	1.13226	0.857109	0.916055	-1.92453	1.95677	-0.420882	-0.700166	-1.18549	2.77003	1.42139	-2.23111	-0.246855	-1.03287	0.507859	0.725167	0.426398	-1.12475	-0.0221388	-0.289624	1.6285	-0.0964919	0.410892	0.114435	-0.126962	-1.595	0.86835	-0.768511	1.74113	0.11882	-1.20639	-0.086216	0.0697448	0.966517	2.04883	-1.71352	0.000479923	1.17004	-0.469765	-1.15961	0.74857	0.698784	0.767633	-1.01306	-0.0967004	0.133437	-0.416946	0.386986	0.469413	-0.468505	-1.02589	-1.59557	1.24626	1.64274	1.47099	-2.34208	1.48938	-1.51524	-8.596028e+01	5.505446e+02	4.645843e+02
15250	-0.581533	-1.12943	-1.06646	-1.21423	-0.477532	-0.0268725	0.0472912	0.132102	0.277899	0.158525	0.184256	0.14668	0.118349	0.152173	1.1879	1.22846	1.10559	1.10339	1.10457	0.563468	0.613962	-1.87577	2.30968	-0.354431	-1.36121	-0.974553	2.19828	0.972712	-2.14231	-0.747946	-0.53831	0.935048	0.438022	0.348406	-1.09635	0.0239776	-0.296072	1.45667	-0.700472	-0.265	0.441496	-0.601261	-1.54676	0.626555	-0.965122	1.50265	0.973067	-1.15817	-0.408818	0.0946515	1.06086	1.46559	-1.12989	0.0488524	0.669494	-0.468136	-1.26234	0.424727	-0.121715	0.24573	-0.998481	-0.133706	-0.15691	-0.454923	0.519153	-0.297827	0.409616	-0.987834	-1.64374	0.710233	1.67195	1.35109	-2.68566	1.26402	-2.19824	-8.330210e+01	5.533263e+02	4.700242e+02
15300	-0.603082	-1.09186	-1.07723	-1.20361	-0.452009	0.00108917	0.049562	0.131602	0.20682	0.178938	0.175592	0.178009	0.126045	0.122279	1.19292	1.27075	1.10517	1.10144	1.14255	0.562645	0.542278	-1.53731	2.16443	-0.567366	-1.79624	-1.59802	2.28139	1.6327	-1.99191	-0.79442	-0.372416	0.890234	0.147279	0.205085	-1.03643	-0.00185816	-0.592781	 1.08	-0.557418	0.0232042	0.268465	-0.593847	-1.29118	0.424238	-0.762599	0.424887	-0.435059	-1.14599	-0.750425	0.218236	1.08807	1.44999	-1.7227	-0.967653	0.703091	-1.01456	-1.06845	0.86718	1.07365	0.506592	-2.88662	0.0232803	-0.622352	-0.427297	0.249535	-0.547631	0.43743	-0.477723	-1.38858	0.68175	1.53034	1.34866	-2.07414	1.05048	-3.24132	-8.818417e+01	5.538988e+02	4.657146e+02
15350	-0.628854	-1.12962	-1.08322	-1.16589	-0.504769	0.0138501	-0.125322	0.152608	0.221717	0.18073	0.178604	0.2046	0.233903	0.061017	1.20211	1.24811	1.10972	1.10454	1.11263	0.849647	0.715235	-1.71703	2.00998	-0.534118	-0.577335	0.73775	2.02037	1.51749	-1.89362	-0.680844	-0.173056	-0.101648	1.21996	0.468484	-1.20635	0.0141128	-0.545167	2.44358	-0.00143583	-0.900083	0.399369	-0.672865	-1.37952	0.789048	0.094407	0.273036	-1.26482	-0.709721	-0.655448	0.25726	0.780991	1.34084	-1.31131	0.351718	0.996379	-0.787039	-1.06864	0.184057	0.571268	0.806074	-1.56618	-0.0166465	-0.457281	-0.215877	0.356846	0.631228	-0.685336	-1.05923	-1.08303	0.822009	1.55683	0.998788	-1.75429	0.648741	0.29406	-7.789397e+01	5.390988e+02	4.612049e+02
15400	-0.638152	-1.14439	-1.09186	-1.10079	-0.435876	-0.0093122	-0.115066	0.151249	0.178775	0.178947	0.142251	0.244017	0.170013	0.242972	1.20232	1.22941	1.10486	1.10025	1.12873	0.819831	1.26105	-1.54143	2.01672	-0.620285	-0.781993	-0.0118861	2.30132	1.66748	-1.85115	-1.55544	-0.636747	0.383546	0.91664	0.594549	-1.03837	0.0461082	-1.61073	0.896576	-0.238027	0.600555	0.258614	-0.335477	-1.36175	0.212087	-0.246932	0.675958	-0.0252865	-0.610579	-0.103647	0.17668	0.168262	0.6043	-1.06523	1.03775	0.864952	-1.2722	-0.867544	-0.142137	0.339292	-0.0608071	-0.955414	0.109561	0.16824	-0.247957	-0.276149	-0.0635425	-0.30395	-1.02119	-1.04451	0.908226	1.59987	0.863478	-1.54022	1.07183	-1.13644	-7.499906e+01	5.559725e+02	4.809734e+02
15450	-0.670088	-1.09455	-1.09153	-1.07746	-0.409984	0.0155419	-0.0307084	0.159096	0.161505	0.195078	0.143645	0.264119	0.153295	0.142703	1.2018	1.2163	1.10943	1.10221	1.14117	0.839747	0.979164	-1.30894	1.65375	-0.683126	-1.80634	-0.86164	2.27495	1.40295	-1.72751	-1.62892	-0.697815	0.326262	1.26191	0.736002	-1.88697	0.0919742	-1.53534	0.948309	-0.186702	-0.210243	0.752446	-0.958638	-1.16514	0.0233574	-0.495575	0.0301348	0.942962	-0.588066	-0.112588	0.235761	0.298134	0.455219	-1.52571	1.19342	1.1316	-1.09456	-0.938709	-0.281476	-0.103732	0.909651	-0.894961	0.314812	-0.138747	-0.177073	-0.330646	-0.311888	-0.426283	-1.20954	-1.1498	1.70042	1.43028	0.811983	-1.63107	0.510964	-1.54962	-7.929089e+01	5.529486e+02	4.736578e+02
15500	-0.642917	-1.09277	-1.10312	-1.05493	-0.489252	-0.121272	0.0273545	0.138858	0.13067	0.194233	0.178771	0.197683	0.228314	0.193592	1.19285	1.24501	1.10641	1.1003	1.11368	0.868939	1.26122	-1.29795	1.19389	-1.14232	-0.286163	-0.773047	2.5709	2.09445	-1.6853	-1.38804	-0.540621	1.27575	0.420176	0.774028	-2.32715	0.107643	-1.5888	1.22838	0.839365	0.603762	0.640234	-1.2151	-1.07443	-0.428385	-0.430737	1.11306	-0.469539	-0.6271	-0.566337	0.300184	-0.230417	0.336771	-0.450175	1.40903	1.22305	-1.92124	-0.752035	-0.220475	0.358913	0.935841	-0.212002	0.056965	-0.247487	-0.111895	-0.498196	-0.285372	-0.0368579	-0.70802	-1.10065	1.45744	1.50599	0.193439	-1.80988	1.21098	-1.43674	-8.137209e+01	5.595278e+02	4.781557e+02
15550	-0.628941	-1.10233	-1.08871	-1.00711	-0.530282	-0.0786755	0.0905366	0.137223	0.162776	0.203369	0.236082	0.191975	0.149167	0.272146	1.21492	1.22972	1.11312	1.10065	1.11531	0.84988	1.08154	-1.25878	0.937722	-0.432417	-0.889469	-0.874418	2.53385	1.54187	-1.63643	-1.2328	-0.177204	0.900998	0.445449	0.443498	-1.43725	-0.0124999	-1.07953	1.85727	-0.055151	-0.193476	0.543999	-0.434397	-1.10869	-0.543743	-0.37765	1.20152	0.154502	-0.723591	-1.10566	0.314383	-0.165885	1.29107	-0.46453	-0.166973	1.12271	-1.2519	-0.818859	-0.290818	0.38427	0.718333	-0.534818	0.0587986	-0.673323	-0.183997	-0.518995	0.245571	-0.503351	-1.06119	-1.27123	1.02832	1.38001	0.13888	-1.60842	1.0274	-1.57148	-7.552192e+01	5.542698e+02	4.787479e+02
15600	-0.629211	-1.07919	-1.08195	-1.03258	-0.593434	0.0907072	-0.0239561	0.126952	0.132956	0.215013	0.211272	0.161911	0.19905	0.147367	1.18105	1.20515	1.12291	1.1001	1.1111	0.937087	1.1919	-1.2423	0.873344	-0.847804	-2.0714	-0.386167	2.43337	1.24491	-1.55455	-1.29713	0.479054	-0.00253582	0.0313176	0.678526	-1.74068	-0.040691	-1.45097	2.13044	-0.376128	0.93417	0.430667	-0.494455	-1.22585	-0.370631	-0.188165	0.339939	1.01397	-0.599746	-1.44614	0.255929	-0.0852975	1.68011	-1.42287	0.309288	1.17422	-1.55169	-0.842452	-0.59308	0.639779	-0.302295	0.184182	-0.0744502	-0.437426	-0.21223	-0.259954	0.83734	-0.68079	-1.63988	-1.57956	1.53958	1.26566	0.296978	-1.53648	-0.154926	-1.72847	-8.118609e+01	5.536620e+02	4.724760e+02
15650	-0.626631	-1.07876	-1.09406	-1.0327	-0.585248	-0.0975109	0.00233064	0.151774	0.275092	0.202204	0.131869	0.152531	0.177058	0.159508	1.19742	1.22321	1.10174	1.10133	1.10857	0.882246	-0.166846	-1.16792	1.47159	-0.144677	-0.963827	-1.03995	2.09004	1.156	-1.56753	-2.13183	-0.508244	-0.266145	1.50258	0.58128	-0.934269	0.0333684	-2.10132	2.16978	-0.132975	0.723574	0.341174	-0.765447	-1.07794	-0.428369	0.716183	0.278153	-0.303702	-0.571334	-0.390652	0.2452	-0.380527	1.49018	-1.0737	1.48467	0.949774	-0.824337	-0.876818	-0.716613	1.19802	1.31646	-0.667643	0.183606	-0.411976	-0.103071	-0.500628	-0.128247	-0.47827	-0.819122	-1.17788	0.566417	1.44543	0.0755094	-1.75118	1.68581	-1.40438	-7.958769e+01	5.493140e+02	4.697263e+02
15700	-0.635156	-1.10525	-1.07985	-1.10306	-0.528663	0.0648005	-0.0566261	0.151226	0.294106	0.197001	0.134436	0.183984	0.140831	0.112176	1.17854	1.22898	1.11004	1.10609	1.11196	0.787053	0.465345	-1.33791	1.67363	-0.638587	-1.99452	-1.07613	2.23952	0.925091	-1.79493	-1.41133	0.13584	0.32334	1.22031	0.48796	-0.965816	0.0488262	-1.27797	2.20133	-1.30025	0.27298	0.513079	-0.131086	-1.33986	-0.0975032	-0.644074	-0.227315	2.15882	-0.656987	-0.351261	0.269243	0.262042	0.713469	-1.72749	2.14235	1.12758	-0.898938	-0.889884	0.0455919	0.557332	0.603502	-0.209498	0.0322186	0.093628	-0.325737	0.0110278	-0.211409	-0.198893	-0.254246	-1.03392	0.587312	1.43777	0.523504	-1.73485	0.550644	-1.23811	-7.975766e+01	5.484207e+02	4.686630e+02
15750	-0.639967	-1.0724	-1.08813	-1.09335	-0.463354	-0.0319614	-0.0993573	0.15943	0.208924	0.196469	0.111175	0.228507	0.178702	0.0417978	1.20636	1.22437	1.10264	1.10032	1.12365	0.88409	0.200348	-1.27508	2.28272	-0.643864	-1.01712	-1.73382	2.14695	0.359365	-1.65857	-2.19778	-0.14677	-0.0612233	1.45819	0.390917	-1.39236	0.0970772	-1.60797	1.20406	-0.314447	0.424495	0.427926	-1.02255	-1.16891	0.313233	0.143389	0.528766	0.840597	-0.506314	-0.762794	0.302424	0.735534	0.709154	-0.712147	2.53395	0.896385	-0.832703	-0.974205	0.057406	0.352784	0.603426	-1.5609	0.220828	-0.318605	-0.300219	-0.319712	-0.346984	1.00551	-0.576989	-1.03108	0.66407	1.39654	1.26489	-1.77417	1.37526	-1.81001	-8.175254e+01	5.438195e+02	4.620670e+02
15800	-0.614426	-1.06054	-1.07109	-1.1083	-0.534165	-0.103115	0.00472346	0.17704	0.170351	0.209021	0.137566	0.201218	0.135362	0.150533	1.20306	1.18182	1.10148	1.10156	1.11996	0.608106	0.68077	-1.363	1.7033	-0.849414	-0.610981	-0.414726	1.76499	1.53757	-1.60082	-1.48672	-0.59472	0.824825	0.682332	0.303615	-1.78915	-0.0746125	-1.39723	1.74902	0.711924	0.843123	0.206172	-0.917803	-1.31324	0.22417	-0.0461548	1.87193	0.565952	-0.664421	-1.19577	0.18335	0.6436	1.21162	-0.329689	0.589585	0.719447	-1.16104	-0.917636	-0.0204927	0.536474	1.30647	-1.08707	-0.240935	-0.477718	-0.315061	0.396581	0.799346	-0.374719	-2.34527	-1.00833	0.450585	1.33239	0.459847	-1.54836	1.45785	-1.59308	-7.953914e+01	5.600063e+02	4.804672e+02
15850	-0.605254	-1.13446	-1.07735	-1.1464	-0.494213	-0.055972	0.00514171	0.148085	0.125056	0.199511	0.171351	0.180301	0.265527	0.170793	1.19105	1.20432	1.10373	1.10174	1.13009	0.456593	1.4785	-1.25285	1.95608	-0.945889	-0.713524	-0.746212	2.01422	2.25565	-1.64585	-0.719338	-0.661327	-0.0957424	0.861266	0.24121	-1.76981	-0.00650932	-0.841222	1.35337	0.276793	0.165173	0.29692	-0.667208	-1.35863	0.49954	-0.473269	0.976682	0.347551	-0.923291	-0.71998	0.264645	0.579897	0.469136	-0.760456	0.787513	0.824242	-1.45843	-0.792913	0.387187	-0.0180296	0.469661	-1.38608	-0.282645	0.268366	-0.240471	-0.0444921	-0.555196	-0.37064	-0.50122	-1.0739	1.05821	1.36001	0.919642	-1.93121	0.815366	-1.89503	-7.699447e+01	5.463229e+02	4.693284e+02
15900	-0.613661	-1.07274	-1.06719	-1.10371	-0.532688	-0.0256958	-0.0612856	0.175625	0.177189	0.204037	0.160698	0.205554	0.137613	0.123891	1.2041	1.20728	1.1185	1.1029	1.10989	0.559908	0.791014	-1.44721	1.46668	-0.682081	-1.17524	-0.087006	1.76816	1.7253	-1.71514	-1.44199	-0.243599	0.493816	1.10518	0.364164	-1.45146	-0.0541535	-1.64237	0.952754	-0.0422034	1.97707	0.286831	-1.07644	-1.1567	0.207165	-0.368684	0.667363	1.07132	-0.84911	-0.915709	0.236799	0.28444	1.09795	-2.66487	0.659274	0.865184	-1.59044	-0.895374	-0.735512	0.263141	0.264341	-0.100756	0.118668	-0.325366	-0.273089	-0.398187	-0.493004	-0.870171	0.0740206	-1.01635	0.751751	1.23032	1.02921	-1.64786	1.43487	-0.689522	-7.856042e+01	5.533243e+02	4.747639e+02
15950	-0.596908	-1.03515	-1.0914	-1.10687	-0.47439	0.0504331	0.0434872	0.190369	0.239143	0.194433	0.167038	0.23047	0.170658	0.211366	1.17685	1.19437	1.12269	1.10055	1.10303	0.407749	0.491681	-1.31074	1.36223	-1.07277	-2.16596	-0.275275	1.55731	1.32536	-1.65626	-1.57495	-0.817015	-0.2173	0.448869	0.459804	-1.80497	0.0518367	-1.1634	1.14858	-0.576241	0.481446	0.312844	-0.89315	-1.22018	0.067397	-0.230389	0.576056	0.41302	-0.640887	-0.810254	0.250013	0.229478	0.608282	-0.803782	0.446071	0.50377	-0.871747	-0.893066	0.313336	0.478719	-0.220706	-1.66579	0.0244612	-0.480144	-0.24393	0.362237	-0.311108	-0.0137182	-0.712092	-1.23269	0.711373	1.42428	0.936062	-1.65969	0.669961	-1.80011	-7.444335e+01	5.491247e+02	4.746813e+02
16000	-0.598685	-0.994052	-1.08478	-1.154	-0.507456	-0.00165724	0.121014	0.168341	0.212497	0.18878	0.118611	0.267427	0.135405	0.174003	1.23275	1.2502	1.10549	1.10456	1.12245	0.53268	-0.273605	-1.40537	3.02775	-0.338372	-1.10642	-1.85332	1.82903	0.85062	-1.73611	-1.59653	-0.554991	0.500845	0.593951	0.246948	-1.84582	0.0360257	-1.03558	1.16661	0.245449	-0.868678	0.189112	-1.11874	-1.22718	0.840732	-0.290891	0.414326	-0.848995	-0.588507	-1.00378	0.160138	0.60396	0.556779	-1.4469	0.439909	0.730017	-1.58099	-0.967922	-0.0184582	0.359811	0.701182	-1.24342	-0.145431	-0.39559	-0.26337	-0.126173	-0.064572	-0.746187	-1.21475	-1.25197	0.601171	1.47156	1.57372	-1.31026	0.295452	-2.30067	-8.142193e+01	5.549293e+02	4.735074e+02
16050	-0.640552	-1.03019	-1.0988	-1.10162	-0.422257	-0.0541082	-0.0253695	0.151179	0.17867	0.197713	0.122564	0.239844	0.166351	0.19767	1.22819	1.21978	1.10109	1.10204	1.13004	0.88478	0.72378	-1.33044	1.99696	-0.868487	-0.894428	-0.683292	2.21215	1.31104	-1.64475	-1.35592	-0.563728	0.210683	1.28155	0.55387	-1.58974	0.0181156	-1.68524	0.505565	-0.150836	0.525771	0.607512	-2.04017	-1.01798	-0.0389425	-0.438236	1.32084	0.277522	-0.651105	-0.936797	0.218786	0.548933	0.588947	-0.400386	0.478433	1.0488	-1.96104	-0.779084	0.313603	0.405017	0.0987903	-1.33452	0.198902	-0.565789	-0.144232	0.26008	-0.349577	-0.00460493	-1.08697	-1.13782	0.656093	1.45393	0.643688	-1.72159	0.673287	-1.32508	-7.764880e+01	5.443304e+02	4.666816e+02
16100	-0.647848	-1.07619	-1.09835	-1.07227	-0.428958	0.113441	-0.148158	0.174378	0.163719	0.185316	0.0964823	0.255041	0.13903	0.179266	1.20741	1.21962	1.10149	1.10126	1.12136	0.74194	1.25176	-1.50001	2.34622	-0.900183	-1.65773	-0.146113	1.85796	1.46546	-1.76792	-2.02634	-0.430561	-0.360543	0.827829	0.555861	-1.47665	-0.00694947	-2.37342	1.11644	-1.0417	0.76742	0.433923	-0.851157	-1.27797	-0.0851778	-0.554773	0.508168	1.36335	-0.466967	-1.07997	0.222774	0.0832324	0.97515	-1.45416	0.739484	0.894659	-1.62974	-0.916138	0.246528	0.562841	-0.414563	-0.635137	0.026981	-0.606418	-0.117304	-0.0537599	-0.208252	-1.43295	-0.792037	-0.884814	0.543228	1.62559	0.593037	-1.59334	-0.293046	-0.584121	-8.070242e+01	5.522627e+02	4.715603e+02
16150	-0.647014	-1.11663	-1.08208	-1.14386	-0.487697	0.0738689	-0.154198	0.205733	0.26566	0.175078	0.18477	0.206862	0.197139	0.139062	1.20083	1.22474	1.11124	1.1015	1.11622	0.558191	0.745	-1.55413	1.59765	-0.253699	-2.00077	-0.270788	1.54624	0.90329	-1.89127	-0.45244	0.288858	-0.166615	0.292631	0.368323	-0.93262	-0.0855373	-0.759508	2.10355	-0.151603	0.523744	0.470843	-0.56545	-1.36391	0.0432116	-0.292285	0.301887	2.05046	-0.556391	-0.521687	0.205986	0.559939	0.975818	-1.50051	1.55816	0.805591	-0.920928	-0.997758	0.290591	0.299336	0.172529	-0.467678	0.15226	-0.568016	-0.161745	-0.0601124	-0.177974	-1.6029	-0.652842	-0.859411	0.824632	1.53144	1.00905	-1.86019	0.343846	-0.582693	-7.551094e+01	5.447509e+02	4.692400e+02
16200	-0.679541	-1.10085	-1.07982	-1.10849	-0.525156	0.0836244	-0.103573	0.254404	0.178188	0.182972	0.251615	0.198374	0.158147	0.126552	1.21756	1.23309	1.1054	1.10019	1.1401	0.521773	1.38798	-1.497	1.2559	-0.583672	-2.36851	0.438276	1.42829	1.51161	-1.74414	-0.575095	-0.490588	-0.866586	1.91121	0.5649	-2.05298	0.0662482	-0.623048	1.81685	-0.912807	1.12652	0.331282	-0.69482	-1.25801	0.15729	-0.247522	-0.654449	0.424425	-0.202748	-0.7676	0.282595	0.258284	1.47827	-2.1347	0.520376	0.846206	-1.55829	-1.06357	-0.117407	0.670739	0.489685	0.0874992	0.173238	-0.151543	-0.356702	-0.0644434	0.389367	-0.398263	-1.06677	-0.571011	1.30964	1.53529	0.544081	-1.73729	-0.403748	-0.972762	-8.002365e+01	5.501480e+02	4.701244e+02
