iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
500	-0.653939	1.21493	-1.12532	-0.915508	-0.261167	0.00444725	-0.0743487	0.0913987	0.730536	0.135782	0.29305	0.298798	0.170339	0.149264	1.22108	1.22073	1.10297	1.10104	1.11602	1.29132	-2.853	-1.6802	0.182681	-1.5482	-1.67495	-0.570346	3.96064	-2.7657	-2.19116	-1.42265	-1.06875	0.43143	1.24233	1.49464	-3.5775	0.303927	-1.4914	0.00957767	-0.497692	0.835275	1.10674	-3.3609	-1.32907	-0.78619	-1.34193	-0.218321	1.53266	-0.781432	-3.24294	0.58024	-0.515431	-0.329592	-1.03827	1.54998	1.86323	-3.45629	-0.957985	-0.849935	-0.715341	0.071262	-0.210367	0.58616	-3.36424	0.0915836	-0.957824	-0.719446	-0.681472	-0.129015	-1.3473	-2.97959	2.29261	-0.210397	-1.94576	1.10053	-1.93374	-1.378609e+02	5.529528e+02	4.150919e+02
550	-0.650123	1.13706	-1.1153	-0.974697	-0.279813	-0.0160828	-0.133909	0.0927872	0.724236	0.14331	0.232562	0.258292	0.0958415	0.190707	1.21991	1.24061	1.1069	1.10055	1.12624	1.17839	-2.67957	-1.81481	0.593701	-1.32626	-1.77649	-0.187888	3.60327	-2.67637	-2.10672	-1.18515	-0.670585	0.956203	-0.0295603	0.69782	-3.46381	0.262724	-1.25727	0.171405	-0.218286	0.369515	0.891237	-3.363	-1.25328	-0.220074	-0.843899	0.0900811	1.06458	-0.956615	-3.23668	0.388626	-0.177628	-0.100133	-1.106	0.703673	1.90755	-3.42459	-1.03926	-0.301549	-0.496756	1.24628	-0.030574	0.609723	-3.20248	-0.218092	-0.671872	-1.04421	0.635614	0.0492842	-1.39201	-2.85939	2.05779	0.137709	-2.08282	1.44477	-0.937835	-1.271649e+02	5.374139e+02	4.102491e+02
600	-0.70829	1.02096	-1.11644	-0.97862	-0.168817	-0.0229454	0.0374474	0.113565	0.715039	0.15164	0.216631	0.283728	0.227307	0.260466	1.21835	1.21782	1.10603	1.10149	1.12684	1.55779	-2.76509	-1.50378	0.807572	-1.3473	-1.17819	-1.00071	3.39852	-2.53311	-1.93159	-1.54198	-1.72098	0.275646	0.580476	1.43018	-3.42369	0.32339	-1.42814	-0.004693	0.148984	-0.054863	1.33674	-3.22535	-1.36274	-0.478862	-1.0159	0.887131	-0.74601	-0.331798	-3.13942	0.517444	-0.428607	-0.410127	-1.29153	0.262638	1.95951	-3.21764	-0.983142	-0.580564	-1.02065	0.405817	-0.511143	0.841074	-3.14272	0.079839	-0.553637	-1.24193	-0.425259	-1.22637	-0.76526	-2.77898	2.07472	0.0439319	-2.34875	0.828731	-1.22576	-1.281907e+02	5.584987e+02	4.303080e+02
650	-0.732341	1.03056	-1.1273	-1.00663	-0.154415	0.0249621	-0.0685065	0.128729	0.747427	0.1442	0.218093	0.301433	0.176279	0.199082	1.25103	1.23333	1.11792	1.10082	1.14067	1.6707	-2.73539	-1.61953	0.734074	-1.37736	-1.52829	-1.13386	3.38915	-2.57807	-1.94998	-1.61781	-1.48485	0.0492325	0.880975	1.34667	-3.19185	0.409527	-1.31363	-0.251474	-1.03852	0.978121	1.08245	-3.10068	-1.45706	-0.255531	-0.533051	0.628441	-0.81526	-0.155285	-2.91068	0.59429	-0.112429	-0.603956	-2.02028	0.109457	1.96626	-3.16746	-1.01277	-0.459205	-0.779128	0.158053	-0.360225	0.928048	-2.99545	-0.0197073	-0.472144	-1.19306	-0.555744	-1.21798	-0.577987	-2.60702	2.23246	0.227306	-2.29752	0.837699	-1.60873	-1.279382e+02	5.442235e+02	4.162853e+02
700	-0.739529	1.00333	-1.1154	-0.987488	-0.225786	0.0671176	-0.0751497	0.125408	0.752706	0.161229	0.143223	0.268119	0.288641	0.11842	1.23213	1.24335	1.10385	1.10593	1.12138	1.93272	-2.58861	-1.58993	1.01305	-1.46806	-0.664188	-0.181117	3.29778	-2.33923	-1.97849	-1.85987	-0.877852	-0.290384	0.175635	1.44636	-3.13908	0.181388	-1.64531	0.368098	-0.592978	-0.00703396	1.55699	-3.19009	-1.11372	-0.710096	-0.690047	-0.502273	-0.436794	-0.0831	-2.94204	0.459054	-0.535558	-0.0401601	-1.32986	1.1394	1.97493	-3.04163	-0.874201	-0.78133	-0.953424	-0.0882386	0.417402	0.70811	-2.85273	-0.01245	-0.653622	-1.02426	-0.765703	-1.34348	-0.408461	-2.56107	1.94119	0.0798555	-2.39182	0.132474	-1.01549	-1.223940e+02	5.441172e+02	4.217231e+02
750	-0.712033	0.977423	-1.12586	-1.01402	-0.279239	0.0010918	-0.109988	0.131233	0.782055	0.149418	0.197574	0.267154	0.183598	0.129402	1.21707	1.24027	1.10141	1.10136	1.11351	1.26189	-2.47327	-1.64103	0.869658	-1.42458	-1.08908	-0.166354	2.92747	-2.33401	-1.94269	-1.23939	-0.639619	-0.597494	0.795232	1.6146	-3.08309	0.328143	-1.91841	0.0968506	0.333703	1.86488	1.2551	-2.8511	-1.23168	-0.37154	-1.04789	0.0848988	1.40498	-0.281294	-2.76206	0.628328	-0.294097	0.0314457	-1.08881	1.68943	1.86049	-3.00653	-0.758546	-0.33881	-0.863899	-0.0843041	-0.117542	0.362065	-2.6821	-0.11595	-0.33544	-0.659719	-0.88256	-1.9664	-0.591262	-2.49575	2.24086	0.0893449	-2.1343	0.256321	-1.16424	-1.205272e+02	5.386858e+02	4.181585e+02
800	-0.717695	1.09193	-1.09736	-0.969002	-0.338541	0.0507421	-0.100513	0.138198	0.788982	0.168275	0.238363	0.248096	0.141681	0.118337	1.21509	1.25143	1.10642	1.1005	1.12986	1.37818	-2.53549	-1.51059	0.556543	-1.33712	-1.8404	0.28371	2.79894	-2.28665	-2.00856	-1.29292	-0.79177	0.262788	1.45282	1.23622	-3.13084	0.071953	-1.38369	0.639442	-0.76716	1.7884	1.13464	-3.00148	-1.32609	-0.603448	-0.834169	0.525328	1.51364	0.0542527	-2.98144	0.342636	-0.303281	0.3528	-1.13035	0.966276	1.71113	-3.03737	-0.966319	-0.486749	-0.699066	-0.0282311	-0.0749753	0.517893	-2.79179	-0.262284	-0.6778	-0.605126	-0.513282	-0.687441	-0.597543	-2.57964	1.68335	0.0460112	-1.99972	0.951287	-1.74526	-1.199911e+02	5.605842e+02	4.405931e+02
850	-0.732245	1.06768	-1.08423	-0.961292	-0.352618	-0.0305621	-0.0409072	0.149345	0.804514	0.184425	0.280621	0.246944	0.166495	0.257173	1.19421	1.20078	1.10084	1.10094	1.13386	1.60256	-2.58641	-1.37864	0.536447	-1.32333	-1.44635	-0.425691	2.77687	-2.29794	-1.92669	-1.11381	-0.457587	1.50485	0.255938	1.31449	-3.17581	0.0674214	-1.12125	0.58862	-0.29285	0.632591	0.98857	-2.86716	-1.34837	-0.418122	-0.378784	0.730032	-0.110765	0.0803472	-2.81418	0.285052	-0.271988	-0.0771844	-0.78911	0.957815	1.73928	-2.95344	-0.956492	-0.537634	-0.342926	0.789263	-0.633067	0.67535	-2.76722	-0.222199	-0.485296	-0.200988	-1.09925	-1.41725	-0.410356	-2.54351	1.53681	-0.035751	-2.05827	0.635163	-0.949837	-1.153426e+02	5.511158e+02	4.357732e+02
900	-0.740387	1.0938	-1.10695	-0.936903	-0.335054	-0.0491612	0.046568	0.182616	0.806586	0.188241	0.357601	0.232702	0.145986	0.146942	1.1601	1.23365	1.10628	1.10353	1.12357	1.0867	-2.45839	-1.22147	0.284525	-1.17759	-2.53494	-1.67912	2.32802	-2.38332	-1.63544	-0.881203	-0.770347	0.274267	-0.415908	1.04228	-3.10777	0.232049	-0.864989	0.162063	-0.37199	0.204172	0.924847	-2.97711	-1.08066	-0.408268	-0.761893	0.381675	-0.240449	-0.0125755	-2.86166	0.354112	-0.39863	0.121054	-0.838901	0.167993	1.58786	-2.897	-0.918362	-0.563609	-0.729758	1.18322	0.0487614	0.669293	-2.7023	-0.144269	-0.638631	-1.22307	-0.236047	-0.638141	-0.220378	-2.5807	1.60746	-0.0813015	-2.12662	1.46455	-2.27503	-1.161070e+02	5.510352e+02	4.349282e+02
950	-0.733346	1.0484	-1.1226	-0.931345	-0.380548	-0.0823456	-0.0967966	0.181223	0.797642	0.173173	0.30792	0.243177	0.442223	0.145293	1.17056	1.21545	1.10248	1.10185	1.12409	1.2795	-2.49914	-1.22899	0.405254	-1.39198	-0.407712	0.0439618	2.40789	-2.2672	-1.78726	-1.31466	-0.916796	0.620628	2.16563	1.02045	-3.01193	0.232571	-1.10503	0.855088	0.233533	0.829745	0.939093	-2.91201	-1.10044	-0.377427	-0.465105	0.172614	-0.618805	0.00885478	-2.86118	0.500435	-0.285889	0.210169	-0.370218	0.656765	1.35859	-2.99215	-0.816562	-0.560722	0.109141	0.530186	-1.17044	0.44988	-2.76495	-0.0348768	-0.625675	-0.178171	-0.191014	-0.839653	-0.475244	-2.48956	1.77016	-0.0192305	-1.86826	0.748575	-0.786215	-1.128592e+02	5.547535e+02	4.418944e+02
1000	-0.733029	1.02844	-1.12022	-0.990794	-0.374687	-0.0149523	-0.0268407	0.170839	0.777452	0.183479	0.216688	0.219763	0.222652	0.235299	1.23137	1.24123	1.11859	1.11055	1.11554	1.21093	-2.57901	-1.31775	0.76157	-1.06237	-0.920738	-0.613221	2.54837	-2.33107	-1.63921	-1.54137	-0.552541	0.315353	0.253053	1.19771	-3.13214	0.156721	-1.53014	0.862063	0.158458	0.820155	1.11449	-2.91073	-1.11992	-0.409897	-1.01819	0.44999	0.794822	-0.0190744	-2.88803	0.473124	-0.246882	0.312668	-0.84661	0.129029	1.39077	-3.08988	-0.783121	-0.590656	0.162687	-0.104157	-0.909325	0.394401	-2.69424	-0.0229939	-0.714517	-0.73159	-0.716206	-0.748258	-0.23858	-2.57008	1.85267	-0.135726	-2.26117	0.40623	-0.717755	-1.118956e+02	5.491579e+02	4.372622e+02
1050	-0.709457	0.94269	-1.12889	-1.03752	-0.344548	0.0593788	-0.0883754	0.167828	0.753615	0.182459	0.147923	0.238437	0.115624	0.190717	1.19333	1.2145	1.1044	1.10143	1.15022	1.26179	-2.49836	-1.30656	1.58462	-0.867652	-1.86056	-0.575453	2.49638	-2.27453	-1.67267	-1.86804	-0.950164	0.180246	0.996216	1.02629	-3.17183	0.2415	-1.76425	0.77183	-0.523025	0.542119	0.94291	-2.88092	-1.05982	0.179251	-0.988795	0.642631	0.535339	0.0309606	-2.92608	0.482826	-0.165224	0.373497	-2.20718	0.87889	1.40426	-2.88399	-0.686245	-0.466077	-0.213137	-0.730267	-1.39496	0.772862	-2.78812	-0.0228578	-1.10155	-0.643202	-0.818423	0.0933662	-0.613713	-2.43019	1.75911	0.690052	-2.14058	0.174014	-0.615412	-1.157534e+02	5.406495e+02	4.248960e+02
1100	-0.776543	0.777505	-1.1123	-1.03427	-0.315193	-0.0885894	-0.0302754	0.198581	0.740063	0.181539	0.166611	0.2986	0.196318	0.213762	1.25891	1.2382	1.10186	1.10465	1.13587	1.3522	-2.28793	-1.36651	1.21245	-1.19065	-0.570678	0.408628	2.32106	-2.00468	-1.77308	-1.67125	-0.884412	1.27737	0.964995	1.16911	-3.04033	0.217128	-1.2161	0.657726	0.286091	0.114624	1.08827	-2.74548	-1.09567	-0.47006	-0.896348	0.905158	0.726166	0.318779	-2.63632	0.375419	-0.347821	-0.245535	-1.07916	1.1097	1.38992	-2.98952	-0.736006	0.044741	-0.0902929	0.926388	-1.24627	0.80575	-2.65795	0.0365087	-0.724114	-1.02933	-0.651653	-0.493499	-0.190638	-2.38909	1.60804	0.536468	-1.77815	1.29433	-0.754669	-1.094911e+02	5.417244e+02	4.322334e+02
1150	-0.755616	0.694588	-1.13164	-1.02508	-0.263005	-0.115811	-0.108351	0.186661	0.730887	0.201622	0.19041	0.316765	0.211377	0.223576	1.24725	1.20302	1.10244	1.10007	1.13964	1.26787	-2.2071	-1.06417	0.874494	-1.18632	-1.11033	-0.393838	2.48389	-2.00796	-1.46429	-1.65983	-1.42528	1.35059	1.78738	0.916881	-2.76379	0.251131	-1.23864	0.108818	0.553996	0.472786	1.23356	-2.78822	-0.958943	-0.0308832	-0.989	0.732534	0.549704	0.0709734	-2.61873	0.471742	-0.0584971	-0.0441314	-0.594851	0.74949	1.45939	-2.85442	-0.638555	-0.24309	-0.370666	1.41928	-0.586394	0.847198	-2.5788	0.0271548	-0.708023	-0.795183	0.177581	-0.0500277	-0.268902	-2.35262	1.76112	0.396538	-1.80702	0.672764	-1.40384	-1.079810e+02	5.522117e+02	4.442307e+02
1200	-0.748204	0.603201	-1.12528	-1.13373	-0.263024	-0.037591	0.0194493	0.178833	0.709173	0.199893	0.130346	0.287714	0.125853	0.280684	1.20026	1.22116	1.11472	1.10094	1.13322	1.37412	-2.20224	-1.13317	2.04218	-1.23095	-0.738001	-0.591858	2.50492	-1.86282	-1.46262	-1.27926	-1.11859	0.667465	0.492914	1.22209	-2.82086	0.210367	-1.15322	-0.129255	0.734557	0.564867	1.18109	-2.64458	-0.956533	0.661212	-1.25484	0.771107	0.550787	0.218791	-2.5802	0.400445	0.626912	-0.0578844	-1.43358	0.100233	1.5443	-2.67661	-0.797407	0.48474	-0.398971	1.1419	-0.576836	0.682539	-2.37078	-0.0316013	-0.0787088	-1.02479	0.112489	-0.560134	-0.468688	-2.25812	1.63558	1.63742	-1.92569	0.911368	-1.56206	-1.070977e+02	5.548417e+02	4.477441e+02
1250	-0.725628	0.53493	-1.11368	-1.12229	-0.249125	-0.0658827	-0.0393759	0.180447	0.71198	0.213394	0.128907	0.298989	0.0499064	0.216583	1.21399	1.24715	1.10233	1.10312	1.13879	1.22315	-2.09079	-1.1717	1.82817	-1.18478	-1.02947	-0.370281	2.32602	-1.95081	-1.4205	-1.16095	-0.787147	0.579634	0.598473	0.941666	-2.85338	0.241878	-1.33095	0.282037	-0.72606	0.29029	0.759714	-2.56868	-0.871317	0.863572	-0.628663	0.909269	-0.40002	-0.102295	-2.43852	0.27984	0.786476	0.429174	-1.86853	-0.217341	1.16027	-2.5393	-0.742035	0.836551	-0.309153	0.142418	-1.31916	0.685627	-2.31275	-0.121558	-0.644003	-1.19224	-0.812138	0.198144	-0.662612	-1.97975	1.4061	1.31311	-2.095	0.932258	-0.419588	-1.022796e+02	5.359634e+02	4.336839e+02
1300	-0.727234	0.510208	-1.10771	-1.14711	-0.264895	0.0275813	-0.0373225	0.175116	0.720001	0.21817	0.142445	0.292245	0.169261	0.182263	1.19698	1.21486	1.10017	1.10044	1.12036	1.23185	-2.0207	-1.17275	2.12714	-1.32015	-1.53645	-0.371929	2.21392	-1.71492	-1.47586	-0.822103	-1.04001	-0.288884	0.607099	0.932668	-2.5425	0.0619903	-1.066	0.13614	-0.0620132	0.495946	0.910696	-2.45745	-0.986787	0.221247	-0.966598	0.379988	0.421953	-0.14732	-2.35722	0.27818	0.601252	-0.242664	-1.40078	0.371097	1.36402	-2.50151	-0.646724	-0.0361069	-0.985628	-0.460381	-0.130047	0.52737	-2.35512	-0.0699197	0.318028	-0.836564	-0.672961	-0.24269	-0.392058	-2.12826	1.39705	1.31003	-1.87278	0.997472	-1.65152	-9.981663e+01	5.533957e+02	4.535791e+02
