iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
500	-0.541218	-0.975636	-1.82106	-1.12791	-0.370447	-0.111632	-0.228129	0.122737	0.271592	0.239475	0.106593	0.161581	0.199448	0.133115	1.20987	1.23182	1.10022	1.10229	1.12869	0.325701	-0.0731706	1.92426	2.8579	-1.07575	-0.752053	0.385132	1.92413	0.580225	1.62706	-1.18355	-0.540528	0.957014	0.97335	-0.241986	-1.27397	3.07284	-1.28598	0.728948	0.322855	1.93132	-0.0874257	-1.17057	1.98291	0.779656	-0.406871	0.839588	1.15655	-1.65988	-0.943918	3.29114	1.03351	0.719869	-0.993963	1.44508	0.443705	-1.30559	2.28607	0.301482	0.660315	1.40214	-0.331902	-0.502807	-0.817359	2.86234	0.0694657	-0.610179	0.400916	0.652377	-2.04875	-0.0367174	4.34279	1.66528	-2.8645	0.580617	-0.490413	-1.107675e+02	5.551212e+02	4.443537e+02
550	-0.531002	-0.989671	-1.81193	-1.10245	-0.399912	-0.0790273	-0.0446171	0.130189	0.302913	0.237346	0.0841558	0.224599	0.178828	0.222373	1.18423	1.21393	1.10795	1.10322	1.11078	0.0523506	0.178714	1.88887	2.85401	-1.12396	-1.07516	-0.261611	1.75251	0.351432	1.66553	-2.12905	-0.538612	1.01309	-0.139147	-0.426181	-0.917321	3.03104	-1.85781	0.803033	0.319186	0.509629	-0.202959	-0.956803	2.03163	0.411093	-0.433056	1.14832	0.080681	-1.36726	-0.811367	3.28834	0.606853	0.154965	-1.14304	0.551097	0.288688	-1.13062	2.30912	0.124711	0.0703193	0.774573	-0.749899	-0.891233	-0.595883	2.88961	0.146692	-0.151563	-0.0615484	-1.33812	-1.97737	0.0639695	4.25399	1.66505	-1.96209	1.23058	-1.1198	-1.067523e+02	5.623780e+02	4.556257e+02
600	-0.529865	-1.00174	-1.82934	-1.10992	-0.414979	-0.0055072	0.00299398	0.137256	0.33863	0.242522	0.100833	0.208402	0.156262	0.0852485	1.1744	1.19991	1.10545	  1.1	1.11513	0.070271	0.0330682	1.91146	2.6919	-0.74268	-1.04895	-1.93991	1.64243	0.355115	1.62573	-1.51845	-0.14626	1.10985	-0.231475	-0.142728	-1.19051	3.16241	-1.67694	0.726192	-0.892016	0.116515	-0.144844	-0.761827	2.14272	0.219513	-0.693752	0.0103831	0.176704	-1.53643	-0.696662	3.29664	0.106994	0.540672	-1.75831	0.29435	0.279676	-0.83257	2.3181	-0.154115	-0.325	0.00255764	-1.91772	-0.720876	-0.323778	2.8816	0.26053	-0.363433	-0.936762	-2.52713	-1.99767	0.232292	4.19387	1.39615	-2.111	1.33304	-1.7483	-1.112479e+02	5.567139e+02	4.454660e+02
650	-0.542667	-1.02257	-1.82519	-1.10196	-0.431572	-0.02	-0.0423342	0.136687	0.322678	0.243195	0.166587	0.176179	0.126942	0.169461	1.20511	1.21326	1.10296	1.10099	1.12392	0.0574732	0.31295	1.89326	1.59259	-0.930091	-1.33482	-0.693874	1.67829	0.647989	1.64268	-1.21078	-0.415082	0.378388	0.773777	0.00108904	-0.827502	2.9988	-1.57026	0.437608	-0.445329	1.32302	-0.299589	-0.829983	2.03469	0.466593	0.35523	1.15756	-0.480018	-1.36189	-0.807362	3.24732	0.353433	0.954763	-1.44363	0.368532	0.455972	-0.972171	2.25607	0.055522	0.0609789	1.25182	-0.595979	-0.607014	-0.488026	2.83426	0.0444689	-0.403046	-0.0729702	-1.09749	-1.84614	0.14837	4.18472	0.721269	-2.20002	2.37219	-1.09779	-1.030158e+02	5.589070e+02	4.558913e+02
700	-0.50391	-0.999276	-1.80083	-1.1473	-0.41092	-0.168406	-0.0313721	0.117132	0.242656	0.241857	0.195404	0.263514	0.124889	0.134573	1.19571	1.21192	1.10727	1.10048	1.15211	0.0242664	0.145946	1.85362	1.44581	-1.01153	-0.389047	0.242085	1.65659	1.31349	1.58951	-0.901861	-0.49147	1.30439	0.774188	-0.251859	-1.74343	2.97386	-0.814851	0.974247	0.204322	0.832496	-0.749939	-0.852905	1.91142	0.439957	-0.378936	1.4034	0.739839	-1.85689	-0.802005	3.13839	0.594789	0.308526	-0.301063	1.08392	0.092678	-1.13859	2.25357	0.256251	-0.224092	1.35673	-0.50384	-0.984552	-0.427856	2.72808	0.0809565	-0.473517	1.07523	-0.534514	-2.50275	0.411545	4.1542	0.762586	-1.75784	2.01943	-1.57276	-1.034965e+02	5.546953e+02	4.511987e+02
750	-0.500521	-1.04114	-1.80082	-1.11074	-0.39232	-0.0709893	-0.11646	0.125134	0.263415	0.243779	0.142389	0.24216	0.111755	0.183471	1.18179	1.25136	1.10125	1.1068	1.12454	0.0885726	0.107797	1.8009	1.84082	-0.902211	-0.948607	0.528405	1.56068	0.910117	1.5973	-0.989242	-0.809634	1.23638	0.514691	-0.49555	-1.18416	2.91374	-1.1464	0.737649	0.609959	0.851648	-0.460602	-0.787349	2.02991	-0.130949	-0.476104	1.15147	0.45274	-1.76284	-0.762027	3.14648	0.482795	0.438191	-1.05172	0.679452	-0.038957	-0.544736	2.20351	-0.101225	-0.460215	0.622168	-0.380112	-0.651989	-0.638529	2.70254	-0.304318	-0.210313	-0.167961	-0.176552	-2.42246	0.37873	4.10625	1.06807	-1.84846	1.18465	-1.03884	-9.834930e+01	5.470845e+02	4.487352e+02
800	-0.488918	-1.04779	-1.80471	-1.02586	-0.443187	-0.098392	-0.0666268	0.142616	0.244726	0.249604	0.217007	0.240729	0.193276	0.114717	1.2038	1.22162	1.10536	1.10379	1.13331	-0.0484572	0.164913	1.84766	0.981868	-0.83184	-0.984344	-0.176289	1.36142	1.13537	1.50402	-1.40587	-0.455082	1.21134	1.84222	-0.477095	-1.40067	2.8902	-1.13103	1.45563	0.119178	0.400424	-0.46475	-0.83463	1.88988	-0.277016	-0.475815	1.4453	0.812068	-1.75779	-0.791048	3.102	0.0935193	0.577946	-0.928706	1.36367	0.0522957	-1.17369	2.14643	-0.506888	0.160138	1.17037	-0.0569027	-0.687201	-0.646114	2.6805	-0.572336	-0.258013	0.352241	0.0765156	-2.03125	0.259297	4.08107	0.192781	-1.72727	0.930566	-0.853279	-9.914873e+01	5.604952e+02	4.613465e+02
850	-0.471379	-1.10149	-1.78755	-1.07766	-0.493749	-0.0267155	0.00331396	0.144505	0.21132	0.247145	0.149401	0.211155	0.14828	0.0959538	1.22504	1.22378	1.1046	1.1009	1.12563	-0.229377	0.717569	1.80214	1.34692	-0.997033	-0.73224	0.593284	1.19755	0.956313	1.50138	-1.70684	-0.320638	0.0495677	2.07018	-0.504296	-1.36611	2.87128	-1.43614	1.0467	0.0934078	0.650358	-0.578866	-0.536151	1.94709	-0.148133	-0.703329	0.354026	0.997067	-1.915	-0.798116	3.10071	0.174352	1.40392	-1.75788	0.287153	0.0557584	-1.10211	2.13746	-0.311615	-0.0859886	-0.270264	-0.686189	-0.706823	-0.537587	2.74281	-0.350902	-0.739268	-0.525033	-0.582698	-2.14576	0.880888	3.96002	0.488808	-1.77769	0.998772	-1.23385	-9.983490e+01	5.463229e+02	4.464880e+02
900	-0.491218	-1.09764	-1.76602	-1.04781	-0.494572	0.0276648	-0.117166	0.120473	0.221893	0.237651	0.167491	0.162705	0.194259	0.162765	1.17716	1.21585	1.10225	1.11307	1.11022	-0.0449983	0.427724	1.78018	1.23232	-0.928795	-1.46157	0.360304	1.66106	1.07179	1.50179	-1.48712	-0.954361	-0.165255	0.80616	-0.316458	-1.49619	2.90087	-1.85558	1.59893	-0.9535	1.4626	-0.34851	-1.10691	1.94287	-0.274481	-0.0846134	0.379858	1.35368	-1.86564	-0.519297	3.00647	0.0910032	0.997809	-1.0222	1.18031	0.297172	-1.10757	2.12384	-0.346875	0.542405	0.458773	-0.349648	-1.13779	0.0186454	2.69618	-0.415582	-0.4573	-0.620776	-0.0972535	-2.48276	0.603866	4.06244	0.402264	-2.13428	0.915754	-1.63723	-1.033735e+02	5.527651e+02	4.493916e+02
950	-0.490651	-1.15904	-1.75408	-1.07242	-0.452605	0.047609	-0.13131	0.14337	0.186627	0.227405	0.110228	0.174745	0.116415	0.207705	1.17616	1.17884	1.10562	1.10073	1.1219	-0.324098	1.18451	1.71986	2.17591	-0.348633	-1.43814	-0.532087	1.33582	2.10917	1.49267	-2.51783	-0.594755	0.375963	1.24552	-0.497678	-0.970714	2.88429	-1.5501	1.13265	0.417072	1.25448	-0.650898	-0.0482804	1.84351	-0.307257	-0.786671	0.358865	0.923893	-1.40836	-0.439964	3.14077	-0.540967	0.566048	-1.45519	1.81118	-0.0634461	-0.460812	2.13892	-0.200736	-0.367852	0.0588136	0.439034	-0.878684	-0.0188514	2.72362	-0.161551	-0.381464	-1.31947	-0.734328	-2.32403	1.06875	4.17457	1.06645	-2.18045	1.12224	-1.1438	-1.063921e+02	5.478312e+02	4.414391e+02
1000	-0.504238	-1.20622	-1.71267	-1.10715	-0.493016	0.125031	-0.0719161	0.145954	0.192191	0.226807	0.142977	0.169715	0.265324	0.190056	1.22505	1.24232	1.10524	1.1038	1.12887	0.0359986	1.2423	1.59778	1.94135	-0.687977	-0.712605	-0.251474	1.3871	2.03847	1.27513	-1.28148	-0.785605	-0.252943	0.697008	-0.301266	-1.22057	2.85234	-1.36797	1.43868	-0.81004	1.28042	-0.505259	-0.414318	1.76743	0.196814	0.0541392	-0.137647	-0.19565	-1.47583	0.106732	2.9568	0.302968	0.716839	-1.44329	1.32185	-0.00584469	-0.444939	1.96447	0.0537666	0.595094	-0.345878	-0.786017	-0.939413	-0.00758374	2.63246	-0.0252707	0.485302	-0.933749	-0.86999	-2.09078	1.31868	4.04418	1.06711	-2.12934	0.0450938	-1.43671	-9.929324e+01	5.560101e+02	4.567168e+02
1050	-0.538594	-1.18218	-1.69988	-1.11598	-0.443423	0.0713008	-0.178576	0.143662	0.342809	0.224925	0.152975	0.149902	0.15651	0.209751	1.21109	1.23691	1.10188	1.10066	1.14679	-0.051977	0.893632	1.47377	1.64197	-1.28177	-1.4588	-0.175181	1.74459	1.22271	1.21264	-1.74974	-1.85187	0.137472	2.08432	-0.0349492	-0.309522	2.66315	-1.16892	0.731094	-0.0765592	1.64404	-0.331145	-0.181797	1.71214	0.313727	-0.340231	0.176205	0.455384	-1.49531	-0.0412064	2.87225	0.410024	0.985813	-1.93174	1.09988	0.329357	-0.21628	1.86744	0.297012	-0.00813231	0.0944725	0.532835	-0.537856	0.225997	2.48165	0.130725	-0.582236	-0.990539	0.754911	-2.18372	0.719525	4.02674	1.33884	-2.60653	0.220771	-1.273	-1.012458e+02	5.495356e+02	4.482898e+02
1100	-0.543042	-1.19849	-1.69704	-1.1215	-0.409347	0.0181361	-0.192773	0.123173	0.311537	0.230092	0.156807	0.159084	0.13498	0.193172	1.20047	1.20496	1.11207	1.10278	1.12905	0.227588	0.568297	1.45995	2.03154	-1.01239	-1.05685	0.335763	1.99664	1.23897	1.2008	-1.2393	-1.07481	0.000452745	1.97829	-0.159735	-0.369517	2.64371	-1.41049	1.12941	-0.0472875	1.37891	-0.295967	-0.127134	1.55567	0.402685	-0.519154	0.578502	1.13843	-1.43208	-0.0817011	2.85385	0.351508	0.561729	-2.13834	1.3978	0.586185	-0.428747	1.85995	0.155368	0.0255178	0.0703621	0.520597	-0.394965	0.0606724	2.41254	-0.346243	-0.683211	0.326565	0.769916	-2.39637	0.71284	3.98029	1.28354	-2.61406	-0.284205	-1.39525	-9.993674e+01	5.568763e+02	4.569396e+02
1150	-0.540766	-1.17389	-1.68102	-1.11524	-0.458909	-0.0413363	-0.0660648	0.115809	0.269235	0.228497	0.197584	0.172673	0.12813	0.0574442	1.20109	1.22829	1.10555	1.10025	1.11184	0.363428	0.850484	1.49383	1.09767	-1.15776	-0.809817	0.546353	1.83666	1.26863	1.22512	-0.77753	-0.405897	1.25903	1.5229	-0.210357	-0.774544	2.68941	-0.85294	1.78141	-0.511387	-0.769506	-0.286757	-0.324737	1.44592	0.491885	0.544903	1.41401	-0.923642	-1.71571	-0.19916	2.81068	0.579187	1.54829	-1.21295	-0.761792	0.582043	-0.598913	1.79854	0.121548	0.388181	1.05639	-1.09575	-0.727949	0.0937615	2.43005	-0.0567693	-0.616353	-0.381565	0.199581	-2.20082	0.715329	3.87337	0.574442	-2.33333	1.62524	-1.76996	-9.754230e+01	5.466439e+02	4.491016e+02
1200	-0.516818	-1.12824	-1.66605	-1.15242	-0.406128	-0.0431344	-0.125382	0.128147	0.21334	0.225405	0.149514	0.217053	0.166521	0.196667	1.19583	1.23089	1.12552	1.1002	1.11088	-0.185929	0.837383	1.36202	2.14522	-0.82844	-1.11064	-0.161456	1.73097	1.73801	1.1533	-0.96222	-1.009	0.492815	1.92252	-0.0749608	-1.42627	2.60392	-0.980483	0.772119	0.222085	1.12695	-0.468904	-0.514215	1.61801	0.199681	-0.637028	0.324484	0.257449	-1.99021	-0.339677	2.79071	1.00514	0.802206	-0.857998	0.374117	0.365007	-0.935409	1.8364	0.000913492	-0.125124	0.673981	-0.116686	-0.670854	-0.383186	2.40774	0.0683278	-0.641907	-0.345037	0.0888539	-2.36896	1.00416	3.83029	0.686364	-1.9574	0.561513	-0.538864	-9.439783e+01	5.550946e+02	4.606968e+02
1250	-0.495954	-1.06891	-1.65372	-1.20972	-0.352069	0.114017	-0.119296	0.169328	0.198968	0.22253	0.161514	0.230861	0.148743	0.15993	1.18252	1.22496	1.1027	1.10081	1.11997	-0.169299	0.594579	1.30925	2.42696	-0.910669	-1.80896	-0.905713	1.13002	1.49639	1.10444	-0.548675	-0.911377	-0.641409	1.18708	-0.290727	-2.10787	2.61946	-0.205049	0.922507	-1.14636	0.381246	-0.320727	-1.29945	1.48344	0.526607	-0.580488	-0.245954	0.521029	-1.07642	-0.858577	2.68565	0.565853	-0.0104505	-1.69808	1.64384	0.0760277	-1.36672	1.70758	0.587871	-0.0585646	-0.0856056	-0.587557	-0.490195	-0.608322	2.33838	0.154066	-1.26396	-1.5256	0.506551	-1.84293	0.566662	3.79528	1.2914	-2.18483	0.222736	-0.957217	-9.703414e+01	5.523757e+02	4.553416e+02
1300	-0.51375	-1.056	-1.65546	-1.1679	-0.41398	0.0370793	0.0173677	0.195929	0.171916	0.227265	0.141361	0.238205	0.117716	0.213545	1.18834	1.21858	1.10175	1.10195	1.11124	0.0805835	0.355653	1.2983	2.69742	-0.469619	-1.00991	-1.39346	1.10503	1.47966	1.00316	-0.991456	-0.660048	0.0686002	0.312251	-0.29054	-1.7378	2.52503	-0.819473	0.979385	-0.742539	-0.288039	-0.227776	-1.13902	1.44006	0.438364	-0.579351	0.230565	0.345394	-1.22744	-0.819045	2.69838	0.773121	0.558376	-2.23253	0.42992	0.292026	-1.02759	1.71187	-0.176076	-0.506834	-0.111001	0.13756	-0.542548	-0.477869	2.33111	0.743509	-0.453568	-1.2241	-0.990483	-1.56919	1.19563	3.70172	1.66068	-1.71186	0.689447	-2.12683	-9.509217e+01	5.556869e+02	4.605947e+02
