iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkufrac(1)	M_lnkumet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkufrac(1)	SD_lnkumet(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkufrac(1.1)	lnkumet(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkufrac(1.2)	lnkumet(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkufrac(1.3)	lnkumet(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkufrac(1.4)	lnkumet(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkufrac(1.5)	lnkumet(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkufrac(1.6)	lnkumet(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkufrac(1.7)	lnkumet(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkufrac(1.8)	lnkumet(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	LnPrior	LnData	LnPosterior
14900	-0.630279	-1.11496	-1.23526	-1.08035	-0.647591	-0.0718859	0.037229	0.195559	0.219692	0.154174	0.11303	0.246624	0.129242	0.222275	1.21726	1.21568	1.11061	1.10123	1.10708	0.539639	0.427829	-0.809357	2.22172	0.310322	-0.825942	-1.27889	1.6759	1.61366	-1.29945	-1.70551	0.69996	1.35533	0.0934812	0.496434	-1.6135	1.12975	-1.79395	1.50945	0.198126	0.490988	0.403337	-0.80028	-0.497261	-0.365199	0.47903	0.853331	0.621696	-0.442531	-0.520656	1.16351	0.0324226	1.45106	-0.528992	0.392851	0.688727	-1.04437	-0.11777	-0.347534	0.789659	0.988033	-1.02518	0.121749	-0.265985	0.613969	-0.106903	0.610641	-0.33693	-0.851321	-1.02903	1.0576	2.86729	1.12364	-0.868295	0.591046	-1.71107	-7.889953e+01	5.515345e+02	4.726350e+02
14950	-0.608468	-1.08256	-1.23766	-1.08408	-0.633094	-0.119678	-0.0190377	0.173729	0.204308	0.154333	0.191067	0.264568	0.109858	0.172676	1.20282	1.24296	1.11958	1.10579	1.10193	0.49256	0.598594	-0.766207	1.30338	0.327532	-1.16072	-0.465967	1.80313	1.18814	-1.10103	-1.24705	-0.438657	0.682858	1.99055	0.42724	-1.49777	1.11198	-1.36793	1.62512	0.748712	-0.371436	0.316406	-0.920532	-0.357252	-0.145641	-0.257791	0.782029	0.82164	-0.724496	-0.431273	1.27524	0.0678916	1.18649	-0.769242	0.34377	0.669389	-0.865586	-0.0544024	-0.273706	0.817808	1.03038	-1.01715	-0.185482	-0.155381	0.70383	-0.289105	0.405381	-0.161696	-0.419184	-1.2429	0.918733	2.85822	0.568744	-0.746013	1.42025	-2.01027	-7.663883e+01	5.460187e+02	4.693799e+02
15000	-0.634956	-1.02678	-1.26776	-1.10047	-0.554246	0.0100913	0.0465733	0.169511	0.229727	0.17029	0.189365	0.328377	0.0954614	0.156888	1.17972	1.20892	1.10904	1.10197	1.14702	0.676213	0.665795	-0.505056	1.16727	-0.656726	-2.15325	0.099662	1.8842	0.702535	-0.807529	-0.901495	0.0730406	0.296171	0.318237	0.273889	-1.49522	1.11624	-0.874009	1.00699	-0.846461	-0.060369	0.366551	-0.898738	-0.246552	0.238113	-0.166377	0.536225	0.0240918	-0.587283	-0.934657	1.42154	0.187848	0.49061	-2.1708	0.575453	0.928239	-1.23059	-0.0148854	-0.0197396	0.471205	0.770274	-1.44563	0.023281	-0.617192	0.841903	-0.0117573	0.385173	-0.828101	-1.85475	-0.95317	0.12598	2.79841	0.791861	-0.901159	0.796621	-2.08327	-7.723977e+01	5.582823e+02	4.810425e+02
15050	-0.62754	-1.00778	-1.26037	-1.06849	-0.586221	-0.00309853	-0.0903501	0.177017	0.218365	0.168448	0.188779	0.304379	0.15999	0.201	1.20346	1.22398	1.10208	1.10472	1.11406	0.591048	0.0120982	-0.545841	1.3353	0.0500406	-1.68177	-0.507245	1.72614	0.927379	-0.992082	-1.0578	0.446626	-0.0262925	0.244174	0.494137	-1.38026	0.938688	-1.28051	1.16935	0.25478	0.779235	0.570153	-1.08695	-0.219897	-0.676807	-0.262132	0.274743	1.28783	-0.709898	-0.89944	1.26416	0.0290575	1.05004	-1.32961	0.773199	0.918504	-1.49424	0.0735707	-0.310559	0.25015	0.0203137	-0.162766	-0.0544984	-0.406863	0.692141	-0.155081	0.500682	-0.886461	-0.640937	-0.962751	0.258378	2.70675	0.553334	-0.846871	1.04903	-0.904322	-7.250405e+01	5.551881e+02	4.826840e+02
15100	-0.623221	-0.90726	-1.26166	-1.0794	-0.634584	0.0736413	0.0144734	0.20495	0.192115	0.159524	0.195962	0.25524	0.13331	0.23123	1.22072	1.21534	1.10233	1.10009	1.1247	0.505172	-0.117572	-0.679036	1.46776	-0.30739	-2.23139	-0.532764	1.47655	0.939181	-1.13354	-1.25577	0.0348984	0.321422	0.276683	0.22275	-2.259	0.979522	-1.00601	1.76317	-0.70945	0.123438	0.280464	-1.85716	-0.41456	-0.0446028	0.304663	0.32805	0.317061	-0.676219	-1.37153	1.35694	0.366805	1.29456	-2.08059	0.190521	0.824842	-2.13148	-0.169092	-0.122016	0.74236	0.749269	-0.241005	0.100578	-1.34474	0.839919	-0.56271	0.255402	-1.32206	-0.212488	-0.959858	0.159402	2.74016	0.542068	-0.877105	0.832454	-1.15242	-8.067301e+01	5.524040e+02	4.717310e+02
15150	-0.591716	-0.900712	-1.2511	-1.09254	-0.636165	0.12219	-0.0375076	0.191608	0.245535	0.156764	0.172199	0.308645	0.136738	0.22234	1.21371	1.20882	1.10728	1.10101	1.12436	0.33162	0.0138781	-0.743868	1.65947	-0.208371	-2.56224	-0.0568557	1.47794	0.457835	-1.06812	-1.21863	0.295794	-0.609939	0.555252	0.152232	-1.92272	1.12433	-1.10966	1.341	-2.02269	0.565055	0.161957	-1.45769	-0.503254	0.183827	0.603964	0.0848831	-0.258621	-0.880164	-0.977041	1.26016	0.418772	1.10391	-2.44523	0.452801	0.522478	-1.67058	0.0296214	0.00503472	0.654786	0.0985478	-0.279108	-0.134503	-1.1251	0.827902	-0.482383	0.153392	-2.03984	0.0670649	-1.27582	-0.197422	2.93731	1.08886	-0.591529	0.291854	-1.99862	-8.399721e+01	5.561364e+02	4.721392e+02
15200	-0.570895	-0.914348	-1.24456	-1.11877	-0.630557	0.060948	0.0149972	0.199227	0.309668	0.146054	0.217147	0.267715	0.144836	0.19122	1.22905	1.20202	1.10444	1.1005	1.11225	0.28947	0.0377408	-0.907936	1.18211	-0.118789	-1.19247	-0.227084	1.30469	0.273761	-1.10909	-0.905059	0.00182807	-0.511864	0.431977	0.269315	-1.51699	1.03446	-0.829789	1.17793	-0.411843	1.21361	0.18391	-1.27532	-0.673796	0.31904	0.387515	1.03886	0.134877	-0.835936	-1.02929	1.37576	0.551094	1.53863	-2.13812	0.0234477	0.432297	-1.1841	-0.0453287	-0.00501645	0.814062	-0.0354678	-0.628426	-0.220546	-0.709924	0.683056	-0.0417724	0.514585	-0.607639	-0.791699	-0.900238	-0.203223	2.92326	0.556926	-0.702777	1.39252	-1.61023	-7.489611e+01	5.561416e+02	4.812455e+02
15250	-0.578534	-0.839069	-1.24315	-1.12137	-0.631753	-0.0262332	-0.102637	0.232651	0.298237	0.144858	0.205597	0.158742	0.189016	0.176977	1.23693	1.19912	1.10139	1.10483	1.11144	0.253915	-0.487372	-0.724123	1.62642	-0.316036	-0.69429	-0.201901	1.19589	0.236729	-1.18299	-1.14202	0.211409	0.195466	1.28598	0.190824	-1.91097	1.07141	-0.944142	1.98837	0.47524	1.67333	0.0571734	-1.22976	-0.533992	0.297992	0.197266	0.75798	1.03282	-0.798763	-1.20987	1.44918	0.482971	2.2184	-1.3272	0.146811	0.443035	-1.41377	-0.168325	-0.0540595	0.883468	0.22794	0.00876392	-0.128593	-1.1522	0.843951	0.018089	0.912431	-0.232602	-0.385193	-1.10232	-0.0495469	2.95648	0.654386	-1.26783	0.706473	-1.16111	-7.856556e+01	5.562259e+02	4.776603e+02
15300	-0.586581	-0.86744	-1.28061	-1.05844	-0.632526	0.0541341	-0.216292	0.211531	0.307458	0.144441	0.155101	0.209466	0.175751	0.248925	1.19911	1.2473	1.11512	1.10236	1.12507	0.430415	-0.163535	-0.615816	1.318	-0.443048	-1.48914	0.583983	1.26462	0.560931	-1.14962	-1.57565	0.373486	0.778004	1.88109	0.0858214	-1.54825	1.40091	-1.48231	1.80687	-0.544426	1.4867	-0.000911887	-1.48965	-0.22597	0.160477	0.725563	0.172834	0.106213	-0.795608	-0.937211	1.60421	0.0389271	1.64498	-1.41162	0.819305	0.386071	-1.37707	0.244412	-0.622844	0.834872	-0.252708	0.349873	-0.0791148	-1.24716	1.12333	-0.238704	0.553019	-1.16921	0.189742	-1.08545	-0.282471	3.18855	0.499548	-0.874215	1.23413	-0.712778	-8.126578e+01	5.442006e+02	4.629348e+02
15350	-0.574678	-0.929444	-1.3061	-1.05962	-0.64573	-0.0212585	-0.144117	0.190325	0.246985	0.154375	0.213327	0.233515	0.124902	0.121791	1.18729	1.24931	1.10311	1.10007	1.13052	0.275087	-0.0135352	-0.318648	1.15362	0.326149	-1.96577	-0.0234268	1.40751	0.32944	-0.670348	-1.09417	0.523881	0.399526	0.412176	-0.205983	-1.63036	1.57604	-0.928416	1.96599	-0.687256	0.43511	-0.077274	-1.25758	-0.0634403	0.089716	0.47876	0.150254	-0.0877528	-1.01897	-0.985739	1.60266	0.211479	1.87211	-1.53162	0.527903	0.411304	-1.53404	0.347047	-0.207505	1.0406	0.445616	-0.675576	-0.0517587	-1.00831	1.16111	-0.473285	0.249097	-0.622426	0.166841	-1.14008	0.0256939	3.24255	0.219168	-1.01468	0.658826	0.846533	-7.655020e+01	5.491307e+02	4.725805e+02
15400	-0.529101	-0.976878	-1.32569	-1.07689	-0.620067	-0.125054	0.00858173	0.17819	0.250322	0.157198	0.169041	0.156001	0.111953	0.149116	1.20058	1.18847	1.12231	1.10023	1.11363	0.184383	0.167967	-0.169824	1.35868	-0.615024	-0.554011	-0.189021	1.23074	0.814443	-0.635444	-1.38745	0.190118	1.77252	0.839363	-0.168927	-1.69529	1.64707	-1.40309	2.73312	0.190888	0.389791	-0.0596186	-1.16343	0.0330433	0.0282051	0.363399	0.562339	0.385653	-1.17361	-0.99	1.8015	0.162571	1.78874	-0.758325	0.874688	0.336588	-1.12354	0.330924	-0.278924	0.817883	1.35244	-0.446777	-0.262431	-0.689449	1.20196	-0.564771	0.163444	0.815414	-0.00681071	-1.76709	0.0731208	3.40379	0.864523	-1.46574	1.83977	-1.71987	-8.349501e+01	5.542209e+02	4.707259e+02
15450	-0.534485	-1.03399	-1.307	-1.08697	-0.626643	0.0154956	-0.0883742	0.16065	0.199933	0.162134	0.147662	0.133199	0.156665	0.288127	1.23272	1.19093	1.1003	1.10151	1.14634	0.0782123	0.723775	-0.272553	1.42882	-1.00661	-1.56416	0.242214	1.46209	1.49368	-0.750533	-1.39287	-0.522354	0.793559	1.25289	0.0367649	-2.10987	1.31954	-1.22387	3.23259	0.539968	1.12086	-0.0935043	-0.943761	-0.137982	-0.176919	0.45763	0.620228	0.814124	-1.09236	-0.886463	1.58261	-0.0871277	1.42494	-1.13074	1.25955	0.193142	-1.29598	0.218055	0.156007	2.00798	-0.146235	-0.279253	-0.416072	-0.951985	1.02317	-0.0872642	0.726234	-0.415497	-0.0910408	-1.62909	0.627084	3.13925	0.693595	-1.63624	0.535052	-0.808118	-8.539443e+01	5.506545e+02	4.652601e+02
15500	-0.538418	-0.981805	-1.31349	-1.0731	-0.647785	-0.03567	-0.0981787	0.181818	0.209016	0.16223	0.128234	0.201752	0.396469	0.181374	1.1989	1.22164	1.10091	1.10479	1.13256	-0.0420981	0.248022	-0.298934	2.00892	0.394069	-0.440318	-0.282602	1.33367	0.720381	-0.645758	-1.53745	0.419879	-0.0294332	0.565365	-0.219598	-2.12897	1.52794	-1.45738	2.51265	-0.0447337	0.307827	-0.0346914	-1.3167	0.00742265	-0.184299	0.111097	0.204605	1.14857	-1.03993	-1.17763	1.74181	0.029315	2.26745	-0.696604	0.27762	0.292535	-1.59472	0.400201	-0.00243675	1.14631	-0.0100124	-0.944507	-0.250761	-1.13678	1.06891	-0.499529	1.11191	0.135189	-1.11954	-1.52108	0.0654898	3.1464	0.950097	-1.0074	0.290896	-1.52319	-8.389263e+01	5.525467e+02	4.686540e+02
15550	-0.549105	-1.01231	-1.32615	-1.13615	-0.632637	0.104391	0.00788336	0.185568	0.218142	0.16383	0.166713	0.190676	0.226176	0.106418	1.19426	 1.21	1.10234	1.10271	1.11262	0.14026	0.473162	-0.228133	1.72785	-0.126062	-1.11611	-1.25319	1.26742	1.681	-0.711871	-1.11046	0.226602	0.418509	1.94294	0.0256388	-1.70292	1.46812	-0.80939	2.49235	-0.985153	0.777431	0.0303727	-0.854108	0.102903	0.30445	-0.226055	-0.231742	1.51517	-0.945823	-0.542635	1.64533	0.480848	1.3708	-1.36625	1.80747	0.566813	-1.37234	0.352685	0.125457	1.14232	0.133276	-1.09273	-0.378499	-0.679653	1.05036	-0.157482	0.776826	-0.524356	-1.07947	-1.56894	0.505099	3.15721	1.18232	-1.15242	0.281665	-2.20872	-8.561037e+01	5.516145e+02	4.660041e+02
15600	-0.534365	-1.10284	-1.3118	-1.11652	-0.563529	0.0732966	-0.0925265	0.193315	0.268373	0.165225	0.11208	0.246367	0.121475	0.134945	1.18912	1.2531	1.11294	1.10197	1.1076	-0.0169858	0.693495	-0.205343	 2.71	-0.35861	-2.3234	-0.599454	1.17563	1.07179	-0.591424	-1.85864	0.0123226	-0.294441	1.39244	-0.0412541	-1.23192	1.4095	-1.44847	1.81448	-0.418792	0.196176	0.0095764	-0.864292	0.00803443	0.135807	0.585829	0.284324	0.812622	-0.975494	-0.436405	1.622	0.813256	1.09009	-2.34699	0.968705	0.273722	-0.550932	0.241419	-0.517938	0.140785	-0.444364	0.587105	-0.444675	-0.175196	1.08249	-0.503655	0.133768	-1.20301	-0.593488	-1.40937	0.81993	3.02977	0.993162	-1.14407	1.16267	-0.541779	-8.198403e+01	5.553457e+02	4.733617e+02
15650	-0.562593	-1.09196	-1.31367	-1.04784	-0.437751	-0.0554985	-0.244439	0.189303	0.176466	0.169547	0.121563	0.252617	0.118414	0.264645	1.18901	1.21843	1.10325	1.1101	1.12095	0.204206	0.535886	-0.235366	1.71675	-0.419874	-1.5076	0.0241666	1.42264	1.50302	-0.542806	-2.36637	-0.221458	0.187137	1.07924	0.0635489	-2.00548	1.3841	-1.80692	1.41314	0.911169	0.440389	0.126907	-1.12751	-0.0112573	-0.488378	-0.29558	1.35968	1.12006	-1.10452	-0.52351	1.62315	-0.231963	0.694861	-1.86922	0.862023	0.370153	-1.29413	0.270038	-0.338289	0.408023	0.662578	-0.0499498	-0.574916	-0.0188788	1.13439	-0.419242	-0.137544	-1.11055	-0.0615219	-1.33791	0.579756	3.07645	0.621923	-1.35766	1.18113	-0.365671	-8.138057e+01	5.485124e+02	4.671318e+02
15700	-0.560604	-1.09976	-1.28604	-1.00253	-0.505416	-0.0340983	-0.0747915	0.204135	0.160149	0.161087	0.198033	0.251785	0.175574	0.188709	1.22886	1.2395	1.1111	1.10008	1.102	0.118645	0.74194	-0.267969	0.901054	-0.447659	-1.84438	-0.674205	1.27609	2.24035	-0.755108	-1.62089	-0.671168	0.148146	1.41356	0.0180589	-1.75662	1.27368	-1.48728	1.09001	-0.105466	1.25902	0.00904458	-0.614554	-0.232344	-0.231419	-0.0188561	1.18936	0.175196	-0.856625	-0.421608	1.45688	-0.168555	0.748799	-0.915919	1.10767	0.51005	-1.51476	-0.034829	-0.722325	0.193195	0.907357	0.127578	-0.223787	-0.513888	1.06419	-0.731195	-0.397261	-0.783057	-0.0540901	-1.08309	0.744751	2.98989	-0.000943448	-1.31992	1.72812	-1.24309	-7.881049e+01	5.541022e+02	4.752917e+02
15750	-0.558064	-1.10576	-1.29371	-0.975708	-0.476946	-0.133353	-0.0937871	0.174931	0.197446	0.170986	0.23481	0.249351	0.153923	0.122604	1.18276	1.24374	1.10576	1.10054	1.12757	0.0739842	0.94962	-0.322287	0.452161	-0.920956	-0.690992	0.0842363	1.44552	1.19164	-0.791445	-1.26213	0.0135759	1.37595	-0.188936	-0.139846	-1.50785	1.30636	-1.26371	1.3371	0.391962	-0.0533915	0.0232561	-0.861853	-0.0707653	-0.360032	-0.269226	1.38111	0.658459	-1.09649	-0.182407	1.45382	-0.233371	0.730564	-0.857538	0.362902	0.3837	-1.08255	0.186257	-0.527507	0.255588	0.851494	0.524101	-0.265799	-0.383011	0.905387	-0.464855	-0.19036	0.631308	-0.436118	-1.45437	0.837729	2.89788	-0.0404889	-1.61551	1.19257	-0.819111	-7.248487e+01	5.535837e+02	4.810988e+02
15800	-0.556107	-1.17816	-1.30212	-1.00309	-0.435115	-0.129715	-0.0383985	0.184503	0.268781	0.185593	0.255836	0.223877	0.155285	0.00754571	1.20898	1.24671	1.10262	1.10955	1.14346	0.237759	0.766192	-0.281862	0.593736	-0.940613	0.429703	-0.550995	1.30964	1.64638	-0.729664	-1.07429	-0.0452089	1.65096	-1.1852	0.0244932	-0.754442	1.26717	-1.0365	1.08497	0.0781673	0.73344	-0.170314	-0.249872	-0.0956653	-0.146101	-0.22135	1.40697	-0.584007	-1.04095	-0.324029	1.47787	-0.0265743	0.886179	-0.933117	1.10461	0.565518	-0.642065	0.339278	-0.412103	-0.333886	1.26262	0.498504	-0.275128	0.0496788	0.933462	-0.663939	-0.646451	0.502642	-1.62144	-1.37833	0.81299	2.69145	0.0382059	-2.02505	1.96196	-1.25865	-7.638294e+01	5.429316e+02	4.665487e+02
15850	-0.576787	-1.15091	-1.26946	-1.03449	-0.45044	-0.0635727	-0.0687185	0.17481	0.188923	0.175052	0.178822	0.268736	0.132207	0.120999	1.27249	1.27941	1.10823	1.102	1.11321	0.244441	1.01248	-0.601933	1.38747	-0.13262	-0.104961	-1.36886	1.63449	1.58787	-0.715567	-1.47561	-0.510936	0.686895	0.854198	0.145122	-1.39827	1.08151	-1.54029	1.11043	-0.0210206	0.492352	0.107435	-0.568221	-0.285555	-0.492665	-0.440997	0.586142	0.629503	-0.8878	-0.597794	1.41257	0.0827617	0.398576	-0.935648	0.70399	0.413104	-0.655116	0.0886529	-0.149058	0.0135869	0.943511	0.0448033	-0.111148	-0.19376	0.742863	-0.709747	-0.410952	0.0145076	-0.633331	-1.2326	1.02795	2.60713	0.331245	-1.43073	1.48446	-1.58255	-7.278246e+01	5.448031e+02	4.720207e+02
15900	-0.59159	-1.15409	-1.25915	-1.12769	-0.561412	-0.0264786	0.0275535	0.186826	0.260413	0.184148	0.165545	0.247849	0.261386	0.189274	1.18424	1.23654	1.10151	1.10051	1.1259	0.298592	0.908201	-0.509077	1.66632	-0.137758	-0.864557	-0.0711484	1.45428	1.74164	-0.886788	-0.945309	-0.394789	0.186555	0.877844	0.129231	-0.714018	0.931826	-0.664231	1.56214	-0.236818	0.341669	0.108936	-0.267493	-0.344085	0.307654	-0.19383	0.402329	0.0602096	-0.654263	-0.125989	1.13659	0.371845	0.880672	-0.331744	1.01389	0.531006	-0.740028	-0.0460643	0.274511	1.03017	0.266147	-1.44859	-0.111235	-0.048112	0.701105	-0.451017	-0.0181767	-0.332552	-0.479156	-1.15208	0.876973	2.53439	0.86302	-1.26432	0.110024	-0.995487	-6.936349e+01	5.562315e+02	4.868680e+02
15950	-0.594285	-1.15971	-1.26861	-1.15706	-0.491748	-0.0151358	-0.0717473	0.205097	0.264829	0.188968	0.249297	0.181288	0.110413	0.236233	1.23553	1.20626	1.10596	1.10005	1.12429	0.287695	0.877634	-0.562453	1.5649	-0.652162	-0.248612	-0.770266	1.41817	1.40202	-0.863181	-0.53475	-0.153592	0.665403	0.315373	0.117874	-0.954876	1.01138	-0.533346	1.5369	0.159611	0.270222	0.232218	-0.56562	-0.39869	0.443382	-0.0143947	0.872323	0.184172	-0.665278	0.013222	1.1619	0.296958	0.823727	-1.06357	1.17606	0.667851	-0.841458	0.0262085	0.017526	0.0120955	0.139696	0.365165	-0.137177	-0.0633744	0.766748	0.00278452	0.116818	-1.3446	-0.515129	-1.11927	0.740387	2.49777	0.9178	-1.87049	0.965869	-1.76072	-7.099073e+01	5.485790e+02	4.775882e+02
16000	-0.562917	-1.17736	-1.27532	-1.12618	-0.511785	0.0363698	0.145835	0.196244	0.301442	0.183585	0.197698	0.214852	0.231744	0.301326	1.18955	1.25077	1.10611	1.1001	1.12957	0.194066	0.723777	-0.439308	1.56197	-0.592378	-1.27236	-0.79194	1.30332	1.42171	-0.717101	-1.12768	-0.526971	0.0262212	-0.232646	-0.0200357	-0.479801	1.06169	-1.04231	0.950757	-0.674227	0.229329	0.0472568	-0.477978	-0.245542	0.378199	-0.525163	0.155265	-0.81713	-0.936319	-0.0617528	1.2116	0.344206	0.6388	-0.997668	0.274593	0.39246	-0.249546	0.00115765	0.103643	0.884772	0.00760972	-1.03381	-0.272349	0.298247	0.806225	0.163079	-0.396914	-0.714608	-0.715368	-1.06668	0.807479	2.43468	0.699881	-1.53578	0.787973	-1.10865	-6.971165e+01	5.473255e+02	4.776139e+02
16050	-0.553919	-1.21487	-1.27163	-1.17484	-0.538726	-0.0279278	0.0387686	0.207031	0.208489	0.193791	0.143897	0.204818	0.20296	0.291267	1.20086	1.23592	1.104	1.10448	1.10068	0.171513	0.900712	-0.436073	2.17236	-0.0591447	-0.777542	-0.786407	1.18186	2.02869	-0.810978	-0.943881	0.201031	0.307203	-0.164079	-0.00938911	-0.499756	0.983188	-0.786386	1.37369	-0.33586	0.745795	0.112865	-0.402164	-0.1654	0.397073	-0.0487792	0.604241	-0.0787469	-0.756266	-0.427916	1.19283	1.09132	1.21925	-0.519876	0.464925	0.358206	-0.764637	0.0464546	0.601771	0.856403	0.290196	-0.979939	-0.295361	0.464539	0.645381	0.434424	-0.0833636	-0.151069	-0.617233	-1.16012	1.00563	2.41351	1.52047	-1.44978	0.337774	-1.1347	-7.142307e+01	5.505518e+02	4.791287e+02
16100	-0.535262	-1.20178	-1.27575	-1.1242	-0.493746	-0.0616248	-0.0790692	0.207225	0.180733	0.175557	0.149606	0.311708	0.129881	0.160319	1.21345	1.20104	1.10511	1.1012	1.12208	0.067581	1.07914	-0.534995	2.01166	-0.281017	-1.5126	-0.533189	1.08751	2.05717	-0.829288	-1.01486	-0.263947	0.777123	0.510521	0.0340179	-0.748319	1.04598	-1.0439	0.845464	-0.227942	1.11958	-0.191612	0.1109	-0.208095	0.285316	-0.498201	1.17622	1.60986	-1.02028	0.159321	1.22775	0.564404	1.01841	-0.230544	0.942648	0.319204	-0.196637	-0.00476144	-0.147462	-0.167732	0.767031	0.0915179	-0.500917	0.352744	0.839122	-0.266388	0.482537	0.220369	-1.22401	-1.28895	1.06362	2.80357	1.01442	-1.17537	1.19954	-1.18817	-7.440055e+01	5.402580e+02	4.658575e+02
16150	-0.511959	-1.1314	-1.27033	-1.16885	-0.408479	-0.13784	-0.0570582	0.191383	0.214515	0.169787	0.189298	0.31942	0.150398	0.129959	1.17564	1.23373	1.11083	1.10053	1.10388	-0.157884	0.742665	-0.410663	1.75635	-0.8569	-0.468404	0.131071	1.06734	1.72144	-0.945872	-0.949614	-0.630567	1.37978	1.8127	-0.10817	-1.23907	1.18281	-0.610497	0.804788	0.73985	0.426009	-0.254634	-0.362129	-0.31495	0.12965	-0.769959	1.94266	2.05944	-1.15236	-0.31926	1.33468	0.612778	0.0972548	-1.02136	2.39929	0.174529	-0.726548	0.136635	0.160343	-0.260101	0.650683	-0.240199	-0.631475	-0.226953	0.857872	0.317998	-0.190706	-0.268741	-2.18771	-1.35381	0.898771	2.72119	0.965609	-1.39958	2.07645	-1.55465	-8.334649e+01	5.565582e+02	4.732117e+02
16200	-0.538243	-1.19743	-1.26488	-1.05957	-0.39093	-0.172853	-0.0981896	0.19097	0.246538	0.167667	0.205582	0.289256	0.192337	0.0907444	1.21281	1.24979	1.1073	1.10071	1.14058	0.0836952	0.872164	-0.300204	1.06516	-1.29218	-0.615724	0.364445	1.1617	1.609	-0.878912	-0.999701	-0.291302	1.04992	0.460004	-0.0932157	-1.12136	1.08581	-1.00123	1.29591	1.25246	-0.201364	-0.270239	-0.428275	-0.230976	0.0325295	-0.167238	1.41792	0.952607	-1.14738	0.0116556	1.38437	0.0534142	0.252719	-0.960039	0.944872	0.372259	-0.624964	0.074407	-0.171509	-0.0455513	0.674497	-0.969462	-0.395427	0.355423	0.784381	-0.557457	-0.560444	0.55831	0.573138	-1.4357	1.12902	2.89331	0.353852	-1.63767	0.529779	-1.80323	-7.416528e+01	5.434849e+02	4.693196e+02
16250	-0.560623	-1.18269	-1.27774	-1.06066	-0.436804	-0.0714567	-0.0338302	0.19385	0.223141	0.168432	0.199463	0.242437	0.209334	0.114494	1.20216	1.21839	1.11452	1.10111	1.1121	0.0958364	1.33618	-0.596133	1.1566	-0.598818	-0.367727	-0.595938	1.25105	1.88163	-0.886074	-1.4456	-0.345787	0.529109	0.731975	0.105697	-1.18697	1.23121	-1.39778	0.906571	0.54575	0.628441	0.122491	-0.602165	-0.163655	-0.349952	-0.576341	0.511533	0.698587	-0.944672	0.0693873	1.37544	0.204686	0.649153	-0.997065	0.453274	0.376361	-0.545997	0.0227815	-0.350611	0.487222	1.13851	-0.607701	-0.270661	0.265572	0.710344	-0.212642	-0.349836	0.22932	-0.0495011	-1.43431	1.20625	2.81166	0.596615	-1.69729	0.899087	-2.1386	-7.404251e+01	5.533382e+02	4.792957e+02
16300	-0.562287	-1.19294	-1.27837	-1.02998	-0.468943	0.0919578	-0.0454483	0.201667	0.227922	0.163147	0.258843	0.238491	0.192983	0.157124	1.20834	1.22815	1.11287	1.10457	1.12198	0.18265	0.923893	-0.524509	0.718078	-0.546201	-1.34487	-0.93653	1.30111	1.60321	-0.912488	-0.928001	-0.256764	0.118714	0.929251	0.163005	-0.614237	1.09748	-1.21692	0.465733	-0.552429	2.26492	0.0377859	-0.161289	-0.301996	-0.261876	-0.494191	-0.204857	0.407389	-0.936417	-0.00668905	1.42975	-0.122407	0.799826	-1.47454	0.431632	0.42394	-0.470451	0.117676	-0.435054	0.15149	-0.252394	-0.555509	-0.448027	-0.0603479	0.928179	-0.151477	0.371873	-1.09056	-1.94714	-1.26633	1.36604	2.86557	0.0749632	-1.57685	0.419454	-1.39369	-7.513724e+01	5.626007e+02	4.874635e+02
